,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02162350,2016-09-30,1.62,1.61,1.59
1,USGS,02162350,2016-10-01,2.14,1.72,1.59
2,USGS,02162350,2016-10-02,2.10,2.04,1.97
3,USGS,02162350,2016-10-03,1.98,1.86,1.71
4,USGS,02162350,2016-10-04,1.71,1.65,1.61
5,USGS,02162350,2016-10-05,1.62,1.60,1.59
6,USGS,02162350,2016-10-06,1.60,1.59,1.58
7,USGS,02162350,2016-10-07,1.88,1.66,1.58
8,USGS,02162350,2016-10-08,1.81,1.69,1.64
9,USGS,02162350,2016-10-09,1.66,1.66,1.63
10,USGS,02162350,2016-10-10,1.67,1.66,1.66
11,USGS,02162350,2016-10-11,1.68,1.67,1.66
12,USGS,02162350,2016-10-12,1.69,1.68,1.67
13,USGS,02162350,2016-10-13,1.69,1.68,1.66
14,USGS,02162350,2016-10-14,1.68,1.67,1.66
15,USGS,02162350,2016-10-15,1.69,1.68,1.67
16,USGS,02162350,2016-10-16,1.70,1.69,1.68
17,USGS,02162350,2016-10-17,1.70,1.69,1.68
18,USGS,02162350,2016-10-18,1.71,1.69,1.68
19,USGS,02162350,2016-10-19,1.69,1.69,1.68
20,USGS,02162350,2016-10-20,1.69,1.68,1.67
21,USGS,02162350,2016-10-21,1.68,1.66,1.65
22,USGS,02162350,2016-10-22,1.67,1.66,1.65
23,USGS,02162350,2016-10-23,1.67,1.66,1.65
24,USGS,02162350,2016-10-24,1.67,1.67,1.66
25,USGS,02162350,2016-10-25,1.66,1.66,1.64
26,USGS,02162350,2016-10-26,1.66,1.66,1.65
27,USGS,02162350,2016-10-27,1.67,1.67,1.66
28,USGS,02162350,2016-10-28,1.68,1.67,1.66
29,USGS,02162350,2016-10-29,1.67,1.66,1.66
30,USGS,02162350,2016-10-30,1.67,1.66,1.65
31,USGS,02162350,2016-10-31,1.69,1.65,1.65
32,USGS,02162350,2016-11-01,1.71,1.70,1.67
33,USGS,02162350,2016-11-02,1.72,1.68,1.67
34,USGS,02162350,2016-11-03,1.70,1.69,1.67
35,USGS,02162350,2016-11-04,1.67,1.66,1.64
36,USGS,02162350,2016-11-05,1.65,1.65,1.64
37,USGS,02162350,2016-11-06,1.65,1.65,1.65
38,USGS,02162350,2016-11-07,1.65,1.64,1.64
39,USGS,02162350,2016-11-08,1.65,1.64,1.64
40,USGS,02162350,2016-11-09,1.69,1.66,1.64
41,USGS,02162350,2016-11-10,1.65,1.64,1.63
42,USGS,02162350,2016-11-11,1.65,1.64,1.64
43,USGS,02162350,2016-11-12,1.65,1.64,1.64
44,USGS,02162350,2016-11-13,1.69,1.66,1.65
45,USGS,02162350,2016-11-14,1.70,1.69,1.69
46,USGS,02162350,2016-11-15,1.69,1.69,1.68
47,USGS,02162350,2016-11-16,1.69,1.68,1.66
48,USGS,02162350,2016-11-17,1.66,1.66,1.65
49,USGS,02162350,2016-11-18,1.66,1.66,1.65
50,USGS,02162350,2016-11-19,1.66,1.65,1.64
51,USGS,02162350,2016-11-20,1.65,1.65,1.64
52,USGS,02162350,2016-11-21,1.65,1.65,1.64
53,USGS,02162350,2016-11-22,1.65,1.64,1.64
54,USGS,02162350,2016-11-23,1.75,1.74,1.65
55,USGS,02162350,2016-11-24,1.79,1.76,1.74
56,USGS,02162350,2016-11-25,1.77,1.74,1.73
57,USGS,02162350,2016-11-26,1.74,1.73,1.73
58,USGS,02162350,2016-11-27,1.73,1.67,1.65
59,USGS,02162350,2016-11-28,1.72,1.66,1.65
60,USGS,02162350,2016-11-29,3.26,2.38,1.72
61,USGS,02162350,2016-11-30,2.86,2.11,1.88
62,USGS,02162350,2016-12-01,2.35,2.00,1.87
63,USGS,02162350,2016-12-02,1.89,1.83,1.75
64,USGS,02162350,2016-12-03,1.75,1.72,1.71
65,USGS,02162350,2016-12-04,2.03,1.85,1.71
66,USGS,02162350,2016-12-05,2.05,1.95,1.87
67,USGS,02162350,2016-12-06,2.40,2.18,1.96
68,USGS,02162350,2016-12-07,2.19,2.02,1.94
69,USGS,02162350,2016-12-08,1.95,1.89,1.83
70,USGS,02162350,2016-12-09,1.83,1.80,1.78
71,USGS,02162350,2016-12-10,1.78,1.77,1.75
72,USGS,02162350,2016-12-11,1.76,1.74,1.74
73,USGS,02162350,2016-12-12,1.74,1.74,1.73
74,USGS,02162350,2016-12-13,1.78,1.73,1.72
75,USGS,02162350,2016-12-14,1.78,1.76,1.72
76,USGS,02162350,2016-12-15,1.72,1.70,1.69
