,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
0,USGS,02157510,2016-09-30,1.73,1.70,1.79
1,USGS,02157510,2016-10-01,1.71,1.70,1.74
2,USGS,02157510,2016-10-02,1.71,1.70,1.75
3,USGS,02157510,2016-10-03,1.71,1.70,1.72
4,USGS,02157510,2016-10-04,1.86,1.72,1.90
5,USGS,02157510,2016-10-05,1.86,1.78,1.89
6,USGS,02157510,2016-10-06,1.79,1.76,1.85
7,USGS,02157510,2016-10-07,1.84,1.76,2.25
8,USGS,02157510,2016-10-08,1.88,1.87,1.88
9,USGS,02157510,2016-10-09,1.86,1.84,1.88
10,USGS,02157510,2016-10-10,1.82,1.80,1.84
11,USGS,02157510,2016-10-11,1.80,1.79,1.82
12,USGS,02157510,2016-10-12,1.80,1.79,1.81
13,USGS,02157510,2016-10-13,1.78,1.77,1.81
14,USGS,02157510,2016-10-14,1.78,1.73,1.80
15,USGS,02157510,2016-10-15,1.73,1.71,1.77
16,USGS,02157510,2016-10-16,1.74,1.72,1.78
17,USGS,02157510,2016-10-17,1.72,1.60,1.78
18,USGS,02157510,2016-10-18,1.72,1.60,1.78
19,USGS,02157510,2016-10-19,1.73,1.65,1.78
20,USGS,02157510,2016-10-20,1.71,1.63,1.75
21,USGS,02157510,2016-10-21,1.73,1.69,1.75
22,USGS,02157510,2016-10-22,1.68,1.66,1.71
23,USGS,02157510,2016-10-23,1.75,1.70,1.78
24,USGS,02157510,2016-10-24,1.75,1.74,1.78
25,USGS,02157510,2016-10-25,1.74,1.68,1.80
26,USGS,02157510,2016-10-26,1.76,1.67,1.85
27,USGS,02157510,2016-10-27,1.74,1.48,1.87
28,USGS,02157510,2016-10-28,1.80,1.76,1.87
29,USGS,02157510,2016-10-29,1.77,1.76,1.85
30,USGS,02157510,2016-10-30,1.78,1.76,1.79
31,USGS,02157510,2016-10-31,1.77,1.69,1.97
32,USGS,02157510,2016-11-01,1.74,1.68,1.79
33,USGS,02157510,2016-11-02,1.74,1.69,1.78
34,USGS,02157510,2016-11-03,1.72,1.66,1.78
35,USGS,02157510,2016-11-04,1.77,1.75,1.78
36,USGS,02157510,2016-11-05,1.77,1.76,1.78
37,USGS,02157510,2016-11-06,1.82,1.78,1.85
38,USGS,02157510,2016-11-07,1.81,1.80,1.87
39,USGS,02157510,2016-11-08,1.79,1.69,1.87
40,USGS,02157510,2016-11-09,1.72,1.64,1.84
41,USGS,02157510,2016-11-10,1.75,1.64,1.81
42,USGS,02157510,2016-11-11,1.74,1.65,1.78
43,USGS,02157510,2016-11-12,1.70,1.49,1.80
