,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02163500,2016-09-30,0.82,0.78,0.76
1,USGS,02163500,2016-10-01,0.85,0.81,0.77
2,USGS,02163500,2016-10-02,1.02,0.95,0.85
3,USGS,02163500,2016-10-03,1.06,1.04,1.02
4,USGS,02163500,2016-10-04,1.09,1.06,1.04
5,USGS,02163500,2016-10-05,1.15,1.13,1.08
6,USGS,02163500,2016-10-06,1.15,1.12,1.05
7,USGS,02163500,2016-10-07,1.11,1.08,1.04
8,USGS,02163500,2016-10-08,1.62,1.37,1.01
9,USGS,02163500,2016-10-09,1.60,1.57,1.53
10,USGS,02163500,2016-10-10,1.53,1.47,1.42
11,USGS,02163500,2016-10-11,1.43,1.37,1.30
12,USGS,02163500,2016-10-12,1.34,1.22,1.12
13,USGS,02163500,2016-10-13,1.21,1.19,1.17
14,USGS,02163500,2016-10-14,1.21,1.19,1.11
15,USGS,02163500,2016-10-15,1.17,1.14,1.06
16,USGS,02163500,2016-10-16,1.16,1.15,1.13
17,USGS,02163500,2016-10-17,1.15,1.14,1.13
18,USGS,02163500,2016-10-18,1.16,1.14,1.09
19,USGS,02163500,2016-10-19,1.15,1.13,1.10
20,USGS,02163500,2016-10-20,1.14,1.12,1.06
21,USGS,02163500,2016-10-21,1.13,1.10,1.02
22,USGS,02163500,2016-10-22,1.12,1.08,1.00
23,USGS,02163500,2016-10-23,1.08,1.07,1.04
24,USGS,02163500,2016-10-24,1.09,1.07,1.06
25,USGS,02163500,2016-10-25,2.25,1.16,1.06
26,USGS,02163500,2016-10-26,1.08,1.07,1.05
27,USGS,02163500,2016-10-27,1.07,1.06,1.04
28,USGS,02163500,2016-10-28,1.08,1.04,1.00
29,USGS,02163500,2016-10-29,1.04,1.02,1.00
30,USGS,02163500,2016-10-30,1.05,1.03,1.01
31,USGS,02163500,2016-10-31,1.07,1.06,1.04
32,USGS,02163500,2016-11-01,1.10,1.08,1.06
33,USGS,02163500,2016-11-02,1.10,1.08,1.06
34,USGS,02163500,2016-11-03,1.10,1.08,1.02
35,USGS,02163500,2016-11-04,1.09,1.07,0.98
36,USGS,02163500,2016-11-05,1.07,1.07,1.06
37,USGS,02163500,2016-11-06,1.09,1.08,1.03
38,USGS,02163500,2016-11-07,1.10,1.09,1.01
39,USGS,02163500,2016-11-08,1.10,1.09,1.06
40,USGS,02163500,2016-11-09,1.11,1.09,1.08
41,USGS,02163500,2016-11-10,1.12,1.10,1.09
42,USGS,02163500,2016-11-11,1.17,1.12,1.12
43,USGS,02163500,2016-11-12,1.25,1.23,1.17
44,USGS,02163500,2016-11-13,1.31,1.26,1.20
45,USGS,02163500,2016-11-14,1.30,1.26,1.25
46,USGS,02163500,2016-11-15,1.26,1.25,1.24
47,USGS,02163500,2016-11-16,1.26,1.24,1.23
48,USGS,02163500,2016-11-17,1.32,1.26,1.23
49,USGS,02163500,2016-11-18,1.36,1.34,1.30
50,USGS,02163500,2016-11-19,1.30,1.25,1.18
51,USGS,02163500,2016-11-20,1.25,1.24,1.23
52,USGS,02163500,2016-11-21,1.25,1.24,1.23
53,USGS,02163500,2016-11-22,1.33,1.26,1.24
54,USGS,02163500,2016-11-23,1.33,1.28,1.22
55,USGS,02163500,2016-11-24,1.27,1.25,1.23
56,USGS,02163500,2016-11-25,1.26,1.25,1.25
57,USGS,02163500,2016-11-26,1.27,1.26,1.25
58,USGS,02163500,2016-11-27,1.30,1.27,1.25
59,USGS,02163500,2016-11-28,1.31,1.30,1.22
60,USGS,02163500,2016-11-29,2.45,1.58,1.21
61,USGS,02163500,2016-11-30,3.41,2.73,2.13
62,USGS,02163500,2016-12-01,3.37,3.04,2.36
63,USGS,02163500,2016-12-02,2.87,2.62,2.35
64,USGS,02163500,2016-12-03,2.54,2.03,1.52
65,USGS,02163500,2016-12-04,1.79,1.46,1.34
66,USGS,02163500,2016-12-05,2.76,2.12,1.46
67,USGS,02163500,2016-12-06,2.81,2.34,1.56
68,USGS,02163500,2016-12-07,2.39,2.35,2.30
69,USGS,02163500,2016-12-08,2.35,2.35,2.32
70,USGS,02163500,2016-12-09,2.38,2.34,2.31
71,USGS,02163500,2016-12-10,2.32,2.10,1.54
72,USGS,02163500,2016-12-11,2.76,2.17,1.81
73,USGS,02163500,2016-12-12,1.81,1.54,1.41
74,USGS,02163500,2016-12-13,1.41,1.35,1.25
75,USGS,02163500,2016-12-14,1.33,1.28,1.15
76,USGS,02163500,2016-12-15,1.67,1.45,1.30
77,USGS,02163500,2016-12-16,1.64,1.51,1.46
78,USGS,02163500,2016-12-17,1.72,1.70,1.64
79,USGS,02163500,2016-12-18,1.68,1.61,1.49
80,USGS,02163500,2016-12-19,1.73,1.71,1.61
81,USGS,02163500,2016-12-20,1.71,1.70,1.69
82,USGS,02163500,2016-12-21,1.71,1.70,1.69
83,USGS,02163500,2016-12-22,1.71,1.71,1.70
84,USGS,02163500,2016-12-23,1.70,1.68,1.66
85,USGS,02163500,2016-12-24,1.68,1.68,1.67
86,USGS,02163500,2016-12-25,1.68,1.67,1.66
87,USGS,02163500,2016-12-26,1.67,1.65,1.65
88,USGS,02163500,2016-12-27,1.66,1.63,1.59
89,USGS,02163500,2016-12-28,1.60,1.55,1.53
90,USGS,02163500,2016-12-29,1.68,1.62,1.55
