,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02176500,2016-09-30,5.60,5.55,5.50
1,USGS,02176500,2016-10-01,5.56,5.54,5.50
2,USGS,02176500,2016-10-02,5.56,5.54,5.50
3,USGS,02176500,2016-10-03,5.50,5.46,5.42
4,USGS,02176500,2016-10-04,5.42,5.39,5.35
5,USGS,02176500,2016-10-05,5.35,5.33,5.31
6,USGS,02176500,2016-10-06,5.31,5.30,5.29
7,USGS,02176500,2016-10-07,6.36,5.51,5.30
8,USGS,02176500,2016-10-08,9.44,8.21,6.36
9,USGS,02176500,2016-10-09,9.61,9.14,8.76
10,USGS,02176500,2016-10-10,8.86,8.47,8.11
11,USGS,02176500,2016-10-11,8.11,7.84,7.61
12,USGS,02176500,2016-10-12,7.61,7.43,7.28
13,USGS,02176500,2016-10-13,7.28,7.15,7.04
14,USGS,02176500,2016-10-14,7.04,6.95,6.86
15,USGS,02176500,2016-10-15,6.86,6.78,6.70
16,USGS,02176500,2016-10-16,6.70,6.64,6.59
17,USGS,02176500,2016-10-17,6.59,6.55,6.51
18,USGS,02176500,2016-10-18,6.51,6.47,6.44
19,USGS,02176500,2016-10-19,6.44,6.41,6.38
20,USGS,02176500,2016-10-20,6.38,6.36,6.33
21,USGS,02176500,2016-10-21,6.33,6.31,6.28
22,USGS,02176500,2016-10-22,6.28,6.25,6.23
23,USGS,02176500,2016-10-23,6.23,6.20,6.17
24,USGS,02176500,2016-10-24,6.17,6.15,6.13
25,USGS,02176500,2016-10-25,6.13,6.11,6.08
26,USGS,02176500,2016-10-26,6.08,6.07,6.05
27,USGS,02176500,2016-10-27,6.05,6.03,6.02
28,USGS,02176500,2016-10-28,6.02,6.01,5.99
29,USGS,02176500,2016-10-29,5.99,5.98,5.97
30,USGS,02176500,2016-10-30,5.97,5.96,5.95
31,USGS,02176500,2016-10-31,5.95,5.94,5.93
32,USGS,02176500,2016-11-01,5.93,5.93,5.92
33,USGS,02176500,2016-11-02,5.92,5.92,5.90
34,USGS,02176500,2016-11-03,5.90,5.90,5.89
35,USGS,02176500,2016-11-04,5.89,5.88,5.86
36,USGS,02176500,2016-11-05,5.86,5.86,5.85
37,USGS,02176500,2016-11-06,5.86,5.85,5.84
38,USGS,02176500,2016-11-07,5.84,5.82,5.81
39,USGS,02176500,2016-11-08,5.81,5.80,5.78
40,USGS,02176500,2016-11-09,5.78,5.78,5.78
41,USGS,02176500,2016-11-10,5.78,5.77,5.77
42,USGS,02176500,2016-11-11,5.77,5.76,5.75
43,USGS,02176500,2016-11-12,5.75,5.73,5.72
44,USGS,02176500,2016-11-13,5.72,5.71,5.71
45,USGS,02176500,2016-11-14,5.72,5.72,5.71
46,USGS,02176500,2016-11-15,5.75,5.73,5.72
47,USGS,02176500,2016-11-16,5.77,5.76,5.75
48,USGS,02176500,2016-11-17,5.77,5.76,5.75
49,USGS,02176500,2016-11-18,5.75,5.74,5.74
50,USGS,02176500,2016-11-19,5.74,5.72,5.71
51,USGS,02176500,2016-11-20,5.72,5.71,5.70
52,USGS,02176500,2016-11-21,5.70,5.69,5.67
53,USGS,02176500,2016-11-22,5.67,5.66,5.65
54,USGS,02176500,2016-11-23,5.65,5.64,5.64
55,USGS,02176500,2016-11-24,5.65,5.65,5.64
56,USGS,02176500,2016-11-25,5.68,5.66,5.65
57,USGS,02176500,2016-11-26,5.70,5.69,5.68
58,USGS,02176500,2016-11-27,5.68,5.67,5.66
59,USGS,02176500,2016-11-28,5.66,5.66,5.66
60,USGS,02176500,2016-11-29,5.67,5.66,5.65
61,USGS,02176500,2016-11-30,5.72,5.68,5.67
62,USGS,02176500,2016-12-01,5.78,5.77,5.72
63,USGS,02176500,2016-12-02,5.83,5.79,5.78
64,USGS,02176500,2016-12-03,5.92,5.88,5.83
65,USGS,02176500,2016-12-04,5.94,5.93,5.91
66,USGS,02176500,2016-12-05,6.17,5.94,5.90
67,USGS,02176500,2016-12-06,6.85,6.60,6.17
68,USGS,02176500,2016-12-07,7.50,7.29,6.85
69,USGS,02176500,2016-12-08,7.49,7.38,7.28
70,USGS,02176500,2016-12-09,7.28,7.13,6.99
71,USGS,02176500,2016-12-10,6.99,6.88,6.77
72,USGS,02176500,2016-12-11,6.77,6.69,6.62
73,USGS,02176500,2016-12-12,6.62,6.57,6.53
74,USGS,02176500,2016-12-13,6.53,6.50,6.49
75,USGS,02176500,2016-12-14,6.50,6.49,6.49
76,USGS,02176500,2016-12-15,6.50,6.50,6.50
77,USGS,02176500,2016-12-16,6.50,6.49,6.47
78,USGS,02176500,2016-12-17,6.47,6.46,6.44
79,USGS,02176500,2016-12-18,6.44,6.41,6.38
80,USGS,02176500,2016-12-19,6.38,6.36,6.34
81,USGS,02176500,2016-12-20,6.34,6.34,6.33
82,USGS,02176500,2016-12-21,6.34,6.33,6.33
83,USGS,02176500,2016-12-22,6.35,6.34,6.34
84,USGS,02176500,2016-12-23,6.35,6.34,6.33
85,USGS,02176500,2016-12-24,6.33,6.32,6.30
86,USGS,02176500,2016-12-25,6.30,6.28,6.26
87,USGS,02176500,2016-12-26,6.26,6.24,6.23
88,USGS,02176500,2016-12-27,6.23,6.21,6.20
89,USGS,02176500,2016-12-28,6.20,6.19,6.18
90,USGS,02176500,2016-12-29,6.18,6.18,6.17
91,USGS,02176500,2016-12-30,6.18,6.18,6.17
92,USGS,02176500,2016-12-31,6.18,6.17,6.17
93,USGS,02176500,2017-01-01,6.26,6.23,6.18
