,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
0,USGS,02198500,2016-09-30,3.82,3.75,3.84
1,USGS,02198500,2016-10-01,4.22,3.84,4.92
2,USGS,02198500,2016-10-02,5.55,4.92,5.88
3,USGS,02198500,2016-10-03,5.55,5.07,5.88
4,USGS,02198500,2016-10-04,4.55,4.06,5.07
5,USGS,02198500,2016-10-05,3.73,3.52,4.06
6,USGS,02198500,2016-10-06,3.46,3.43,3.52
7,USGS,02198500,2016-10-07,3.60,3.46,4.07
8,USGS,02198500,2016-10-08,5.24,4.07,5.90
9,USGS,02198500,2016-10-09,6.39,5.90,7.00
10,USGS,02198500,2016-10-10,7.51,7.00,7.85
11,USGS,02198500,2016-10-11,7.84,7.72,7.90
12,USGS,02198500,2016-10-12,7.38,6.98,7.72
13,USGS,02198500,2016-10-13,6.58,6.25,6.98
14,USGS,02198500,2016-10-14,5.94,5.66,6.25
15,USGS,02198500,2016-10-15,5.41,5.16,5.66
16,USGS,02198500,2016-10-16,4.94,4.77,5.16
17,USGS,02198500,2016-10-17,4.68,4.63,4.77
18,USGS,02198500,2016-10-18,4.54,4.42,4.63
19,USGS,02198500,2016-10-19,4.26,4.16,4.42
20,USGS,02198500,2016-10-20,4.03,3.89,4.16
21,USGS,02198500,2016-10-21,3.73,3.61,3.89
22,USGS,02198500,2016-10-22,3.55,3.45,3.65
23,USGS,02198500,2016-10-23,3.51,3.46,3.54
24,USGS,02198500,2016-10-24,3.49,3.42,3.53
25,USGS,02198500,2016-10-25,3.50,3.44,3.53
26,USGS,02198500,2016-10-26,3.39,3.36,3.44
27,USGS,02198500,2016-10-27,3.34,3.31,3.36
28,USGS,02198500,2016-10-28,3.42,3.35,3.50
29,USGS,02198500,2016-10-29,3.51,3.49,3.53
30,USGS,02198500,2016-10-30,3.55,3.53,3.59
31,USGS,02198500,2016-10-31,3.65,3.59,3.69
32,USGS,02198500,2016-11-01,3.66,3.59,3.69
33,USGS,02198500,2016-11-02,3.51,3.44,3.59
34,USGS,02198500,2016-11-03,3.37,3.27,3.44
35,USGS,02198500,2016-11-04,3.40,3.37,3.41
36,USGS,02198500,2016-11-05,3.34,3.28,3.40
37,USGS,02198500,2016-11-06,3.21,3.17,3.30
38,USGS,02198500,2016-11-07,3.35,3.19,3.56
39,USGS,02198500,2016-11-08,3.52,3.37,3.59
40,USGS,02198500,2016-11-09,3.18,3.04,3.37
