,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Max,Gage height_Min
125,USGS,02161000,2017-02-02,4.13,4.28,3.90
126,USGS,02161000,2017-02-03,4.23,4.29,4.20
127,USGS,02161000,2017-02-04,4.23,4.25,4.21
128,USGS,02161000,2017-02-05,4.18,4.28,3.87
129,USGS,02161000,2017-02-06,3.79,3.93,3.57
130,USGS,02161000,2017-02-07,3.56,3.59,3.54
131,USGS,02161000,2017-02-08,3.89,4.53,3.52
132,USGS,02161000,2017-02-09,4.45,4.53,4.19
133,USGS,02161000,2017-02-10,4.45,4.61,4.24
134,USGS,02161000,2017-02-11,4.23,4.25,4.19
135,USGS,02161000,2017-02-12,4.09,4.24,3.68
136,USGS,02161000,2017-02-13,3.49,3.68,3.46
137,USGS,02161000,2017-02-14,3.91,4.24,3.50
138,USGS,02161000,2017-02-15,3.91,3.95,3.85
139,USGS,02161000,2017-02-16,4.25,4.61,3.94
140,USGS,02161000,2017-02-17,4.23,4.78,3.74
141,USGS,02161000,2017-02-18,3.95,3.97,3.93
142,USGS,02161000,2017-02-19,3.94,3.96,3.93
143,USGS,02161000,2017-02-20,4.15,4.32,3.92
144,USGS,02161000,2017-02-21,4.07,4.32,3.64
145,USGS,02161000,2017-02-22,3.77,3.97,3.60
146,USGS,02161000,2017-02-23,4.14,4.35,3.93
147,USGS,02161000,2017-02-24,3.89,4.36,3.18
148,USGS,02161000,2017-02-25,3.79,3.93,3.49
149,USGS,02161000,2017-02-26,3.66,3.80,3.46
150,USGS,02161000,2017-02-27,3.90,5.32,3.63
151,USGS,02161000,2017-02-28,3.71,3.82,3.47
152,USGS,02161000,2017-03-01,3.79,3.83,3.62
153,USGS,02161000,2017-03-02,3.67,3.81,3.47
154,USGS,02161000,2017-03-03,3.96,4.15,3.78
155,USGS,02161000,2017-03-04,4.44,4.65,4.15
156,USGS,02161000,2017-03-05,4.29,4.68,3.98
157,USGS,02161000,2017-03-06,3.75,3.99,3.52
158,USGS,02161000,2017-03-07,3.52,3.55,3.50
159,USGS,02161000,2017-03-08,3.58,3.63,3.52
160,USGS,02161000,2017-03-09,3.86,4.01,3.61
161,USGS,02161000,2017-03-10,4.14,4.30,3.93
162,USGS,02161000,2017-03-11,4.03,4.29,3.88
163,USGS,02161000,2017-03-12,4.12,4.25,3.90
164,USGS,02161000,2017-03-13,4.14,4.29,3.90
165,USGS,02161000,2017-03-14,4.23,4.29,4.20
166,USGS,02161000,2017-03-15,4.17,4.28,3.89
167,USGS,02161000,2017-03-16,3.93,3.97,3.89
168,USGS,02161000,2017-03-17,3.96,5.32,3.60
169,USGS,02161000,2017-03-18,3.69,3.95,3.58
170,USGS,02161000,2017-03-19,4.00,4.26,3.90
171,USGS,02161000,2017-03-20,3.93,4.31,3.60
172,USGS,02161000,2017-03-21,4.00,4.40,3.58
173,USGS,02161000,2017-03-22,4.27,4.33,3.99
174,USGS,02161000,2017-03-23,4.14,4.30,3.57
175,USGS,02161000,2017-03-24,4.93,6.38,4.22
176,USGS,02161000,2017-03-25,4.43,4.54,4.21
177,USGS,02161000,2017-03-26,3.96,4.22,3.84
178,USGS,02161000,2017-03-27,4.06,4.22,3.83
179,USGS,02161000,2017-03-28,4.18,4.22,4.15
180,USGS,02161000,2017-03-29,4.05,4.18,3.81
181,USGS,02161000,2017-03-30,4.15,4.19,4.01
182,USGS,02161000,2017-03-31,4.16,4.22,3.98
183,USGS,02161000,2017-04-01,5.10,6.18,4.20
184,USGS,02161000,2017-04-02,4.82,6.34,4.14
185,USGS,02161000,2017-04-03,5.71,8.54,4.22
186,USGS,02161000,2017-04-04,5.34,8.06,4.15
187,USGS,02161000,2017-04-05,7.39,10.46,4.20
188,USGS,02161000,2017-04-06,7.67,9.48,6.16
189,USGS,02161000,2017-04-07,7.30,9.23,4.60
190,USGS,02161000,2017-04-08,8.26,9.63,7.36
191,USGS,02161000,2017-04-09,6.15,7.36,5.80
192,USGS,02161000,2017-04-10,5.61,6.02,5.32
193,USGS,02161000,2017-04-11,4.76,5.57,4.16
194,USGS,02161000,2017-04-12,4.32,4.46,4.11
195,USGS,02161000,2017-04-13,4.15,4.21,4.08
196,USGS,02161000,2017-04-14,4.19,4.39,4.12
197,USGS,02161000,2017-04-15,4.40,4.44,4.38
198,USGS,02161000,2017-04-16,4.39,4.44,4.33
199,USGS,02161000,2017-04-17,4.38,4.45,4.17
200,USGS,02161000,2017-04-18,4.13,4.20,4.04
201,USGS,02161000,2017-04-19,4.33,4.45,4.13
202,USGS,02161000,2017-04-20,4.43,4.45,4.26
203,USGS,02161000,2017-04-21,4.16,4.47,3.87
204,USGS,02161000,2017-04-22,4.43,4.47,4.40
205,USGS,02161000,2017-04-23,4.91,5.59,4.40
206,USGS,02161000,2017-04-24,6.57,9.66,5.20
207,USGS,02161000,2017-04-25,11.30,13.88,9.03
208,USGS,02161000,2017-04-26,10.22,12.68,6.24
209,USGS,02161000,2017-04-27,8.54,10.64,4.56
210,USGS,02161000,2017-04-28,6.80,9.11,4.59
211,USGS,02161000,2017-04-29,4.84,6.58,4.34
212,USGS,02161000,2017-04-30,5.66,7.92,4.40
213,USGS,02161000,2017-05-01,5.50,7.62,4.44
214,USGS,02161000,2017-05-02,4.52,5.54,4.40
215,USGS,02161000,2017-05-03,4.43,4.52,4.35
216,USGS,02161000,2017-05-04,5.33,6.43,4.43
217,USGS,02161000,2017-05-05,5.70,6.14,5.49
218,USGS,02161000,2017-05-06,6.11,7.24,4.78
219,USGS,02161000,2017-05-07,6.31,7.08,5.54
220,USGS,02161000,2017-05-08,4.45,5.54,4.38
221,USGS,02161000,2017-05-09,5.44,7.60,4.41
222,USGS,02161000,2017-05-10,4.31,6.45,4.06
223,USGS,02161000,2017-05-11,4.26,4.48,4.06
224,USGS,02161000,2017-05-12,4.37,4.47,4.12
225,USGS,02161000,2017-05-13,4.41,4.43,4.40
226,USGS,02161000,2017-05-14,4.39,4.43,4.34
227,USGS,02161000,2017-05-15,4.41,4.48,4.36
228,USGS,02161000,2017-05-16,4.02,4.47,3.79
229,USGS,02161000,2017-05-17,3.94,4.14,3.79
230,USGS,02161000,2017-05-18,3.94,4.14,3.81
231,USGS,02161000,2017-05-19,3.83,3.88,3.79
232,USGS,02161000,2017-05-20,3.98,4.99,3.80
233,USGS,02161000,2017-05-21,3.91,4.74,3.80
234,USGS,02161000,2017-05-22,8.49,11.47,3.88
235,USGS,02161000,2017-05-23,9.03,10.87,5.86
236,USGS,02161000,2017-05-24,9.49,11.28,5.64
237,USGS,02161000,2017-05-25,9.86,11.71,6.76
238,USGS,02161000,2017-05-26,7.66,10.38,5.75
239,USGS,02161000,2017-05-27,6.25,10.17,4.51
240,USGS,02161000,2017-05-28,4.53,4.78,4.47
241,USGS,02161000,2017-05-29,5.12,6.92,4.49
242,USGS,02161000,2017-05-30,5.02,6.23,4.40
243,USGS,02161000,2017-05-31,4.98,6.22,4.54
244,USGS,02161000,2017-06-01,4.57,4.63,4.51
245,USGS,02161000,2017-06-02,4.40,4.62,3.87
246,USGS,02161000,2017-06-03,4.25,4.55,3.85
247,USGS,02161000,2017-06-04,4.49,4.54,4.45
248,USGS,02161000,2017-06-05,4.15,4.49,3.84
249,USGS,02161000,2017-06-06,4.68,5.87,3.83
250,USGS,02161000,2017-06-07,4.72,5.80,4.53
251,USGS,02161000,2017-06-08,4.76,5.75,4.50
252,USGS,02161000,2017-06-09,4.58,5.60,4.45
253,USGS,02161000,2017-06-10,4.48,4.54,4.44
254,USGS,02161000,2017-06-11,4.46,4.51,4.42
255,USGS,02161000,2017-06-12,4.43,4.54,3.97
256,USGS,02161000,2017-06-13,3.70,3.97,3.54
257,USGS,02161000,2017-06-14,3.52,3.56,3.49
258,USGS,02161000,2017-06-15,4.05,4.63,3.50
259,USGS,02161000,2017-06-16,4.69,5.76,4.45
260,USGS,02161000,2017-06-17,4.33,4.55,3.87
261,USGS,02161000,2017-06-18,3.81,3.87,3.77
262,USGS,02161000,2017-06-19,3.82,3.86,3.77
263,USGS,02161000,2017-06-20,4.07,4.24,3.83
264,USGS,02161000,2017-06-21,4.28,4.59,4.15
265,USGS,02161000,2017-06-22,4.93,7.93,4.25
266,USGS,02161000,2017-06-23,4.19,4.25,4.14
267,USGS,02161000,2017-06-24,4.30,4.39,4.18
268,USGS,02161000,2017-06-25,4.32,4.39,4.07
269,USGS,02161000,2017-06-26,3.99,4.07,3.77
270,USGS,02161000,2017-06-27,3.76,3.97,3.69
271,USGS,02161000,2017-06-28,3.70,3.73,3.67
272,USGS,02161000,2017-06-29,3.72,3.76,3.67
273,USGS,02161000,2017-06-30,3.74,3.84,3.71
274,USGS,02161000,2017-07-01,4.05,4.35,3.71
275,USGS,02161000,2017-07-02,4.34,4.36,4.31
276,USGS,02161000,2017-07-03,5.72,9.14,4.30
277,USGS,02161000,2017-07-04,4.94,8.82,4.29
278,USGS,02161000,2017-07-05,5.52,7.52,4.26
279,USGS,02161000,2017-07-06,5.03,6.94,4.24
280,USGS,02161000,2017-07-07,4.51,6.08,4.25
281,USGS,02161000,2017-07-08,4.44,4.85,4.30
282,USGS,02161000,2017-07-09,4.35,4.57,4.29
283,USGS,02161000,2017-07-10,4.32,4.36,4.27
284,USGS,02161000,2017-07-11,4.32,4.38,4.26
285,USGS,02161000,2017-07-12,4.03,4.38,3.73
286,USGS,02161000,2017-07-13,4.04,4.32,3.70
287,USGS,02161000,2017-07-14,3.65,4.05,3.43
288,USGS,02161000,2017-07-15,3.63,3.75,3.43
289,USGS,02161000,2017-07-16,4.06,4.43,3.73
290,USGS,02161000,2017-07-17,4.08,4.15,4.04
291,USGS,02161000,2017-07-18,4.33,4.96,4.07
292,USGS,02161000,2017-07-19,3.94,4.16,3.74
293,USGS,02161000,2017-07-20,4.08,4.16,4.03
294,USGS,02161000,2017-07-21,4.00,4.14,3.47
295,USGS,02161000,2017-07-22,3.44,3.48,3.41
296,USGS,02161000,2017-07-23,3.60,3.83,3.41
297,USGS,02161000,2017-07-24,3.76,3.84,3.49
298,USGS,02161000,2017-07-25,3.81,3.87,3.63
299,USGS,02161000,2017-07-26,3.47,3.63,3.44
300,USGS,02161000,2017-07-27,3.47,3.50,3.44
301,USGS,02161000,2017-07-28,3.47,3.51,3.42
302,USGS,02161000,2017-07-29,3.50,3.56,3.47
303,USGS,02161000,2017-07-30,3.51,3.56,3.48
304,USGS,02161000,2017-07-31,3.63,3.87,3.47
305,USGS,02161000,2017-08-01,3.84,3.87,3.81
306,USGS,02161000,2017-08-02,3.56,3.87,3.13
307,USGS,02161000,2017-08-03,3.39,3.49,3.08
308,USGS,02161000,2017-08-04,3.39,3.49,3.08
309,USGS,02161000,2017-08-05,3.33,3.49,3.07
310,USGS,02161000,2017-08-06,3.48,3.50,3.46
311,USGS,02161000,2017-08-07,3.47,3.50,3.44
312,USGS,02161000,2017-08-08,3.49,3.49,3.48
313,USGS,02161000,2017-08-09,3.70,3.87,3.48
314,USGS,02161000,2017-08-10,3.41,3.86,3.08
315,USGS,02161000,2017-08-11,3.89,4.36,3.12
316,USGS,02161000,2017-08-12,4.27,4.36,4.21
317,USGS,02161000,2017-08-13,4.55,4.75,4.27
318,USGS,02161000,2017-08-14,4.94,6.72,4.54
319,USGS,02161000,2017-08-15,5.71,10.08,4.53
320,USGS,02161000,2017-08-16,6.10,7.83,4.55
321,USGS,02161000,2017-08-17,4.63,6.05,4.48
322,USGS,02161000,2017-08-18,4.54,4.61,4.47
323,USGS,02161000,2017-08-19,4.48,4.59,3.99
324,USGS,02161000,2017-08-20,3.86,3.99,3.82
325,USGS,02161000,2017-08-21,3.80,3.88,3.53
326,USGS,02161000,2017-08-22,3.50,3.54,3.47
327,USGS,02161000,2017-08-23,3.50,3.53,3.48
328,USGS,02161000,2017-08-24,3.50,3.52,3.49
329,USGS,02161000,2017-08-25,3.51,3.54,3.48
330,USGS,02161000,2017-08-26,3.54,3.56,3.51
331,USGS,02161000,2017-08-27,3.54,3.57,3.51
332,USGS,02161000,2017-08-28,3.39,3.53,3.06
333,USGS,02161000,2017-08-29,3.34,3.53,3.05
334,USGS,02161000,2017-08-30,3.24,3.51,3.04
335,USGS,02161000,2017-08-31,3.37,3.53,3.04
336,USGS,02161000,2017-09-01,3.55,3.66,3.50
337,USGS,02161000,2017-09-02,3.68,4.34,3.49
338,USGS,02161000,2017-09-03,4.68,4.80,4.34
339,USGS,02161000,2017-09-04,4.13,4.80,3.63
340,USGS,02161000,2017-09-05,3.40,3.63,3.04
341,USGS,02161000,2017-09-06,3.78,4.39,3.51
342,USGS,02161000,2017-09-07,4.44,4.53,4.38
343,USGS,02161000,2017-09-08,4.62,4.85,4.49
344,USGS,02161000,2017-09-09,4.82,4.85,4.78
345,USGS,02161000,2017-09-10,4.79,4.84,4.74
346,USGS,02161000,2017-09-11,4.79,4.89,4.73
347,USGS,02161000,2017-09-12,4.88,4.92,4.85
348,USGS,02161000,2017-09-13,4.90,5.02,4.76
349,USGS,02161000,2017-09-14,5.56,7.36,4.92
350,USGS,02161000,2017-09-15,5.33,7.15,4.94
351,USGS,02161000,2017-09-16,4.93,5.01,4.88
352,USGS,02161000,2017-09-17,4.70,4.97,4.15
353,USGS,02161000,2017-09-18,3.64,4.15,3.52
354,USGS,02161000,2017-09-19,3.56,3.59,3.53
355,USGS,02161000,2017-09-20,3.84,4.02,3.55
356,USGS,02161000,2017-09-21,4.01,4.05,3.97
357,USGS,02161000,2017-09-22,3.93,4.05,3.68
358,USGS,02161000,2017-09-23,3.59,3.69,3.25
359,USGS,02161000,2017-09-24,3.78,4.05,3.24
360,USGS,02161000,2017-09-25,3.61,3.66,3.60
361,USGS,02161000,2017-09-26,3.59,3.62,3.53
362,USGS,02161000,2017-09-27,3.60,3.62,3.58
363,USGS,02161000,2017-09-28,3.30,3.62,3.08
364,USGS,02161000,2017-09-29,3.42,3.63,3.07
365,USGS,02161000,2017-09-30,3.57,3.65,3.24
