,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
0,USGS,02153200,2016-09-30,2.87,2.49,3.45
1,USGS,02153200,2016-10-01,2.57,2.46,2.74
2,USGS,02153200,2016-10-02,2.64,2.51,2.74
3,USGS,02153200,2016-10-03,2.46,2.43,2.51
4,USGS,02153200,2016-10-04,2.31,1.78,2.89
5,USGS,02153200,2016-10-05,2.49,2.32,3.20
6,USGS,02153200,2016-10-06,2.79,2.51,3.32
7,USGS,02153200,2016-10-07,2.77,2.73,2.81
8,USGS,02153200,2016-10-08,2.70,2.62,2.77
9,USGS,02153200,2016-10-09,2.66,2.61,2.71
10,USGS,02153200,2016-10-10,2.55,2.51,2.61
11,USGS,02153200,2016-10-11,2.49,2.45,2.51
12,USGS,02153200,2016-10-12,2.49,2.45,2.64
13,USGS,02153200,2016-10-13,2.49,2.44,2.53
14,USGS,02153200,2016-10-14,2.42,2.37,2.44
15,USGS,02153200,2016-10-15,2.49,2.42,2.67
16,USGS,02153200,2016-10-16,2.75,2.67,2.79
17,USGS,02153200,2016-10-17,2.61,2.51,2.70
18,USGS,02153200,2016-10-18,2.47,2.43,2.55
19,USGS,02153200,2016-10-19,2.52,2.46,2.57
20,USGS,02153200,2016-10-20,2.32,2.17,2.46
21,USGS,02153200,2016-10-21,2.33,2.26,2.40
22,USGS,02153200,2016-10-22,2.84,2.40,3.32
23,USGS,02153200,2016-10-23,2.45,2.40,3.21
24,USGS,02153200,2016-10-24,2.38,2.34,2.41
25,USGS,02153200,2016-10-25,2.40,2.32,3.10
26,USGS,02153200,2016-10-26,2.75,2.32,3.30
27,USGS,02153200,2016-10-27,2.35,2.34,2.38
28,USGS,02153200,2016-10-28,2.44,2.34,3.17
29,USGS,02153200,2016-10-29,2.50,2.32,3.19
30,USGS,02153200,2016-10-30,2.37,2.31,2.39
31,USGS,02153200,2016-10-31,2.65,2.37,3.32
32,USGS,02153200,2016-11-01,2.74,2.37,3.27
33,USGS,02153200,2016-11-02,2.44,2.41,2.46
34,USGS,02153200,2016-11-03,2.43,2.40,2.46
35,USGS,02153200,2016-11-04,2.46,2.41,2.47
36,USGS,02153200,2016-11-05,2.75,2.42,3.36
37,USGS,02153200,2016-11-06,2.66,2.41,3.27
38,USGS,02153200,2016-11-07,2.49,2.44,2.53
39,USGS,02153200,2016-11-08,2.42,2.40,2.44
40,USGS,02153200,2016-11-09,2.32,1.70,2.48
41,USGS,02153200,2016-11-10,2.48,2.18,3.26
42,USGS,02153200,2016-11-11,2.44,2.39,2.56
43,USGS,02153200,2016-11-12,2.84,2.43,3.36
44,USGS,02153200,2016-11-13,2.53,2.52,2.55
45,USGS,02153200,2016-11-14,2.50,2.46,2.52
46,USGS,02153200,2016-11-15,2.45,2.43,2.49
47,USGS,02153200,2016-11-16,2.52,2.49,2.54
48,USGS,02153200,2016-11-17,2.52,2.47,2.65
49,USGS,02153200,2016-11-18,2.57,2.53,2.61
50,USGS,02153200,2016-11-19,2.77,2.55,3.39
51,USGS,02153200,2016-11-20,2.59,2.55,2.62
52,USGS,02153200,2016-11-21,2.51,2.48,2.55
53,USGS,02153200,2016-11-22,2.47,2.45,2.50
54,USGS,02153200,2016-11-23,2.51,2.45,2.75
55,USGS,02153200,2016-11-24,2.91,2.47,3.39
56,USGS,02153200,2016-11-25,2.79,2.47,3.37
57,USGS,02153200,2016-11-26,2.56,2.54,2.58
58,USGS,02153200,2016-11-27,2.60,2.58,2.62
59,USGS,02153200,2016-11-28,2.60,2.42,2.75
60,USGS,02153200,2016-11-29,2.49,2.37,2.88
61,USGS,02153200,2016-11-30,3.15,2.84,3.59
62,USGS,02153200,2016-12-01,3.48,3.41,3.62
63,USGS,02153200,2016-12-02,3.61,3.51,3.70
64,USGS,02153200,2016-12-03,3.35,3.20,3.52
65,USGS,02153200,2016-12-04,3.24,3.22,3.25
66,USGS,02153200,2016-12-05,3.43,3.24,3.63
67,USGS,02153200,2016-12-06,3.73,3.61,3.91
68,USGS,02153200,2016-12-07,3.90,3.83,3.96
69,USGS,02153200,2016-12-08,3.41,2.89,3.83
70,USGS,02153200,2016-12-09,3.20,2.69,3.58
71,USGS,02153200,2016-12-10,2.90,2.80,2.96
72,USGS,02153200,2016-12-11,2.97,2.94,3.00
73,USGS,02153200,2016-12-12,2.96,2.95,2.97
74,USGS,02153200,2016-12-13,2.98,2.94,3.11
75,USGS,02153200,2016-12-14,3.41,3.11,3.67
76,USGS,02153200,2016-12-15,3.01,2.79,3.53
77,USGS,02153200,2016-12-16,2.95,2.92,2.98
78,USGS,02153200,2016-12-17,2.90,2.88,2.94
79,USGS,02153200,2016-12-18,2.97,2.83,3.56
80,USGS,02153200,2016-12-19,2.99,2.95,3.02
81,USGS,02153200,2016-12-20,2.93,2.89,2.97
82,USGS,02153200,2016-12-21,2.83,2.77,2.90
83,USGS,02153200,2016-12-22,3.15,2.82,3.60
84,USGS,02153200,2016-12-23,3.20,2.91,3.59
85,USGS,02153200,2016-12-24,3.06,2.85,3.58
86,USGS,02153200,2016-12-25,2.85,2.77,2.95
87,USGS,02153200,2016-12-26,2.68,2.59,2.78
88,USGS,02153200,2016-12-27,2.64,2.63,2.66
89,USGS,02153200,2016-12-28,2.66,2.65,2.67
90,USGS,02153200,2016-12-29,2.68,2.61,2.71
91,USGS,02153200,2016-12-30,2.76,2.66,2.96
92,USGS,02153200,2016-12-31,3.06,2.91,3.20
93,USGS,02153200,2017-01-01,3.10,3.05,3.14
94,USGS,02153200,2017-01-02,3.39,3.06,3.73
95,USGS,02153200,2017-01-03,3.58,3.09,3.79
96,USGS,02153200,2017-01-04,3.44,3.07,3.74
97,USGS,02153200,2017-01-05,3.15,3.05,3.68
98,USGS,02153200,2017-01-06,3.08,3.05,3.67
99,USGS,02153200,2017-01-07,3.38,3.07,3.70
100,USGS,02153200,2017-01-08,3.29,3.06,3.71
101,USGS,02153200,2017-01-09,3.20,3.04,3.70
102,USGS,02153200,2017-01-10,3.19,3.03,3.69
103,USGS,02153200,2017-01-11,3.20,3.03,3.73
104,USGS,02153200,2017-01-12,3.02,2.95,3.05
105,USGS,02153200,2017-01-13,2.91,2.82,3.01
106,USGS,02153200,2017-01-14,2.92,2.87,2.97
107,USGS,02153200,2017-01-15,2.91,2.85,2.96
108,USGS,02153200,2017-01-16,2.88,2.87,2.96
109,USGS,02153200,2017-01-17,2.92,2.80,3.42
110,USGS,02153200,2017-01-18,2.84,2.78,3.24
111,USGS,02153200,2017-01-19,2.87,2.81,3.16
112,USGS,02153200,2017-01-20,3.04,2.88,3.69
113,USGS,02153200,2017-01-21,3.19,2.97,3.81
114,USGS,02153200,2017-01-22,3.11,3.02,3.73
115,USGS,02153200,2017-01-23,4.86,3.56,5.54
116,USGS,02153200,2017-01-24,5.24,4.63,5.73
117,USGS,02153200,2017-01-25,4.33,4.15,4.63
118,USGS,02153200,2017-01-26,3.84,3.61,4.17
119,USGS,02153200,2017-01-27,3.56,3.06,3.74
120,USGS,02153200,2017-01-28,3.20,3.06,3.62
121,USGS,02153200,2017-01-29,3.10,3.07,3.13
122,USGS,02153200,2017-01-30,3.07,3.06,3.09
123,USGS,02153200,2017-01-31,3.10,3.04,3.65
124,USGS,02153200,2017-02-01,3.25,3.05,3.68
125,USGS,02153200,2017-02-02,3.21,3.05,3.66
126,USGS,02153200,2017-02-03,3.02,2.96,3.06
127,USGS,02153200,2017-02-04,2.90,2.78,2.98
128,USGS,02153200,2017-02-05,2.89,2.87,2.91
129,USGS,02153200,2017-02-06,2.93,2.88,3.08
130,USGS,02153200,2017-02-07,3.23,3.04,3.66
131,USGS,02153200,2017-02-08,3.19,3.05,3.68
132,USGS,02153200,2017-02-09,3.16,3.05,3.66
133,USGS,02153200,2017-02-10,2.99,2.92,3.09
134,USGS,02153200,2017-02-11,2.89,2.86,2.93
135,USGS,02153200,2017-02-12,2.82,2.77,2.87
136,USGS,02153200,2017-02-13,2.83,2.81,2.85
137,USGS,02153200,2017-02-14,3.11,2.85,3.68
138,USGS,02153200,2017-02-15,2.99,2.87,3.08
139,USGS,02153200,2017-02-16,2.98,2.89,3.11
140,USGS,02153200,2017-02-17,3.15,3.04,3.67
141,USGS,02153200,2017-02-18,3.11,3.09,3.12
142,USGS,02153200,2017-02-19,3.00,2.79,3.10
143,USGS,02153200,2017-02-20,2.75,2.68,2.80
144,USGS,02153200,2017-02-21,2.87,2.68,3.04
145,USGS,02153200,2017-02-22,2.96,2.87,3.05
146,USGS,02153200,2017-02-23,2.77,2.72,2.87
147,USGS,02153200,2017-02-24,2.73,2.69,2.76
148,USGS,02153200,2017-02-25,2.67,2.60,2.72
149,USGS,02153200,2017-02-26,2.63,2.59,2.65
150,USGS,02153200,2017-02-27,2.61,2.34,2.71
151,USGS,02153200,2017-02-28,2.79,2.61,3.04
152,USGS,02153200,2017-03-01,2.87,2.61,3.08
153,USGS,02153200,2017-03-02,3.01,2.73,3.57
154,USGS,02153200,2017-03-03,3.16,2.92,3.67
155,USGS,02153200,2017-03-04,3.22,3.11,3.75
156,USGS,02153200,2017-03-05,2.94,2.75,3.14
157,USGS,02153200,2017-03-06,2.72,2.67,2.76
158,USGS,02153200,2017-03-07,2.69,2.64,2.71
159,USGS,02153200,2017-03-08,2.71,2.63,2.74
160,USGS,02153200,2017-03-09,2.68,2.63,2.81
161,USGS,02153200,2017-03-10,2.65,2.58,2.68
162,USGS,02153200,2017-03-11,3.02,2.66,3.59
163,USGS,02153200,2017-03-12,3.02,2.83,3.70
164,USGS,02153200,2017-03-13,2.73,2.67,2.84
165,USGS,02153200,2017-03-14,2.76,2.67,2.94
166,USGS,02153200,2017-03-15,2.76,2.65,2.83
167,USGS,02153200,2017-03-16,2.73,2.65,3.01
168,USGS,02153200,2017-03-17,3.08,2.98,3.22
169,USGS,02153200,2017-03-18,3.05,2.90,3.55
170,USGS,02153200,2017-03-19,2.76,2.62,2.92
171,USGS,02153200,2017-03-20,2.71,2.68,2.73
172,USGS,02153200,2017-03-21,2.69,2.64,2.70
173,USGS,02153200,2017-03-22,2.71,2.66,2.78
174,USGS,02153200,2017-03-23,2.98,2.75,3.15
175,USGS,02153200,2017-03-24,2.72,2.66,2.99
176,USGS,02153200,2017-03-25,2.87,2.67,3.06
177,USGS,02153200,2017-03-26,2.92,2.79,3.06
178,USGS,02153200,2017-03-27,2.80,2.76,2.82
179,USGS,02153200,2017-03-28,3.04,2.79,3.70
180,USGS,02153200,2017-03-29,3.22,2.97,3.73
181,USGS,02153200,2017-03-30,3.32,2.98,3.74
182,USGS,02153200,2017-03-31,3.93,3.21,4.37
183,USGS,02153200,2017-04-01,4.10,3.77,4.38
184,USGS,02153200,2017-04-02,3.76,3.71,3.79
185,USGS,02153200,2017-04-03,3.73,3.24,3.81
186,USGS,02153200,2017-04-04,4.75,3.79,5.34
187,USGS,02153200,2017-04-05,4.65,4.42,5.11
188,USGS,02153200,2017-04-06,5.84,5.08,6.35
189,USGS,02153200,2017-04-07,5.44,4.74,6.32
190,USGS,02153200,2017-04-08,4.47,4.29,4.74
191,USGS,02153200,2017-04-09,4.08,3.73,4.30
192,USGS,02153200,2017-04-10,3.78,3.68,4.26
193,USGS,02153200,2017-04-11,3.71,3.65,3.75
194,USGS,02153200,2017-04-12,3.61,3.16,3.71
195,USGS,02153200,2017-04-13,3.54,3.14,3.71
196,USGS,02153200,2017-04-14,3.35,3.14,3.78
197,USGS,02153200,2017-04-15,3.29,3.14,3.74
198,USGS,02153200,2017-04-16,3.18,3.02,3.71
