,agency_cd,site_no,datetime,Gage height_Min,Gage height_Mean,Gage height_Max
0,USGS,02167582,2016-09-30,1.29,1.32,1.37
1,USGS,02167582,2016-10-01,1.21,1.25,1.29
2,USGS,02167582,2016-10-02,1.16,1.20,1.24
3,USGS,02167582,2016-10-03,1.13,1.16,1.19
4,USGS,02167582,2016-10-04,1.13,1.17,1.20
5,USGS,02167582,2016-10-05,1.12,1.15,1.18
6,USGS,02167582,2016-10-06,1.12,1.14,1.17
7,USGS,02167582,2016-10-07,1.11,1.16,1.24
8,USGS,02167582,2016-10-08,1.24,1.94,2.71
9,USGS,02167582,2016-10-09,1.48,1.64,2.08
10,USGS,02167582,2016-10-10,1.37,1.41,1.48
11,USGS,02167582,2016-10-11,1.29,1.34,1.38
12,USGS,02167582,2016-10-12,1.25,1.29,1.32
13,USGS,02167582,2016-10-13,1.25,1.27,1.29
14,USGS,02167582,2016-10-14,1.23,1.25,1.28
15,USGS,02167582,2016-10-15,1.22,1.24,1.28
16,USGS,02167582,2016-10-16,1.22,1.28,1.39
17,USGS,02167582,2016-10-17,1.19,1.22,1.24
18,USGS,02167582,2016-10-18,1.18,1.22,1.25
19,USGS,02167582,2016-10-19,1.17,1.20,1.22
20,USGS,02167582,2016-10-20,1.17,1.19,1.21
21,USGS,02167582,2016-10-21,1.11,1.16,1.21
22,USGS,02167582,2016-10-22,1.13,1.16,1.19
23,USGS,02167582,2016-10-23,1.10,1.13,1.16
24,USGS,02167582,2016-10-24,1.07,1.12,1.19
25,USGS,02167582,2016-10-25,1.15,1.18,1.19
26,USGS,02167582,2016-10-26,1.17,1.19,1.21
27,USGS,02167582,2016-10-27,1.17,1.20,1.21
28,USGS,02167582,2016-10-28,1.17,1.19,1.20
29,USGS,02167582,2016-10-29,1.16,1.19,1.21
30,USGS,02167582,2016-10-30,1.14,1.20,1.22
31,USGS,02167582,2016-10-31,1.13,1.16,1.22
32,USGS,02167582,2016-11-01,1.15,1.19,1.24
33,USGS,02167582,2016-11-02,1.18,1.20,1.22
34,USGS,02167582,2016-11-03,1.20,1.22,1.24
35,USGS,02167582,2016-11-04,1.23,1.26,1.29
36,USGS,02167582,2016-11-05,1.23,1.28,1.31
37,USGS,02167582,2016-11-06,1.23,1.26,1.28
38,USGS,02167582,2016-11-07,1.20,1.25,1.28
39,USGS,02167582,2016-11-08,1.20,1.22,1.27
40,USGS,02167582,2016-11-09,1.17,1.19,1.22
41,USGS,02167582,2016-11-10,1.13,1.15,1.20
42,USGS,02167582,2016-11-11,1.14,1.18,1.20
43,USGS,02167582,2016-11-12,1.18,1.22,1.25
44,USGS,02167582,2016-11-13,1.19,1.29,1.33
45,USGS,02167582,2016-11-14,1.29,1.36,1.42
46,USGS,02167582,2016-11-15,1.24,1.28,1.35
47,USGS,02167582,2016-11-16,1.19,1.22,1.25
48,USGS,02167582,2016-11-17,1.16,1.18,1.21
49,USGS,02167582,2016-11-18,1.16,1.21,1.23
50,USGS,02167582,2016-11-19,1.15,1.22,1.28
51,USGS,02167582,2016-11-20,1.22,1.27,1.32
52,USGS,02167582,2016-11-21,1.19,1.26,1.32
53,USGS,02167582,2016-11-22,1.22,1.29,1.32
54,USGS,02167582,2016-11-23,1.22,1.28,1.37
55,USGS,02167582,2016-11-24,1.24,1.28,1.33
56,USGS,02167582,2016-11-25,1.18,1.27,1.33
57,USGS,02167582,2016-11-26,1.19,1.30,1.36
