,agency_cd,site_no,datetime,Gage height_Max,Gage height_Min,Gage height_Mean
0,USGS,02110725,2016-09-30,13.07,11.40,12.44
1,USGS,02110725,2016-10-01,13.17,11.56,12.59
2,USGS,02110725,2016-10-02,13.15,11.73,12.62
3,USGS,02110725,2016-10-03,13.11,11.73,12.60
4,USGS,02110725,2016-10-04,13.21,11.90,12.74
5,USGS,02110725,2016-10-05,13.24,12.23,12.82
6,USGS,02110725,2016-10-06,,,
7,USGS,02110725,2016-10-07,13.44,12.51,13.04
8,USGS,02110725,2016-10-08,17.07,13.23,15.46
9,USGS,02110725,2016-10-09,15.73,14.69,15.10
10,USGS,02110725,2016-10-10,15.05,14.65,14.79
11,USGS,02110725,2016-10-11,15.44,14.87,15.20
12,USGS,02110725,2016-10-12,16.18,15.40,15.74
13,USGS,02110725,2016-10-13,17.00,16.15,16.54
14,USGS,02110725,2016-10-14,17.90,16.98,17.42
15,USGS,02110725,2016-10-15,,,
16,USGS,02110725,2016-10-16,,,
17,USGS,02110725,2016-10-17,19.23,19.05,19.13
18,USGS,02110725,2016-10-18,19.23,19.08,19.16
19,USGS,02110725,2016-10-19,19.11,18.75,18.93
20,USGS,02110725,2016-10-20,18.76,18.27,18.52
21,USGS,02110725,2016-10-21,18.27,17.72,18.03
22,USGS,02110725,2016-10-22,17.73,17.02,17.37
23,USGS,02110725,2016-10-23,17.02,16.39,16.71
24,USGS,02110725,2016-10-24,16.39,15.66,16.02
25,USGS,02110725,2016-10-25,15.66,15.11,15.34
26,USGS,02110725,2016-10-26,15.14,14.59,14.83
27,USGS,02110725,2016-10-27,14.59,14.03,14.29
28,USGS,02110725,2016-10-28,14.08,13.45,13.75
29,USGS,02110725,2016-10-29,13.72,13.13,13.45
30,USGS,02110725,2016-10-30,13.53,12.83,13.23
31,USGS,02110725,2016-10-31,13.35,12.32,12.92
32,USGS,02110725,2016-11-01,13.58,12.61,13.17
33,USGS,02110725,2016-11-02,13.37,12.30,12.91
34,USGS,02110725,2016-11-03,13.15,11.56,12.52
35,USGS,02110725,2016-11-04,13.00,11.02,12.28
36,USGS,02110725,2016-11-05,13.22,11.87,12.70
37,USGS,02110725,2016-11-06,13.13,11.47,12.55
38,USGS,02110725,2016-11-07,13.05,11.14,12.38
39,USGS,02110725,2016-11-08,13.12,11.59,12.56
40,USGS,02110725,2016-11-09,13.08,11.59,12.55
41,USGS,02110725,2016-11-10,13.07,11.31,12.42
42,USGS,02110725,2016-11-11,13.09,11.44,12.52
43,USGS,02110725,2016-11-12,13.21,11.52,12.60
44,USGS,02110725,2016-11-13,13.30,11.97,12.81
45,USGS,02110725,2016-11-14,13.35,12.05,12.82
46,USGS,02110725,2016-11-15,13.23,11.48,12.58
47,USGS,02110725,2016-11-16,13.19,11.32,12.49
48,USGS,02110725,2016-11-17,13.08,11.11,12.32
49,USGS,02110725,2016-11-18,12.99,10.91,12.22
50,USGS,02110725,2016-11-19,12.86,10.73,12.18
51,USGS,02110725,2016-11-20,12.68,10.08,11.58
52,USGS,02110725,2016-11-21,12.71,10.42,11.81
53,USGS,02110725,2016-11-22,12.60,10.46,11.74
54,USGS,02110725,2016-11-23,12.46,10.24,11.54
55,USGS,02110725,2016-11-24,12.45,10.05,11.44
56,USGS,02110725,2016-11-25,12.45,9.94,11.39
