,agency_cd,site_no,datetime,Gage height_Min,Gage height_Mean,Gage height_Max
0,USGS,02169810,2016-09-30,75.66,75.79,75.85
1,USGS,02169810,2016-10-01,75.33,75.49,75.66
2,USGS,02169810,2016-10-02,75.28,75.32,75.40
3,USGS,02169810,2016-10-03,75.40,75.59,75.70
4,USGS,02169810,2016-10-04,75.66,75.70,75.72
5,USGS,02169810,2016-10-05,75.64,75.71,75.98
6,USGS,02169810,2016-10-06,75.77,76.04,76.17
7,USGS,02169810,2016-10-07,75.56,75.63,75.77
8,USGS,02169810,2016-10-08,75.74,76.54,77.58
9,USGS,02169810,2016-10-09,77.58,78.42,78.87
10,USGS,02169810,2016-10-10,78.63,78.83,78.92
11,USGS,02169810,2016-10-11,77.78,78.22,78.63
12,USGS,02169810,2016-10-12,77.13,77.43,77.78
13,USGS,02169810,2016-10-13,76.75,76.92,77.13
14,USGS,02169810,2016-10-14,76.51,76.63,76.75
15,USGS,02169810,2016-10-15,76.36,76.44,76.51
16,USGS,02169810,2016-10-16,76.16,76.24,76.36
17,USGS,02169810,2016-10-17,76.11,76.13,76.16
18,USGS,02169810,2016-10-18,76.01,76.08,76.13
19,USGS,02169810,2016-10-19,75.94,75.97,76.01
20,USGS,02169810,2016-10-20,75.87,75.90,75.94
21,USGS,02169810,2016-10-21,75.55,75.74,75.87
22,USGS,02169810,2016-10-22,75.55,75.60,75.64
23,USGS,02169810,2016-10-23,75.57,75.58,75.60
24,USGS,02169810,2016-10-24,75.55,75.57,75.58
25,USGS,02169810,2016-10-25,75.51,75.54,75.56
26,USGS,02169810,2016-10-26,75.40,75.44,75.51
27,USGS,02169810,2016-10-27,75.33,75.36,75.43
28,USGS,02169810,2016-10-28,75.29,75.32,75.35
29,USGS,02169810,2016-10-29,75.28,75.29,75.32
30,USGS,02169810,2016-10-30,75.25,75.28,75.30
31,USGS,02169810,2016-10-31,75.24,75.27,75.36
32,USGS,02169810,2016-11-01,75.20,75.27,75.36
33,USGS,02169810,2016-11-02,75.17,75.19,75.21
34,USGS,02169810,2016-11-03,75.10,75.13,75.17
35,USGS,02169810,2016-11-04,75.09,75.11,75.16
36,USGS,02169810,2016-11-05,75.07,75.12,75.16
37,USGS,02169810,2016-11-06,74.99,75.04,75.07
38,USGS,02169810,2016-11-07,74.97,75.00,75.05
39,USGS,02169810,2016-11-08,74.93,74.96,74.99
40,USGS,02169810,2016-11-09,74.81,74.87,74.93
41,USGS,02169810,2016-11-10,74.73,74.75,74.81
42,USGS,02169810,2016-11-11,74.70,74.72,74.74
43,USGS,02169810,2016-11-12,74.68,74.70,74.71
44,USGS,02169810,2016-11-13,74.60,74.65,74.71
45,USGS,02169810,2016-11-14,74.58,74.64,74.72
46,USGS,02169810,2016-11-15,74.69,74.72,74.75
47,USGS,02169810,2016-11-16,74.69,74.71,74.72
48,USGS,02169810,2016-11-17,74.72,74.72,74.73
49,USGS,02169810,2016-11-18,74.72,74.73,74.74
50,USGS,02169810,2016-11-19,74.48,74.66,74.75
51,USGS,02169810,2016-11-20,74.48,74.51,74.54
52,USGS,02169810,2016-11-21,74.48,74.50,74.52
53,USGS,02169810,2016-11-22,74.50,74.51,74.52
54,USGS,02169810,2016-11-23,74.48,74.51,74.52
55,USGS,02169810,2016-11-24,74.43,74.47,74.51
56,USGS,02169810,2016-11-25,74.40,74.43,74.45
57,USGS,02169810,2016-11-26,74.24,74.30,74.40
58,USGS,02169810,2016-11-27,74.26,74.30,74.34
59,USGS,02169810,2016-11-28,74.26,74.30,74.36
60,USGS,02169810,2016-11-29,74.31,74.44,74.55
61,USGS,02169810,2016-11-30,74.55,74.62,74.71
62,USGS,02169810,2016-12-01,74.69,74.77,74.80
63,USGS,02169810,2016-12-02,74.80,74.86,74.90
64,USGS,02169810,2016-12-03,74.87,74.96,75.09
65,USGS,02169810,2016-12-04,75.09,75.21,75.25
66,USGS,02169810,2016-12-05,75.23,75.25,75.34
67,USGS,02169810,2016-12-06,75.28,75.38,75.45
68,USGS,02169810,2016-12-07,75.28,75.35,75.51
69,USGS,02169810,2016-12-08,75.51,75.84,75.96
70,USGS,02169810,2016-12-09,75.68,75.80,75.96
71,USGS,02169810,2016-12-10,75.67,75.70,75.73
72,USGS,02169810,2016-12-11,75.41,75.62,75.73
73,USGS,02169810,2016-12-12,74.98,75.15,75.41
74,USGS,02169810,2016-12-13,74.99,75.04,75.08
75,USGS,02169810,2016-12-14,75.03,75.11,75.20
76,USGS,02169810,2016-12-15,75.11,75.16,75.20
77,USGS,02169810,2016-12-16,75.13,75.28,75.37
78,USGS,02169810,2016-12-17,75.30,75.37,75.40
79,USGS,02169810,2016-12-18,75.11,75.20,75.30
80,USGS,02169810,2016-12-19,75.14,75.19,75.23
81,USGS,02169810,2016-12-20,75.22,75.26,75.28
82,USGS,02169810,2016-12-21,75.26,75.32,75.42
83,USGS,02169810,2016-12-22,75.42,75.52,75.58
84,USGS,02169810,2016-12-23,75.43,75.50,75.57
85,USGS,02169810,2016-12-24,75.32,75.35,75.43
86,USGS,02169810,2016-12-25,75.21,75.29,75.33
87,USGS,02169810,2016-12-26,75.09,75.14,75.21
88,USGS,02169810,2016-12-27,75.11,75.18,75.21
89,USGS,02169810,2016-12-28,75.12,75.19,75.21
90,USGS,02169810,2016-12-29,74.84,75.04,75.13
