,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02169568,2016-09-30,0.64,0.62,0.60
1,USGS,02169568,2016-10-01,0.64,0.62,0.60
2,USGS,02169568,2016-10-02,0.64,0.61,0.60
3,USGS,02169568,2016-10-03,0.64,0.63,0.62
4,USGS,02169568,2016-10-04,0.64,0.62,0.61
5,USGS,02169568,2016-10-05,0.64,0.63,0.62
6,USGS,02169568,2016-10-06,,,
7,USGS,02169568,2016-10-07,2.15,0.81,0.61
8,USGS,02169568,2016-10-08,4.86,2.24,0.92
9,USGS,02169568,2016-10-09,0.92,0.81,0.75
10,USGS,02169568,2016-10-10,0.75,0.73,0.69
11,USGS,02169568,2016-10-11,0.71,0.69,0.67
12,USGS,02169568,2016-10-12,0.69,0.67,0.66
13,USGS,02169568,2016-10-13,0.68,0.67,0.65
14,USGS,02169568,2016-10-14,0.67,0.65,0.64
15,USGS,02169568,2016-10-15,0.66,0.65,0.64
16,USGS,02169568,2016-10-16,0.66,0.64,0.64
17,USGS,02169568,2016-10-17,0.66,0.65,0.64
18,USGS,02169568,2016-10-18,0.65,0.64,0.64
19,USGS,02169568,2016-10-19,0.65,0.64,0.63
20,USGS,02169568,2016-10-20,0.66,0.64,0.63
21,USGS,02169568,2016-10-21,0.65,0.64,0.62
22,USGS,02169568,2016-10-22,0.64,0.64,0.63
23,USGS,02169568,2016-10-23,0.64,0.64,0.63
24,USGS,02169568,2016-10-24,0.67,0.64,0.63
25,USGS,02169568,2016-10-25,0.69,0.64,0.63
26,USGS,02169568,2016-10-26,0.64,0.64,0.63
27,USGS,02169568,2016-10-27,0.64,0.63,0.63
28,USGS,02169568,2016-10-28,0.64,0.63,0.62
29,USGS,02169568,2016-10-29,0.64,0.63,0.62
30,USGS,02169568,2016-10-30,0.64,0.63,0.62
31,USGS,02169568,2016-10-31,0.64,0.63,0.62
32,USGS,02169568,2016-11-01,0.64,0.64,0.63
33,USGS,02169568,2016-11-02,0.64,0.64,0.63
