,agency_cd,site_no,datetime,Dissolved oxygen_Min,Gage height_Max,"Turbidity, water_Min",Gage height_Min,Gage height_Mean,Precipitation,Dissolved oxygen_Mean,"Turbidity, water_Max",Dissolved oxygen_Max,Temperature_Max,Temperature_Mean,"Turbidity, water_Mean",Temperature_Min
242,USGS,02135000,2017-05-30,5.2,6.14,3.9,6.08,6.12,0.01,5.3,5.7,5.4,26.5,26.1,4.8,25.5
243,USGS,02135000,2017-05-31,5.2,6.15,3.7,6.12,6.13,0.00,5.2,4.7,5.3,26.1,25.8,4.0,25.6
244,USGS,02135000,2017-06-01,5.3,6.18,3.5,6.15,6.17,0.00,5.3,5.6,5.4,26.6,25.9,4.1,25.1
245,USGS,02135000,2017-06-02,5.2,6.18,3.5,6.15,6.17,0.00,5.3,5.5,5.3,27.2,26.3,4.0,25.4
246,USGS,02135000,2017-06-03,5.2,6.16,3.6,6.13,6.15,0.00,5.3,5.8,5.3,27.0,26.4,4.4,25.7
247,USGS,02135000,2017-06-04,5.2,6.16,3.7,6.13,6.15,0.00,5.3,5.3,5.3,27.3,26.5,4.2,25.6
248,USGS,02135000,2017-06-05,5.2,6.30,3.4,6.16,6.22,0.53,5.2,4.6,5.3,27.0,26.4,3.9,25.9
249,USGS,02135000,2017-06-06,5.0,6.36,3.3,6.30,6.33,0.15,5.1,7.4,5.2,26.5,25.9,4.0,25.4
250,USGS,02135000,2017-06-07,5.0,6.48,3.9,6.36,6.42,0.47,5.1,14.7,5.4,25.9,24.8,9.0,23.4
251,USGS,02135000,2017-06-08,5.3,6.48,3.4,6.43,6.46,0.04,5.6,13.6,5.8,23.4,22.5,5.6,21.9
252,USGS,02135000,2017-06-09,5.8,6.43,3.3,6.33,6.39,0.00,5.9,4.7,6.0,23.4,22.3,3.9,21.1
253,USGS,02135000,2017-06-10,5.7,6.33,3.5,6.11,6.24,0.00,5.8,5.3,5.9,24.7,23.5,4.3,22.4
254,USGS,02135000,2017-06-11,5.7,6.11,3.8,5.75,5.94,0.00,5.8,5.0,5.8,25.7,24.6,4.4,23.5
255,USGS,02135000,2017-06-12,5.6,5.75,4.2,5.33,5.55,0.00,5.7,6.0,5.8,26.3,25.4,4.7,24.5
256,USGS,02135000,2017-06-13,5.6,5.33,4.0,4.94,5.14,0.00,5.7,7.1,5.8,27.2,26.1,4.8,25.0
257,USGS,02135000,2017-06-14,5.6,4.94,3.8,4.67,4.80,0.06,5.7,5.4,5.7,28.4,27.1,4.6,26.0
258,USGS,02135000,2017-06-15,5.5,4.67,3.6,4.46,4.56,0.03,5.6,5.3,5.6,29.5,27.9,4.5,26.7
259,USGS,02135000,2017-06-16,5.5,4.55,3.6,4.46,4.51,0.07,5.6,5.7,5.7,29.7,28.5,4.5,27.4
260,USGS,02135000,2017-06-17,5.5,4.57,3.8,4.53,4.56,0.05,5.5,8.1,5.5,29.4,28.6,5.3,27.8
261,USGS,02135000,2017-06-18,5.5,4.53,3.9,4.44,4.49,0.00,5.6,6.6,5.7,30.3,28.9,5.0,27.7
262,USGS,02135000,2017-06-19,5.6,4.66,4.0,4.44,4.54,1.57,5.7,11.1,6.2,29.1,28.7,5.5,28.2
263,USGS,02135000,2017-06-20,5.6,4.62,3.6,4.51,4.56,0.37,5.8,5.0,6.0,28.6,28.1,4.3,27.4
264,USGS,02135000,2017-06-21,5.8,5.11,3.7,4.62,4.85,0.05,5.9,4.9,6.0,27.8,27.2,4.3,26.8
265,USGS,02135000,2017-06-22,5.8,5.59,4.3,5.11,5.37,0.00,5.9,5.7,6.0,27.2,26.8,4.9,26.4
266,USGS,02135000,2017-06-23,5.8,5.74,4.0,5.59,5.70,0.00,5.8,5.9,5.9,28.1,27.1,4.8,26.3
267,USGS,02135000,2017-06-24,5.6,5.73,3.5,5.54,5.66,0.00,5.7,6.8,5.8,28.9,27.8,4.5,26.9
268,USGS,02135000,2017-06-25,5.6,5.54,3.1,5.25,5.41,0.00,5.7,4.4,5.7,29.0,28.3,3.5,27.7
269,USGS,02135000,2017-06-26,5.6,5.25,2.5,5.03,5.14,0.00,5.7,3.9,5.8,29.2,28.3,3.1,27.6
270,USGS,02135000,2017-06-27,5.7,5.03,2.1,4.95,4.98,0.00,5.8,6.4,5.8,28.6,27.9,2.7,27.0
271,USGS,02135000,2017-06-28,5.8,4.96,2.1,4.87,4.93,0.00,6.0,5.1,6.1,28.8,27.7,2.5,26.7
272,USGS,02135000,2017-06-29,6.0,4.87,1.8,4.74,4.81,0.00,6.2,3.8,6.3,28.8,27.5,2.2,26.3
273,USGS,02135000,2017-06-30,6.1,4.97,1.9,4.73,4.82,0.70,6.2,3.8,6.4,27.7,27.3,2.6,26.9
274,USGS,02135000,2017-07-01,6.1,5.05,2.5,4.97,5.01,0.05,6.1,4.2,6.2,28.2,27.2,3.2,26.3
275,USGS,02135000,2017-07-02,5.9,5.16,1.8,5.05,5.12,0.03,6.1,3.5,6.2,29.1,27.8,2.6,26.7
276,USGS,02135000,2017-07-03,5.8,5.28,1.6,5.16,5.23,0.00,5.9,3.2,6.0,29.6,28.6,2.0,27.8
277,USGS,02135000,2017-07-04,5.8,5.50,1.6,5.28,5.39,0.00,5.8,3.7,5.9,29.2,28.4,2.3,27.8
278,USGS,02135000,2017-07-05,5.7,5.76,1.9,5.50,5.64,0.19,5.8,3.0,5.8,29.0,28.1,2.2,27.4
279,USGS,02135000,2017-07-06,5.5,5.93,2.1,5.76,5.86,0.00,5.7,3.6,5.8,28.9,28.1,2.6,27.1
280,USGS,02135000,2017-07-07,5.5,5.93,2.2,5.86,5.91,0.47,5.6,3.4,5.7,30.0,28.9,2.7,28.0
281,USGS,02135000,2017-07-08,5.5,5.90,2.5,5.81,5.86,0.11,5.5,3.8,5.6,30.1,29.2,3.1,28.4
282,USGS,02135000,2017-07-09,5.5,5.93,2.7,5.80,5.83,0.33,5.6,5.5,5.8,29.4,28.8,3.5,28.2
283,USGS,02135000,2017-07-10,5.5,5.98,,5.93,5.96,0.08,5.6,,5.6,28.5,28.0,,27.5
284,USGS,02135000,2017-07-11,5.5,5.99,,5.92,5.97,0.07,5.6,,5.6,29.3,28.2,,27.3
285,USGS,02135000,2017-07-12,5.5,5.92,,5.77,5.86,0.00,5.6,,5.7,29.8,28.8,,27.8
286,USGS,02135000,2017-07-13,5.5,5.77,2.8,5.70,5.72,0.00,5.6,4.3,5.6,30.3,29.3,3.2,28.3
287,USGS,02135000,2017-07-14,5.4,6.16,3.1,5.73,5.93,0.00,5.6,4.3,5.7,30.4,29.4,3.6,28.5
288,USGS,02135000,2017-07-15,5.4,6.45,3.2,6.16,6.34,0.00,5.5,4.3,5.6,30.2,29.3,3.7,28.3
289,USGS,02135000,2017-07-16,5.4,6.47,2.7,6.44,6.46,0.12,5.5,3.4,5.7,29.0,28.0,3.1,27.5
290,USGS,02135000,2017-07-17,5.6,6.45,2.7,6.36,6.42,0.05,5.7,3.7,5.8,27.5,26.9,2.9,26.6
291,USGS,02135000,2017-07-18,5.7,6.36,2.6,6.24,6.30,0.29,5.8,3.6,5.9,27.4,26.8,3.0,26.3
292,USGS,02135000,2017-07-19,5.7,6.31,2.7,6.25,6.29,0.02,5.9,5.3,6.0,27.8,26.9,3.2,25.9
293,USGS,02135000,2017-07-20,5.6,6.27,2.8,6.25,6.26,0.00,5.7,3.5,5.8,28.6,27.5,3.1,26.5
294,USGS,02135000,2017-07-21,5.5,6.31,3.1,6.26,6.29,0.00,5.6,8.7,5.7,29.2,28.2,3.8,27.3
295,USGS,02135000,2017-07-22,5.4,6.31,3.4,6.24,6.29,0.00,5.5,6.1,5.6,29.7,28.8,3.9,27.8
296,USGS,02135000,2017-07-23,5.4,6.24,3.5,6.02,6.15,0.02,5.4,4.8,5.5,30.2,29.1,4.0,28.2
297,USGS,02135000,2017-07-24,5.4,6.02,3.1,5.84,5.92,0.23,5.5,5.5,5.6,29.1,28.6,3.7,28.1
298,USGS,02135000,2017-07-25,5.4,5.84,3.2,5.74,5.77,0.01,5.5,4.2,5.6,29.7,28.7,3.6,27.8
299,USGS,02135000,2017-07-26,5.5,6.00,3.8,5.75,5.86,0.00,5.5,4.6,5.6,29.0,28.7,4.2,28.2
300,USGS,02135000,2017-07-27,5.5,6.15,4.0,6.00,6.10,0.00,5.6,5.1,5.7,28.8,28.0,4.5,27.1
301,USGS,02135000,2017-07-28,5.5,6.15,3.7,6.02,6.11,0.16,5.6,4.7,5.6,28.9,28.2,4.2,27.4
302,USGS,02135000,2017-07-29,5.5,6.02,3.5,5.93,5.99,0.92,5.6,6.4,5.8,28.5,28.0,4.5,27.5
303,USGS,02135000,2017-07-30,5.6,5.97,3.9,5.75,5.87,0.00,5.8,6.5,5.9,27.8,27.1,4.5,26.3
304,USGS,02135000,2017-07-31,5.8,5.75,3.4,5.60,5.68,0.00,6.0,4.4,6.1,27.4,26.5,3.8,25.5
305,USGS,02135000,2017-08-01,6.0,5.60,3.4,5.39,5.52,0.00,6.1,5.1,6.2,27.4,26.3,3.9,25.2
306,USGS,02135000,2017-08-02,6.0,5.39,3.7,5.11,5.26,0.00,6.1,5.2,6.2,28.0,26.8,4.3,25.6
307,USGS,02135000,2017-08-03,6.0,5.11,3.5,4.88,5.00,0.00,6.1,5.2,6.2,28.0,27.2,4.2,26.4
308,USGS,02135000,2017-08-04,6.1,4.88,3.7,4.71,4.81,0.01,6.2,5.1,6.2,28.2,27.3,4.0,26.6
309,USGS,02135000,2017-08-05,6.1,4.71,3.5,4.49,4.62,0.01,6.2,5.8,6.2,28.6,27.6,4.4,26.8
310,USGS,02135000,2017-08-06,6.0,5.24,4.1,4.25,4.48,2.84,6.2,30.0,6.7,30.2,28.3,7.1,26.7
311,USGS,02135000,2017-08-07,5.5,5.34,4.1,4.50,4.98,0.03,5.8,24.3,6.5,29.0,27.5,9.5,26.1
312,USGS,02135000,2017-08-08,5.5,4.50,3.8,4.15,4.29,0.49,5.6,5.8,5.7,28.7,28.2,4.5,27.7
313,USGS,02135000,2017-08-09,5.6,4.15,3.6,3.97,4.05,0.10,5.8,4.4,6.0,27.8,27.2,3.9,26.7
314,USGS,02135000,2017-08-10,5.9,4.04,3.6,3.95,3.99,0.57,6.1,6.5,6.3,27.2,26.5,4.3,26.0
315,USGS,02135000,2017-08-11,6.0,4.23,4.1,4.04,4.11,0.02,6.2,6.1,6.3,28.2,27.1,4.9,26.0
316,USGS,02135000,2017-08-12,5.8,4.62,4.9,4.23,4.48,0.48,6.0,8.1,6.2,29.1,27.9,5.8,26.8
317,USGS,02135000,2017-08-13,5.8,4.69,4.0,4.62,4.66,0.00,5.9,13.4,6.0,29.7,28.7,5.0,27.8
318,USGS,02135000,2017-08-14,5.7,4.76,3.8,4.69,4.74,0.03,5.9,5.4,5.9,29.9,28.8,4.3,28.0
319,USGS,02135000,2017-08-15,5.4,5.04,3.9,4.76,4.94,0.00,5.7,6.1,5.8,30.8,29.5,4.8,28.6
320,USGS,02135000,2017-08-16,5.4,5.04,4.4,4.81,4.95,0.00,5.5,6.2,5.6,31.0,29.9,5.1,28.8
321,USGS,02135000,2017-08-17,5.5,4.81,3.8,4.63,4.72,0.00,5.7,5.3,5.7,31.8,30.4,4.5,29.4
322,USGS,02135000,2017-08-18,5.7,4.63,3.7,4.54,4.60,0.00,5.7,5.7,5.8,31.9,30.7,4.6,29.6
323,USGS,02135000,2017-08-19,5.7,4.54,,4.51,4.53,0.00,5.8,,5.9,31.6,30.7,,29.8
324,USGS,02135000,2017-08-20,5.6,4.54,,4.49,4.52,0.00,5.7,,5.8,31.8,30.7,,29.8
325,USGS,02135000,2017-08-21,5.6,4.50,,4.46,4.48,0.07,5.8,,5.9,30.7,30.2,,29.6
326,USGS,02135000,2017-08-22,5.7,4.46,,4.38,4.43,0.01,5.8,,5.9,30.8,29.9,,29.0
327,USGS,02135000,2017-08-23,5.8,5.10,3.4,4.28,4.38,3.68,5.9,14.7,6.7,31.3,29.8,4.5,28.4
328,USGS,02135000,2017-08-24,5.6,5.90,4.4,5.10,5.72,0.35,5.9,17.2,6.8,28.4,27.4,7.8,26.6
329,USGS,02135000,2017-08-25,5.3,6.55,4.6,5.90,6.24,0.01,5.5,6.9,5.6,27.6,27.2,5.6,26.7
330,USGS,02135000,2017-08-26,5.3,6.90,4.0,6.55,6.76,0.00,5.5,6.2,5.6,26.8,26.3,5.0,25.7
331,USGS,02135000,2017-08-27,5.4,7.07,3.5,6.90,6.98,0.00,5.6,5.3,5.8,26.3,25.7,4.1,25.1
332,USGS,02135000,2017-08-28,5.6,7.30,3.3,7.07,7.20,0.30,5.7,4.2,5.8,25.3,24.1,3.8,23.8
333,USGS,02135000,2017-08-29,5.6,7.31,2.9,7.21,7.28,0.04,5.7,4.0,5.8,23.9,23.6,3.3,23.4
334,USGS,02135000,2017-08-30,5.8,7.21,2.6,6.93,7.08,0.00,5.9,4.7,6.0,24.4,23.6,2.9,22.7
335,USGS,02135000,2017-08-31,5.8,6.93,2.6,6.68,6.81,1.92,6.0,4.2,6.4,25.3,24.5,3.3,23.9
336,USGS,02135000,2017-09-01,5.4,6.83,3.2,6.58,6.72,0.06,5.7,5.2,6.1,26.1,25.1,3.8,24.2
337,USGS,02135000,2017-09-02,5.4,6.61,3.2,6.54,6.57,0.19,5.6,7.7,5.7,26.0,25.6,4.5,25.2
338,USGS,02135000,2017-09-03,5.5,6.76,3.6,6.61,6.70,0.00,5.6,16.2,5.7,25.9,25.3,6.1,24.6
339,USGS,02135000,2017-09-04,5.6,6.82,3.0,6.76,6.80,0.00,5.7,17.8,5.8,25.9,25.1,5.8,24.2
340,USGS,02135000,2017-09-05,5.5,6.83,2.9,6.80,6.82,0.00,5.7,6.3,5.8,26.0,25.4,3.6,24.7
341,USGS,02135000,2017-09-06,5.5,6.83,2.6,6.78,6.81,0.37,5.6,4.0,5.7,25.8,25.3,3.2,24.8
342,USGS,02135000,2017-09-07,5.5,6.78,2.6,6.74,6.76,0.00,5.7,4.0,5.8,24.8,24.2,3.1,23.6
343,USGS,02135000,2017-09-08,5.7,6.78,2.8,6.75,6.77,0.00,5.9,4.8,6.1,23.8,23.1,3.2,22.4
344,USGS,02135000,2017-09-09,6.0,6.80,2.9,6.78,6.79,0.00,6.2,5.1,6.4,23.0,22.3,3.4,21.5
345,USGS,02135000,2017-09-10,6.2,6.85,2.9,6.80,6.82,0.00,6.4,4.1,6.6,22.2,21.3,3.3,20.9
346,USGS,02135000,2017-09-11,6.5,7.03,2.9,6.85,6.90,1.44,6.6,4.7,6.7,20.9,20.3,3.2,20.1
347,USGS,02135000,2017-09-12,5.8,7.24,2.5,7.03,7.18,0.77,6.3,4.1,6.7,22.3,21.4,3.0,20.3
348,USGS,02135000,2017-09-13,5.5,7.46,2.5,7.23,7.32,0.00,5.7,4.0,5.9,23.0,22.2,3.0,21.4
349,USGS,02135000,2017-09-14,5.2,7.88,2.9,7.46,7.67,0.00,5.4,5.1,5.5,24.0,23.3,3.3,22.7
350,USGS,02135000,2017-09-15,4.9,8.23,2.8,7.88,8.07,0.00,5.1,3.9,5.2,24.4,23.9,3.1,23.3
351,USGS,02135000,2017-09-16,4.8,8.33,2.6,8.23,8.29,0.00,4.9,5.2,5.0,24.6,24.2,2.9,23.7
352,USGS,02135000,2017-09-17,4.6,8.33,2.3,8.23,8.29,0.00,4.8,3.5,4.9,24.9,24.4,2.7,23.9
353,USGS,02135000,2017-09-18,4.6,8.25,2.1,8.13,8.19,0.00,4.8,3.2,4.9,24.8,24.5,2.4,24.1
354,USGS,02135000,2017-09-19,4.6,8.14,2.1,8.01,8.08,0.00,4.7,2.8,4.9,24.7,24.3,2.4,23.8
355,USGS,02135000,2017-09-20,4.6,8.02,2.1,7.85,7.94,0.00,4.7,3.3,4.8,25.0,24.5,2.4,23.8
356,USGS,02135000,2017-09-21,4.5,7.86,2.1,7.64,7.75,0.00,4.6,3.0,4.7,25.6,25.0,2.4,24.4
357,USGS,02135000,2017-09-22,4.5,7.64,2.3,7.37,7.51,0.00,4.6,3.1,4.8,25.4,24.9,2.6,24.2
358,USGS,02135000,2017-09-23,4.6,7.37,2.4,7.11,7.24,0.00,4.7,7.3,4.7,25.6,25.0,3.0,24.4
359,USGS,02135000,2017-09-24,4.6,7.11,2.7,6.82,6.96,0.00,4.8,4.8,4.9,25.2,24.8,3.5,24.2
360,USGS,02135000,2017-09-25,4.8,6.82,3.0,6.51,6.67,0.00,5.0,5.0,5.1,24.9,24.2,3.6,24.0
361,USGS,02135000,2017-09-26,5.1,6.51,3.2,6.21,6.37,0.00,5.2,6.7,5.3,24.8,24.1,3.9,23.6
362,USGS,02135000,2017-09-27,5.1,6.21,3.5,5.88,6.05,0.00,5.2,7.7,5.3,25.8,24.9,4.4,24.0
363,USGS,02135000,2017-09-28,5.1,5.88,3.9,5.42,5.66,0.00,5.1,6.8,5.2,26.6,25.7,5.0,24.8
364,USGS,02135000,2017-09-29,5.1,5.42,4.5,4.98,5.19,0.07,5.2,9.0,5.3,26.8,26.1,6.2,25.3
365,USGS,02135000,2017-09-30,5.2,4.98,5.2,4.59,4.78,0.00,5.5,10.0,5.6,26.3,25.6,7.6,24.8
