,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
0,USGS,02196000,2016-09-30,2.99,2.76,3.35
1,USGS,02196000,2016-10-01,2.63,2.54,2.76
2,USGS,02196000,2016-10-02,2.46,2.42,2.54
3,USGS,02196000,2016-10-03,2.37,2.34,2.42
4,USGS,02196000,2016-10-04,2.31,2.28,2.34
5,USGS,02196000,2016-10-05,2.25,2.19,2.29
6,USGS,02196000,2016-10-06,2.20,2.17,2.25
7,USGS,02196000,2016-10-07,2.17,2.15,2.20
8,USGS,02196000,2016-10-08,2.21,2.14,2.24
9,USGS,02196000,2016-10-09,2.20,2.17,2.22
10,USGS,02196000,2016-10-10,2.24,2.19,2.37
11,USGS,02196000,2016-10-11,2.39,2.35,2.44
12,USGS,02196000,2016-10-12,2.29,2.25,2.36
13,USGS,02196000,2016-10-13,2.23,2.20,2.28
14,USGS,02196000,2016-10-14,2.20,2.16,2.23
15,USGS,02196000,2016-10-15,2.17,2.15,2.19
16,USGS,02196000,2016-10-16,2.15,2.12,2.19
17,USGS,02196000,2016-10-17,2.14,2.10,2.15
18,USGS,02196000,2016-10-18,2.13,2.11,2.15
19,USGS,02196000,2016-10-19,2.12,2.09,2.14
20,USGS,02196000,2016-10-20,2.13,2.10,2.14
21,USGS,02196000,2016-10-21,2.13,2.10,2.15
22,USGS,02196000,2016-10-22,2.13,2.10,2.15
23,USGS,02196000,2016-10-23,2.13,2.10,2.16
24,USGS,02196000,2016-10-24,2.13,2.10,2.16
25,USGS,02196000,2016-10-25,2.15,2.12,2.18
26,USGS,02196000,2016-10-26,2.16,2.11,2.19
27,USGS,02196000,2016-10-27,2.14,2.11,2.16
28,USGS,02196000,2016-10-28,2.13,2.10,2.17
29,USGS,02196000,2016-10-29,2.15,2.10,2.21
30,USGS,02196000,2016-10-30,2.15,2.12,2.20
31,USGS,02196000,2016-10-31,2.16,2.10,2.21
32,USGS,02196000,2016-11-01,2.17,2.12,2.22
33,USGS,02196000,2016-11-02,2.18,2.10,2.29
34,USGS,02196000,2016-11-03,2.17,2.08,2.27
35,USGS,02196000,2016-11-04,2.17,2.08,2.33
36,USGS,02196000,2016-11-05,2.19,2.09,2.32
37,USGS,02196000,2016-11-06,2.16,2.07,2.26
38,USGS,02196000,2016-11-07,2.16,2.06,2.24
39,USGS,02196000,2016-11-08,2.17,2.08,2.24
40,USGS,02196000,2016-11-09,2.14,2.03,2.24
41,USGS,02196000,2016-11-10,2.14,2.04,2.24
42,USGS,02196000,2016-11-11,2.19,2.11,2.23
43,USGS,02196000,2016-11-12,2.17,2.10,2.26
44,USGS,02196000,2016-11-13,2.19,2.11,2.23
45,USGS,02196000,2016-11-14,2.23,2.20,2.27
46,USGS,02196000,2016-11-15,2.24,2.20,2.29
47,USGS,02196000,2016-11-16,2.22,2.18,2.24
48,USGS,02196000,2016-11-17,2.28,2.20,2.37
49,USGS,02196000,2016-11-18,2.22,2.11,2.35
50,USGS,02196000,2016-11-19,2.13,2.06,2.16
51,USGS,02196000,2016-11-20,2.18,2.12,2.21
52,USGS,02196000,2016-11-21,2.20,2.16,2.26
53,USGS,02196000,2016-11-22,2.22,2.18,2.27
54,USGS,02196000,2016-11-23,2.20,2.17,2.24
55,USGS,02196000,2016-11-24,2.21,2.18,2.24
56,USGS,02196000,2016-11-25,2.20,2.17,2.24
57,USGS,02196000,2016-11-26,2.22,2.17,2.26
58,USGS,02196000,2016-11-27,2.24,2.16,2.30
59,USGS,02196000,2016-11-28,2.21,2.17,2.31
60,USGS,02196000,2016-11-29,2.23,2.15,2.33
61,USGS,02196000,2016-11-30,2.33,2.22,2.36
62,USGS,02196000,2016-12-01,2.55,2.35,2.77
63,USGS,02196000,2016-12-02,2.58,2.50,2.70
64,USGS,02196000,2016-12-03,2.56,2.46,2.69
65,USGS,02196000,2016-12-04,2.40,2.36,2.46
66,USGS,02196000,2016-12-05,2.33,2.31,2.36
67,USGS,02196000,2016-12-06,2.33,2.31,2.34
68,USGS,02196000,2016-12-07,2.51,2.30,2.86
69,USGS,02196000,2016-12-08,2.78,2.69,2.84
70,USGS,02196000,2016-12-09,2.61,2.53,2.69
71,USGS,02196000,2016-12-10,2.45,2.41,2.53
72,USGS,02196000,2016-12-11,2.37,2.34,2.41
73,USGS,02196000,2016-12-12,2.30,2.27,2.34
74,USGS,02196000,2016-12-13,2.32,2.27,2.34
75,USGS,02196000,2016-12-14,2.34,2.31,2.39
76,USGS,02196000,2016-12-15,2.39,2.36,2.51
77,USGS,02196000,2016-12-16,2.51,2.47,2.54
78,USGS,02196000,2016-12-17,2.42,2.39,2.47
79,USGS,02196000,2016-12-18,2.36,2.29,2.39
80,USGS,02196000,2016-12-19,2.36,2.33,2.37
81,USGS,02196000,2016-12-20,2.34,2.33,2.38
82,USGS,02196000,2016-12-21,2.59,2.38,2.67
83,USGS,02196000,2016-12-22,2.60,2.55,2.67
84,USGS,02196000,2016-12-23,2.48,2.44,2.55
85,USGS,02196000,2016-12-24,2.41,2.39,2.44
86,USGS,02196000,2016-12-25,2.36,2.33,2.39
87,USGS,02196000,2016-12-26,2.33,2.32,2.35
88,USGS,02196000,2016-12-27,2.30,2.28,2.32
89,USGS,02196000,2016-12-28,2.29,2.27,2.30
90,USGS,02196000,2016-12-29,2.32,2.27,2.34
91,USGS,02196000,2016-12-30,2.30,2.27,2.33
92,USGS,02196000,2016-12-31,2.30,2.25,2.43
93,USGS,02196000,2017-01-01,2.47,2.43,2.52
94,USGS,02196000,2017-01-02,6.24,2.52,11.07
95,USGS,02196000,2017-01-03,14.04,10.88,16.73
96,USGS,02196000,2017-01-04,6.72,4.39,12.23
97,USGS,02196000,2017-01-05,3.88,3.54,4.39
98,USGS,02196000,2017-01-06,3.37,3.27,3.54
99,USGS,02196000,2017-01-07,5.73,3.40,8.04
100,USGS,02196000,2017-01-08,5.30,4.16,7.40
101,USGS,02196000,2017-01-09,3.77,3.50,4.16
102,USGS,02196000,2017-01-10,3.34,3.21,3.50
103,USGS,02196000,2017-01-11,3.13,3.06,3.21
104,USGS,02196000,2017-01-12,3.00,2.95,3.07
105,USGS,02196000,2017-01-13,2.89,2.85,2.95
106,USGS,02196000,2017-01-14,2.81,2.78,2.85
107,USGS,02196000,2017-01-15,2.75,2.72,2.78
108,USGS,02196000,2017-01-16,2.72,2.69,2.75
109,USGS,02196000,2017-01-17,2.68,2.65,2.71
110,USGS,02196000,2017-01-18,2.65,2.62,2.69
111,USGS,02196000,2017-01-19,2.63,2.60,2.65
112,USGS,02196000,2017-01-20,2.60,2.57,2.63
113,USGS,02196000,2017-01-21,2.61,2.57,2.67
114,USGS,02196000,2017-01-22,,,
115,USGS,02196000,2017-01-23,8.56,5.65,10.26
116,USGS,02196000,2017-01-24,5.04,4.14,6.70
117,USGS,02196000,2017-01-25,3.78,3.52,4.14
118,USGS,02196000,2017-01-26,3.39,3.29,3.52
119,USGS,02196000,2017-01-27,3.22,3.15,3.30
120,USGS,02196000,2017-01-28,3.11,3.01,3.18
121,USGS,02196000,2017-01-29,2.95,2.91,3.01
122,USGS,02196000,2017-01-30,2.87,2.84,2.91
123,USGS,02196000,2017-01-31,2.80,2.77,2.84
124,USGS,02196000,2017-02-01,2.75,2.72,2.78
125,USGS,02196000,2017-02-02,2.71,2.68,2.74
126,USGS,02196000,2017-02-03,2.70,2.68,2.70
127,USGS,02196000,2017-02-04,2.68,2.64,2.70
128,USGS,02196000,2017-02-05,2.66,2.64,2.69
129,USGS,02196000,2017-02-06,2.63,2.60,2.66
130,USGS,02196000,2017-02-07,2.61,2.57,2.65
131,USGS,02196000,2017-02-08,2.69,2.65,2.74
132,USGS,02196000,2017-02-09,2.86,2.74,2.94
133,USGS,02196000,2017-02-10,2.87,2.82,2.93
134,USGS,02196000,2017-02-11,2.75,2.71,2.82
135,USGS,02196000,2017-02-12,2.68,2.65,2.71
136,USGS,02196000,2017-02-13,2.67,2.63,2.70
137,USGS,02196000,2017-02-14,2.63,2.55,2.66
138,USGS,02196000,2017-02-15,2.97,2.59,4.23
139,USGS,02196000,2017-02-16,3.98,3.69,4.24
140,USGS,02196000,2017-02-17,3.42,3.21,3.69
141,USGS,02196000,2017-02-18,3.10,3.02,3.21
142,USGS,02196000,2017-02-19,2.96,2.93,3.02
143,USGS,02196000,2017-02-20,2.91,2.89,2.95
144,USGS,02196000,2017-02-21,2.84,2.80,2.89
145,USGS,02196000,2017-02-22,2.82,2.78,2.85
146,USGS,02196000,2017-02-23,2.86,2.84,2.88
147,USGS,02196000,2017-02-24,2.82,2.79,2.86
148,USGS,02196000,2017-02-25,2.75,2.72,2.79
149,USGS,02196000,2017-02-26,2.70,2.67,2.73
150,USGS,02196000,2017-02-27,2.64,2.57,2.70
151,USGS,02196000,2017-02-28,2.59,2.57,2.62
152,USGS,02196000,2017-03-01,2.58,2.55,2.61
153,USGS,02196000,2017-03-02,2.64,2.61,2.67
154,USGS,02196000,2017-03-03,2.68,2.64,2.73
155,USGS,02196000,2017-03-04,2.70,2.66,2.74
156,USGS,02196000,2017-03-05,2.64,2.62,2.67
157,USGS,02196000,2017-03-06,2.60,2.57,2.62
158,USGS,02196000,2017-03-07,2.61,2.53,2.63
159,USGS,02196000,2017-03-08,2.62,2.60,2.63
160,USGS,02196000,2017-03-09,2.62,2.59,2.64
161,USGS,02196000,2017-03-10,2.62,2.57,2.64
162,USGS,02196000,2017-03-11,2.59,2.54,2.62
163,USGS,02196000,2017-03-12,2.60,2.58,2.62
164,USGS,02196000,2017-03-13,2.62,2.60,2.67
165,USGS,02196000,2017-03-14,2.77,2.67,2.86
