,agency_cd,site_no,datetime,Gage height_Max,Gage height_Min,Gage height_Mean
0,USGS,02131455,2016-09-30,4.89,4.74,4.81
1,USGS,02131455,2016-10-01,4.74,4.69,4.71
2,USGS,02131455,2016-10-02,4.69,4.67,4.68
3,USGS,02131455,2016-10-03,4.67,4.66,4.66
4,USGS,02131455,2016-10-04,4.66,4.65,4.65
5,USGS,02131455,2016-10-05,4.65,4.64,4.65
6,USGS,02131455,2016-10-06,,,
7,USGS,02131455,2016-10-07,4.85,4.63,4.74
8,USGS,02131455,2016-10-08,11.91,4.83,7.74
9,USGS,02131455,2016-10-09,6.72,5.35,5.81
10,USGS,02131455,2016-10-10,5.35,5.07,5.17
11,USGS,02131455,2016-10-11,5.07,5.01,5.04
12,USGS,02131455,2016-10-12,5.01,4.95,4.97
13,USGS,02131455,2016-10-13,4.95,4.91,4.93
14,USGS,02131455,2016-10-14,4.91,4.86,4.89
15,USGS,02131455,2016-10-15,4.86,4.84,4.85
16,USGS,02131455,2016-10-16,4.84,4.82,4.83
17,USGS,02131455,2016-10-17,4.84,4.79,4.82
18,USGS,02131455,2016-10-18,4.80,4.79,4.79
19,USGS,02131455,2016-10-19,4.79,4.78,4.78
20,USGS,02131455,2016-10-20,4.78,4.77,4.78
21,USGS,02131455,2016-10-21,4.78,4.76,4.77
22,USGS,02131455,2016-10-22,4.78,4.75,4.76
23,USGS,02131455,2016-10-23,4.77,4.75,4.76
24,USGS,02131455,2016-10-24,4.76,4.75,4.75
25,USGS,02131455,2016-10-25,4.75,4.73,4.74
26,USGS,02131455,2016-10-26,4.76,4.74,4.75
27,USGS,02131455,2016-10-27,4.75,4.74,4.75
28,USGS,02131455,2016-10-28,4.76,4.74,4.75
29,USGS,02131455,2016-10-29,4.77,4.74,4.75
30,USGS,02131455,2016-10-30,4.78,4.74,4.76
31,USGS,02131455,2016-10-31,4.74,4.71,4.72
32,USGS,02131455,2016-11-01,4.72,4.70,4.71
33,USGS,02131455,2016-11-02,4.72,4.69,4.70
34,USGS,02131455,2016-11-03,4.75,4.68,4.70
35,USGS,02131455,2016-11-04,4.74,4.70,4.72
36,USGS,02131455,2016-11-05,4.73,4.69,4.71
37,USGS,02131455,2016-11-06,4.72,4.70,4.71
38,USGS,02131455,2016-11-07,4.71,4.69,4.70
39,USGS,02131455,2016-11-08,4.72,4.70,4.71
40,USGS,02131455,2016-11-09,4.77,4.70,4.72
41,USGS,02131455,2016-11-10,4.76,4.72,4.73
42,USGS,02131455,2016-11-11,4.74,4.72,4.73
43,USGS,02131455,2016-11-12,4.73,4.71,4.72
44,USGS,02131455,2016-11-13,4.85,4.72,4.76
45,USGS,02131455,2016-11-14,4.85,4.81,4.83
46,USGS,02131455,2016-11-15,4.81,4.78,4.79
47,USGS,02131455,2016-11-16,4.78,4.75,4.77
48,USGS,02131455,2016-11-17,4.77,4.74,4.76
49,USGS,02131455,2016-11-18,4.75,4.72,4.74
50,USGS,02131455,2016-11-19,4.74,4.69,4.73
51,USGS,02131455,2016-11-20,4.73,4.71,4.72
52,USGS,02131455,2016-11-21,4.74,4.71,4.72
53,USGS,02131455,2016-11-22,4.77,4.73,4.75
54,USGS,02131455,2016-11-23,4.78,4.75,4.76
55,USGS,02131455,2016-11-24,4.76,4.73,4.74
56,USGS,02131455,2016-11-25,4.74,4.72,4.73
57,USGS,02131455,2016-11-26,4.74,4.71,4.73
58,USGS,02131455,2016-11-27,4.73,4.71,4.72
59,USGS,02131455,2016-11-28,4.73,4.72,4.73
60,USGS,02131455,2016-11-29,4.87,4.71,4.76
61,USGS,02131455,2016-11-30,4.94,4.80,4.87
62,USGS,02131455,2016-12-01,5.09,4.87,4.93
63,USGS,02131455,2016-12-02,4.87,4.78,4.81
64,USGS,02131455,2016-12-03,4.79,4.76,4.77
65,USGS,02131455,2016-12-04,4.84,4.76,4.80
66,USGS,02131455,2016-12-05,5.21,4.82,5.00
67,USGS,02131455,2016-12-06,5.19,5.05,5.11
68,USGS,02131455,2016-12-07,5.06,4.88,4.95
69,USGS,02131455,2016-12-08,4.88,4.83,4.85
70,USGS,02131455,2016-12-09,4.83,4.81,4.82
71,USGS,02131455,2016-12-10,4.81,4.79,4.80
72,USGS,02131455,2016-12-11,4.80,4.77,4.79
73,USGS,02131455,2016-12-12,4.79,4.76,4.78
74,USGS,02131455,2016-12-13,4.86,4.78,4.82
75,USGS,02131455,2016-12-14,4.86,4.84,4.85
76,USGS,02131455,2016-12-15,4.84,4.80,4.82
77,USGS,02131455,2016-12-16,4.80,4.75,4.79
78,USGS,02131455,2016-12-17,4.79,4.76,4.77
79,USGS,02131455,2016-12-18,4.83,4.77,4.80
80,USGS,02131455,2016-12-19,5.07,4.82,4.95
81,USGS,02131455,2016-12-20,5.05,4.90,4.97
82,USGS,02131455,2016-12-21,4.90,4.84,4.86
83,USGS,02131455,2016-12-22,4.84,4.80,4.82
84,USGS,02131455,2016-12-23,4.80,4.79,4.80
85,USGS,02131455,2016-12-24,4.80,4.78,4.79
86,USGS,02131455,2016-12-25,4.80,4.78,4.79
87,USGS,02131455,2016-12-26,4.79,4.77,4.77
88,USGS,02131455,2016-12-27,4.79,4.76,4.78
89,USGS,02131455,2016-12-28,4.79,4.78,4.79
90,USGS,02131455,2016-12-29,5.25,4.76,4.95
91,USGS,02131455,2016-12-30,5.06,4.86,4.92
92,USGS,02131455,2016-12-31,4.89,4.82,4.84
93,USGS,02131455,2017-01-01,4.86,4.81,4.82
94,USGS,02131455,2017-01-02,6.47,4.85,5.83
95,USGS,02131455,2017-01-03,7.01,5.57,6.11
96,USGS,02131455,2017-01-04,5.61,5.14,5.32
97,USGS,02131455,2017-01-05,5.14,4.99,5.05
98,USGS,02131455,2017-01-06,5.14,4.94,4.98
99,USGS,02131455,2017-01-07,6.78,5.14,6.08
100,USGS,02131455,2017-01-08,5.68,5.18,5.37
101,USGS,02131455,2017-01-09,5.18,5.04,5.09
102,USGS,02131455,2017-01-10,5.04,5.00,5.01
103,USGS,02131455,2017-01-11,5.00,4.95,4.97
104,USGS,02131455,2017-01-12,4.95,4.93,4.94
105,USGS,02131455,2017-01-13,4.93,4.90,4.92
106,USGS,02131455,2017-01-14,4.91,4.88,4.89
107,USGS,02131455,2017-01-15,4.89,4.87,4.88
108,USGS,02131455,2017-01-16,4.87,4.86,4.87
109,USGS,02131455,2017-01-17,4.90,4.86,4.89
110,USGS,02131455,2017-01-18,4.90,4.88,4.89
111,USGS,02131455,2017-01-19,4.88,4.86,4.87
112,USGS,02131455,2017-01-20,4.89,4.86,4.87
113,USGS,02131455,2017-01-21,5.06,4.86,4.91
114,USGS,02131455,2017-01-22,5.44,5.06,5.22
115,USGS,02131455,2017-01-23,6.89,5.44,6.04
116,USGS,02131455,2017-01-24,5.51,5.13,5.27
117,USGS,02131455,2017-01-25,5.14,5.03,5.07
118,USGS,02131455,2017-01-26,5.03,4.95,5.00
119,USGS,02131455,2017-01-27,4.96,4.94,4.95
120,USGS,02131455,2017-01-28,4.94,4.91,4.93
121,USGS,02131455,2017-01-29,4.93,4.90,4.91
122,USGS,02131455,2017-01-30,4.90,4.87,4.88
123,USGS,02131455,2017-01-31,4.88,4.85,4.87
124,USGS,02131455,2017-02-01,4.89,4.86,4.88
125,USGS,02131455,2017-02-02,4.87,4.86,4.86
126,USGS,02131455,2017-02-03,4.89,4.84,4.88
127,USGS,02131455,2017-02-04,4.89,4.85,4.87
128,USGS,02131455,2017-02-05,4.86,4.85,4.85
129,USGS,02131455,2017-02-06,4.86,4.84,4.85
130,USGS,02131455,2017-02-07,4.89,4.83,4.85
131,USGS,02131455,2017-02-08,5.11,4.86,5.01
132,USGS,02131455,2017-02-09,5.59,4.94,5.25
133,USGS,02131455,2017-02-10,5.14,4.95,5.01
134,USGS,02131455,2017-02-11,4.95,4.91,4.93
135,USGS,02131455,2017-02-12,4.92,4.89,4.90
136,USGS,02131455,2017-02-13,4.90,4.87,4.89
137,USGS,02131455,2017-02-14,4.87,4.85,4.86
138,USGS,02131455,2017-02-15,5.60,4.83,5.12
139,USGS,02131455,2017-02-16,5.42,5.01,5.15
140,USGS,02131455,2017-02-17,5.01,4.95,4.97
141,USGS,02131455,2017-02-18,4.95,4.91,4.93
142,USGS,02131455,2017-02-19,4.93,4.91,4.92
143,USGS,02131455,2017-02-20,4.91,4.88,4.89
144,USGS,02131455,2017-02-21,4.89,4.87,4.88
145,USGS,02131455,2017-02-22,4.88,4.87,4.88
146,USGS,02131455,2017-02-23,4.88,4.87,4.88
147,USGS,02131455,2017-02-24,4.87,4.86,4.86
148,USGS,02131455,2017-02-25,4.92,4.83,4.86
149,USGS,02131455,2017-02-26,4.85,4.83,4.84
150,USGS,02131455,2017-02-27,4.83,4.82,4.83
151,USGS,02131455,2017-02-28,4.84,4.82,4.83
152,USGS,02131455,2017-03-01,4.93,4.82,4.86
153,USGS,02131455,2017-03-02,6.18,4.92,5.49
154,USGS,02131455,2017-03-03,5.14,4.95,5.01
155,USGS,02131455,2017-03-04,4.95,4.89,4.92
156,USGS,02131455,2017-03-05,4.90,4.87,4.89
157,USGS,02131455,2017-03-06,4.92,4.87,4.88
158,USGS,02131455,2017-03-07,4.88,4.86,4.87
159,USGS,02131455,2017-03-08,4.87,4.86,4.87
160,USGS,02131455,2017-03-09,4.86,4.84,4.85
161,USGS,02131455,2017-03-10,4.89,4.83,4.87
162,USGS,02131455,2017-03-11,4.89,4.84,4.86
163,USGS,02131455,2017-03-12,5.08,4.82,4.94
164,USGS,02131455,2017-03-13,6.07,4.96,5.11
165,USGS,02131455,2017-03-14,6.78,5.52,6.08
166,USGS,02131455,2017-03-15,5.52,5.14,5.29
167,USGS,02131455,2017-03-16,5.15,5.03,5.08
168,USGS,02131455,2017-03-17,5.04,4.97,5.00
169,USGS,02131455,2017-03-18,4.99,4.95,4.97
170,USGS,02131455,2017-03-19,4.99,4.94,4.97
171,USGS,02131455,2017-03-20,4.94,4.91,4.93
172,USGS,02131455,2017-03-21,4.92,4.87,4.91
173,USGS,02131455,2017-03-22,5.05,4.92,5.00
174,USGS,02131455,2017-03-23,4.95,4.89,4.91
175,USGS,02131455,2017-03-24,4.89,4.87,4.88
176,USGS,02131455,2017-03-25,4.89,4.88,4.88
177,USGS,02131455,2017-03-26,4.89,4.87,4.88
178,USGS,02131455,2017-03-27,4.89,4.87,4.88
179,USGS,02131455,2017-03-28,4.90,4.86,4.89
180,USGS,02131455,2017-03-29,4.88,4.85,4.87
