,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02146110,2016-09-30,1.89,1.59,1.47
1,USGS,02146110,2016-10-01,1.47,1.43,1.41
2,USGS,02146110,2016-10-02,1.42,1.40,1.39
3,USGS,02146110,2016-10-03,1.41,1.40,1.39
4,USGS,02146110,2016-10-04,1.41,1.40,1.38
5,USGS,02146110,2016-10-05,1.42,1.40,1.39
6,USGS,02146110,2016-10-06,,,
7,USGS,02146110,2016-10-07,4.06,2.04,1.41
8,USGS,02146110,2016-10-08,4.39,2.75,1.95
9,USGS,02146110,2016-10-09,1.95,1.78,1.70
10,USGS,02146110,2016-10-10,1.70,1.63,1.58
11,USGS,02146110,2016-10-11,1.59,1.56,1.54
12,USGS,02146110,2016-10-12,1.55,1.53,1.52
13,USGS,02146110,2016-10-13,1.52,1.50,1.49
14,USGS,02146110,2016-10-14,1.51,1.48,1.47
15,USGS,02146110,2016-10-15,1.48,1.47,1.45
16,USGS,02146110,2016-10-16,1.48,1.46,1.45
17,USGS,02146110,2016-10-17,1.47,1.45,1.44
18,USGS,02146110,2016-10-18,1.50,1.47,1.45
19,USGS,02146110,2016-10-19,1.49,1.47,1.46
20,USGS,02146110,2016-10-20,1.50,1.48,1.46
21,USGS,02146110,2016-10-21,1.47,1.46,1.45
22,USGS,02146110,2016-10-22,1.50,1.47,1.45
23,USGS,02146110,2016-10-23,1.47,1.46,1.44
24,USGS,02146110,2016-10-24,1.47,1.46,1.45
25,USGS,02146110,2016-10-25,1.47,1.46,1.45
26,USGS,02146110,2016-10-26,1.54,1.49,1.46
27,USGS,02146110,2016-10-27,1.54,1.50,1.45
28,USGS,02146110,2016-10-28,1.49,1.47,1.45
29,USGS,02146110,2016-10-29,1.46,1.45,1.44
30,USGS,02146110,2016-10-30,1.48,1.46,1.45
31,USGS,02146110,2016-10-31,1.49,1.46,1.45
32,USGS,02146110,2016-11-01,1.49,1.46,1.44
33,USGS,02146110,2016-11-02,1.49,1.47,1.45
34,USGS,02146110,2016-11-03,1.48,1.46,1.45
35,USGS,02146110,2016-11-04,1.47,1.45,1.43
36,USGS,02146110,2016-11-05,1.46,1.45,1.42
37,USGS,02146110,2016-11-06,1.45,1.44,1.42
38,USGS,02146110,2016-11-07,1.46,1.45,1.44
39,USGS,02146110,2016-11-08,1.46,1.45,1.44
40,USGS,02146110,2016-11-09,1.48,1.46,1.45
41,USGS,02146110,2016-11-10,1.49,1.49,1.47
42,USGS,02146110,2016-11-11,1.50,1.48,1.47
43,USGS,02146110,2016-11-12,1.49,1.47,1.46
44,USGS,02146110,2016-11-13,1.51,1.50,1.47
45,USGS,02146110,2016-11-14,1.53,1.51,1.50
46,USGS,02146110,2016-11-15,1.52,1.51,1.49
47,USGS,02146110,2016-11-16,1.51,1.50,1.49
48,USGS,02146110,2016-11-17,1.50,1.49,1.49
49,USGS,02146110,2016-11-18,1.51,1.50,1.49
50,USGS,02146110,2016-11-19,1.51,1.49,1.48
51,USGS,02146110,2016-11-20,1.55,1.53,1.51
52,USGS,02146110,2016-11-21,1.70,1.56,1.53
53,USGS,02146110,2016-11-22,1.55,1.51,1.49
54,USGS,02146110,2016-11-23,1.54,1.52,1.49
55,USGS,02146110,2016-11-24,1.55,1.53,1.53
56,USGS,02146110,2016-11-25,1.55,1.54,1.53
57,USGS,02146110,2016-11-26,1.55,1.53,1.51
58,USGS,02146110,2016-11-27,1.55,1.54,1.53
59,USGS,02146110,2016-11-28,1.55,1.54,1.53
60,USGS,02146110,2016-11-29,2.14,1.67,1.52
61,USGS,02146110,2016-11-30,1.97,1.63,1.52
62,USGS,02146110,2016-12-01,1.87,1.63,1.56
63,USGS,02146110,2016-12-02,1.56,1.49,1.47
64,USGS,02146110,2016-12-03,1.49,1.48,1.47
65,USGS,02146110,2016-12-04,2.03,1.54,1.48
66,USGS,02146110,2016-12-05,2.53,1.94,1.61
67,USGS,02146110,2016-12-06,2.08,1.89,1.65
68,USGS,02146110,2016-12-07,1.76,1.63,1.57
69,USGS,02146110,2016-12-08,1.58,1.54,1.47
70,USGS,02146110,2016-12-09,1.53,1.50,1.42
71,USGS,02146110,2016-12-10,,,
72,USGS,02146110,2016-12-11,1.54,1.52,1.51
73,USGS,02146110,2016-12-12,1.53,1.52,1.51
74,USGS,02146110,2016-12-13,1.53,1.52,1.51
75,USGS,02146110,2016-12-14,1.72,1.54,1.52
76,USGS,02146110,2016-12-15,1.68,1.54,1.51
77,USGS,02146110,2016-12-16,1.55,1.52,1.48
78,USGS,02146110,2016-12-17,1.58,1.54,1.52
79,USGS,02146110,2016-12-18,1.90,1.55,1.39
80,USGS,02146110,2016-12-19,1.99,1.77,1.63
81,USGS,02146110,2016-12-20,1.66,1.59,1.56
82,USGS,02146110,2016-12-21,1.58,1.56,1.55
83,USGS,02146110,2016-12-22,1.55,1.54,1.53
84,USGS,02146110,2016-12-23,1.61,1.58,1.53
85,USGS,02146110,2016-12-24,1.56,1.53,1.49
86,USGS,02146110,2016-12-25,1.53,1.52,1.51
87,USGS,02146110,2016-12-26,1.55,1.53,1.51
88,USGS,02146110,2016-12-27,1.55,1.54,1.52
89,USGS,02146110,2016-12-28,1.57,1.54,1.53
90,USGS,02146110,2016-12-29,4.05,2.05,1.51
91,USGS,02146110,2016-12-30,1.70,1.63,1.59
92,USGS,02146110,2016-12-31,1.59,1.57,1.56
93,USGS,02146110,2017-01-01,2.07,1.66,1.55
94,USGS,02146110,2017-01-02,6.03,2.70,1.95
95,USGS,02146110,2017-01-03,5.59,2.69,1.91
96,USGS,02146110,2017-01-04,1.91,1.78,1.70
97,USGS,02146110,2017-01-05,1.70,1.66,1.59
98,USGS,02146110,2017-01-06,2.33,1.67,1.59
99,USGS,02146110,2017-01-07,2.84,2.23,1.83
100,USGS,02146110,2017-01-08,,,
101,USGS,02146110,2017-01-09,,,
102,USGS,02146110,2017-01-10,,,
103,USGS,02146110,2017-01-11,1.65,1.62,1.60
104,USGS,02146110,2017-01-12,1.61,1.60,1.58
105,USGS,02146110,2017-01-13,1.59,1.59,1.58
106,USGS,02146110,2017-01-14,1.59,1.58,1.56
107,USGS,02146110,2017-01-15,1.58,1.58,1.57
108,USGS,02146110,2017-01-16,1.58,1.58,1.57
109,USGS,02146110,2017-01-17,1.58,1.57,1.57
110,USGS,02146110,2017-01-18,1.63,1.59,1.56
111,USGS,02146110,2017-01-19,1.61,1.59,1.57
112,USGS,02146110,2017-01-20,1.59,1.58,1.57
113,USGS,02146110,2017-01-21,3.30,1.88,1.56
114,USGS,02146110,2017-01-22,3.79,2.07,1.78
115,USGS,02146110,2017-01-23,8.18,3.12,2.01
116,USGS,02146110,2017-01-24,2.02,1.89,1.78
117,USGS,02146110,2017-01-25,1.78,1.74,1.70
118,USGS,02146110,2017-01-26,1.70,1.68,1.65
119,USGS,02146110,2017-01-27,1.66,1.65,1.64
120,USGS,02146110,2017-01-28,1.64,1.63,1.62
121,USGS,02146110,2017-01-29,1.63,1.62,1.61
122,USGS,02146110,2017-01-30,1.62,1.61,1.60
123,USGS,02146110,2017-01-31,1.61,1.60,1.59
