,agency_cd,site_no,datetime,Gage height_Min,Gage height_Mean,Gage height_Max
39,USGS,02130910,2016-11-08,3.30,3.33,3.36
40,USGS,02130910,2016-11-09,3.31,3.35,3.41
41,USGS,02130910,2016-11-10,3.27,3.33,3.41
42,USGS,02130910,2016-11-11,3.29,3.32,3.37
43,USGS,02130910,2016-11-12,3.26,3.33,3.37
44,USGS,02130910,2016-11-13,3.27,3.35,3.57
45,USGS,02130910,2016-11-14,3.55,3.58,3.62
46,USGS,02130910,2016-11-15,3.60,3.67,3.74
47,USGS,02130910,2016-11-16,3.73,3.77,3.81
48,USGS,02130910,2016-11-17,3.81,3.84,3.86
49,USGS,02130910,2016-11-18,3.79,3.83,3.86
50,USGS,02130910,2016-11-19,3.75,3.83,3.98
51,USGS,02130910,2016-11-20,3.68,3.73,3.80
52,USGS,02130910,2016-11-21,3.63,3.66,3.69
53,USGS,02130910,2016-11-22,3.58,3.61,3.65
54,USGS,02130910,2016-11-23,3.54,3.57,3.60
55,USGS,02130910,2016-11-24,3.53,3.55,3.57
56,USGS,02130910,2016-11-25,3.56,3.57,3.60
57,USGS,02130910,2016-11-26,3.59,3.66,3.78
58,USGS,02130910,2016-11-27,3.55,3.58,3.61
59,USGS,02130910,2016-11-28,3.50,3.54,3.57
60,USGS,02130910,2016-11-29,3.44,3.58,3.89
61,USGS,02130910,2016-11-30,3.89,3.99,4.12
62,USGS,02130910,2016-12-01,4.12,4.26,4.35
63,USGS,02130910,2016-12-02,4.35,4.41,4.45
64,USGS,02130910,2016-12-03,4.44,4.48,4.51
65,USGS,02130910,2016-12-04,4.46,4.48,4.53
66,USGS,02130910,2016-12-05,4.53,4.69,4.75
67,USGS,02130910,2016-12-06,4.75,4.90,4.97
68,USGS,02130910,2016-12-07,4.94,4.96,4.99
69,USGS,02130910,2016-12-08,4.98,5.06,5.49
70,USGS,02130910,2016-12-09,5.02,5.07,5.12
71,USGS,02130910,2016-12-10,4.91,4.98,5.05
72,USGS,02130910,2016-12-11,4.76,4.84,4.91
73,USGS,02130910,2016-12-12,4.64,4.69,4.76
74,USGS,02130910,2016-12-13,4.64,4.81,4.94
75,USGS,02130910,2016-12-14,4.88,4.93,4.98
76,USGS,02130910,2016-12-15,4.83,4.88,4.93
77,USGS,02130910,2016-12-16,4.69,4.75,4.83
78,USGS,02130910,2016-12-17,4.54,4.62,4.72
79,USGS,02130910,2016-12-18,4.44,4.54,4.75
80,USGS,02130910,2016-12-19,4.75,5.04,5.11
81,USGS,02130910,2016-12-20,5.04,5.06,5.09
82,USGS,02130910,2016-12-21,5.06,5.07,5.09
83,USGS,02130910,2016-12-22,5.06,5.09,5.11
84,USGS,02130910,2016-12-23,5.01,5.07,5.12
85,USGS,02130910,2016-12-24,4.88,4.95,5.01
86,USGS,02130910,2016-12-25,4.76,4.82,4.89
87,USGS,02130910,2016-12-26,4.65,4.72,4.77
88,USGS,02130910,2016-12-27,4.54,4.59,4.66
89,USGS,02130910,2016-12-28,4.53,4.56,4.61
90,USGS,02130910,2016-12-29,4.43,4.60,4.73
91,USGS,02130910,2016-12-30,4.57,4.60,4.63
92,USGS,02130910,2016-12-31,4.57,4.60,4.62
93,USGS,02130910,2017-01-01,4.61,4.67,4.73
94,USGS,02130910,2017-01-02,4.72,5.13,5.27
95,USGS,02130910,2017-01-03,5.25,5.51,5.63
96,USGS,02130910,2017-01-04,5.62,5.71,5.77
97,USGS,02130910,2017-01-05,5.76,5.82,6.05
98,USGS,02130910,2017-01-06,5.85,5.93,6.12
99,USGS,02130910,2017-01-07,6.11,6.30,6.38
100,USGS,02130910,2017-01-08,6.22,6.27,6.30
101,USGS,02130910,2017-01-09,6.13,6.17,6.22
102,USGS,02130910,2017-01-10,6.08,6.12,6.14
103,USGS,02130910,2017-01-11,6.10,6.12,6.13
104,USGS,02130910,2017-01-12,5.99,6.05,6.11
105,USGS,02130910,2017-01-13,5.84,5.91,5.99
106,USGS,02130910,2017-01-14,5.66,5.77,5.85
107,USGS,02130910,2017-01-15,5.51,5.59,5.66
108,USGS,02130910,2017-01-16,5.37,5.45,5.51
109,USGS,02130910,2017-01-17,5.22,5.30,5.38
110,USGS,02130910,2017-01-18,5.15,5.20,5.24
111,USGS,02130910,2017-01-19,5.04,5.11,5.17
112,USGS,02130910,2017-01-20,4.96,4.99,5.04
113,USGS,02130910,2017-01-21,4.92,4.97,5.03
114,USGS,02130910,2017-01-22,4.98,5.09,5.22
115,USGS,02130910,2017-01-23,5.18,5.27,5.36
116,USGS,02130910,2017-01-24,5.33,5.36,5.40
117,USGS,02130910,2017-01-25,5.37,5.41,5.44
118,USGS,02130910,2017-01-26,5.41,5.46,5.49
119,USGS,02130910,2017-01-27,5.40,5.46,5.49
120,USGS,02130910,2017-01-28,5.22,5.32,5.42
121,USGS,02130910,2017-01-29,5.04,5.14,5.23
122,USGS,02130910,2017-01-30,4.88,4.98,5.04
123,USGS,02130910,2017-01-31,4.73,4.79,4.88
124,USGS,02130910,2017-02-01,4.65,4.70,4.74
125,USGS,02130910,2017-02-02,4.61,4.63,4.66
126,USGS,02130910,2017-02-03,4.61,4.67,4.71
127,USGS,02130910,2017-02-04,4.48,4.57,4.72
128,USGS,02130910,2017-02-05,4.39,4.44,4.49
129,USGS,02130910,2017-02-06,4.35,4.39,4.42
130,USGS,02130910,2017-02-07,4.27,4.32,4.36
131,USGS,02130910,2017-02-08,4.34,4.40,4.44
132,USGS,02130910,2017-02-09,4.36,4.64,4.77
133,USGS,02130910,2017-02-10,4.52,4.56,4.61
134,USGS,02130910,2017-02-11,4.53,4.56,4.61
135,USGS,02130910,2017-02-12,4.61,4.63,4.67
136,USGS,02130910,2017-02-13,4.58,4.67,4.76
137,USGS,02130910,2017-02-14,4.45,4.52,4.61
138,USGS,02130910,2017-02-15,4.40,4.62,4.77
139,USGS,02130910,2017-02-16,4.66,4.70,4.75
140,USGS,02130910,2017-02-17,4.67,4.70,4.72
141,USGS,02130910,2017-02-18,4.71,4.76,4.80
142,USGS,02130910,2017-02-19,4.78,4.82,4.87
143,USGS,02130910,2017-02-20,4.67,4.73,4.78
144,USGS,02130910,2017-02-21,4.54,4.61,4.67
145,USGS,02130910,2017-02-22,4.41,4.49,4.55
146,USGS,02130910,2017-02-23,4.35,4.40,4.45
147,USGS,02130910,2017-02-24,4.23,4.30,4.35
148,USGS,02130910,2017-02-25,4.10,4.18,4.24
149,USGS,02130910,2017-02-26,4.07,4.14,4.19
150,USGS,02130910,2017-02-27,3.98,4.05,4.10
151,USGS,02130910,2017-02-28,3.95,3.99,4.02
152,USGS,02130910,2017-03-01,3.85,3.93,4.05
153,USGS,02130910,2017-03-02,4.05,4.14,4.23
154,USGS,02130910,2017-03-03,4.10,4.14,4.22
155,USGS,02130910,2017-03-04,4.14,4.16,4.19
156,USGS,02130910,2017-03-05,4.15,4.21,4.24
157,USGS,02130910,2017-03-06,4.11,4.15,4.19
158,USGS,02130910,2017-03-07,4.00,4.09,4.52
159,USGS,02130910,2017-03-08,4.00,4.10,4.16
160,USGS,02130910,2017-03-09,3.97,4.04,4.10
161,USGS,02130910,2017-03-10,3.95,4.04,4.16
162,USGS,02130910,2017-03-11,3.89,3.94,4.00
163,USGS,02130910,2017-03-12,3.88,4.01,4.08
164,USGS,02130910,2017-03-13,4.00,4.08,4.21
165,USGS,02130910,2017-03-14,4.19,4.28,4.44
166,USGS,02130910,2017-03-15,4.34,4.39,4.46
167,USGS,02130910,2017-03-16,4.40,4.45,4.51
168,USGS,02130910,2017-03-17,4.49,4.53,4.57
169,USGS,02130910,2017-03-18,4.47,4.51,4.56
170,USGS,02130910,2017-03-19,4.47,4.56,4.65
171,USGS,02130910,2017-03-20,4.41,4.45,4.49
172,USGS,02130910,2017-03-21,4.40,4.42,4.51
173,USGS,02130910,2017-03-22,4.51,4.61,4.72
174,USGS,02130910,2017-03-23,4.41,4.47,4.52
175,USGS,02130910,2017-03-24,4.37,4.40,4.44
176,USGS,02130910,2017-03-25,4.27,4.33,4.39
177,USGS,02130910,2017-03-26,4.21,4.26,4.31
178,USGS,02130910,2017-03-27,4.18,4.21,4.24
179,USGS,02130910,2017-03-28,4.20,4.26,4.30
180,USGS,02130910,2017-03-29,4.17,4.25,4.30
181,USGS,02130910,2017-03-30,4.07,4.16,4.19
182,USGS,02130910,2017-03-31,4.17,4.35,4.44
183,USGS,02130910,2017-04-01,4.39,4.43,4.46
184,USGS,02130910,2017-04-02,4.31,4.38,4.46
185,USGS,02130910,2017-04-03,4.15,4.36,4.58
186,USGS,02130910,2017-04-04,4.57,4.62,4.68
187,USGS,02130910,2017-04-05,4.67,4.86,5.13
188,USGS,02130910,2017-04-06,5.09,5.15,5.54
189,USGS,02130910,2017-04-07,5.19,5.26,5.34
190,USGS,02130910,2017-04-08,5.26,5.29,5.32
191,USGS,02130910,2017-04-09,5.25,5.28,5.31
192,USGS,02130910,2017-04-10,5.10,5.19,5.26
193,USGS,02130910,2017-04-11,4.87,4.99,5.11
194,USGS,02130910,2017-04-12,4.71,4.81,4.88
195,USGS,02130910,2017-04-13,4.70,4.76,4.80
196,USGS,02130910,2017-04-14,4.55,4.64,4.71
197,USGS,02130910,2017-04-15,4.35,4.46,4.56
198,USGS,02130910,2017-04-16,4.15,4.27,4.36
199,USGS,02130910,2017-04-17,3.99,4.08,4.16
200,USGS,02130910,2017-04-18,3.90,3.99,4.03
201,USGS,02130910,2017-04-19,3.76,3.84,3.91
202,USGS,02130910,2017-04-20,3.59,3.67,3.77
203,USGS,02130910,2017-04-21,3.44,3.51,3.59
204,USGS,02130910,2017-04-22,3.32,3.38,3.45
205,USGS,02130910,2017-04-23,3.30,3.35,3.44
206,USGS,02130910,2017-04-24,3.32,4.50,5.00
207,USGS,02130910,2017-04-25,5.00,5.16,5.31
208,USGS,02130910,2017-04-26,5.31,5.42,5.54
209,USGS,02130910,2017-04-27,5.53,5.72,5.94
210,USGS,02130910,2017-04-28,5.94,6.05,6.12
211,USGS,02130910,2017-04-29,6.01,6.07,6.12
212,USGS,02130910,2017-04-30,5.79,5.90,6.01
213,USGS,02130910,2017-05-01,5.46,5.69,5.95
214,USGS,02130910,2017-05-02,5.68,5.79,5.91
215,USGS,02130910,2017-05-03,5.45,5.58,5.68
216,USGS,02130910,2017-05-04,5.23,5.36,5.48
217,USGS,02130910,2017-05-05,5.30,5.41,5.52
218,USGS,02130910,2017-05-06,5.21,5.27,5.32
219,USGS,02130910,2017-05-07,5.18,5.22,5.25
220,USGS,02130910,2017-05-08,5.18,5.20,5.23
221,USGS,02130910,2017-05-09,5.06,5.17,5.23
222,USGS,02130910,2017-05-10,4.79,4.93,5.07
223,USGS,02130910,2017-05-11,4.50,4.64,4.80
224,USGS,02130910,2017-05-12,4.27,4.39,4.50
225,USGS,02130910,2017-05-13,4.04,4.15,4.29
226,USGS,02130910,2017-05-14,3.87,3.97,4.06
227,USGS,02130910,2017-05-15,3.75,3.83,3.88
228,USGS,02130910,2017-05-16,3.56,3.66,3.76
229,USGS,02130910,2017-05-17,3.33,3.45,3.56
230,USGS,02130910,2017-05-18,3.17,3.28,3.35
231,USGS,02130910,2017-05-19,3.05,3.12,3.18
232,USGS,02130910,2017-05-20,2.94,3.02,3.07
233,USGS,02130910,2017-05-21,2.82,2.91,2.97
234,USGS,02130910,2017-05-22,2.80,3.04,3.08
235,USGS,02130910,2017-05-23,3.08,3.12,3.27
236,USGS,02130910,2017-05-24,3.27,3.51,3.89
237,USGS,02130910,2017-05-25,3.88,4.12,4.34
238,USGS,02130910,2017-05-26,4.34,4.76,5.17
239,USGS,02130910,2017-05-27,5.17,5.41,5.61
240,USGS,02130910,2017-05-28,5.60,5.73,5.83
241,USGS,02130910,2017-05-29,5.80,5.85,5.88
242,USGS,02130910,2017-05-30,5.46,5.66,5.82
243,USGS,02130910,2017-05-31,5.04,5.25,5.47
244,USGS,02130910,2017-06-01,4.72,4.89,5.05
245,USGS,02130910,2017-06-02,4.39,4.57,4.72
246,USGS,02130910,2017-06-03,4.03,4.21,4.40
247,USGS,02130910,2017-06-04,3.71,3.87,4.04
248,USGS,02130910,2017-06-05,3.49,3.60,3.74
249,USGS,02130910,2017-06-06,3.46,3.48,3.51
250,USGS,02130910,2017-06-07,3.48,3.54,3.59
251,USGS,02130910,2017-06-08,3.55,3.67,4.17
252,USGS,02130910,2017-06-09,3.66,3.80,3.89
253,USGS,02130910,2017-06-10,3.65,3.76,3.84
254,USGS,02130910,2017-06-11,3.46,3.58,3.67
255,USGS,02130910,2017-06-12,3.27,3.38,3.47
256,USGS,02130910,2017-06-13,3.10,3.19,3.28
257,USGS,02130910,2017-06-14,2.99,3.04,3.12
258,USGS,02130910,2017-06-15,2.88,2.99,3.15
259,USGS,02130910,2017-06-16,3.05,3.13,3.18
260,USGS,02130910,2017-06-17,3.01,3.10,3.15
261,USGS,02130910,2017-06-18,2.84,2.95,3.05
262,USGS,02130910,2017-06-19,2.67,2.79,2.87
263,USGS,02130910,2017-06-20,2.73,2.84,3.04
264,USGS,02130910,2017-06-21,3.00,3.06,3.13
265,USGS,02130910,2017-06-22,3.13,3.25,3.34
266,USGS,02130910,2017-06-23,3.34,3.38,3.40
267,USGS,02130910,2017-06-24,3.40,3.60,3.91
268,USGS,02130910,2017-06-25,3.73,3.83,3.89
269,USGS,02130910,2017-06-26,3.40,3.57,3.73
270,USGS,02130910,2017-06-27,3.18,3.31,3.40
271,USGS,02130910,2017-06-28,2.90,3.04,3.18
272,USGS,02130910,2017-06-29,2.67,2.80,2.90
273,USGS,02130910,2017-06-30,2.61,2.75,3.00
274,USGS,02130910,2017-07-01,2.95,2.98,3.01
275,USGS,02130910,2017-07-02,2.89,2.93,2.98
276,USGS,02130910,2017-07-03,2.70,2.95,3.52
277,USGS,02130910,2017-07-04,3.21,3.28,3.39
278,USGS,02130910,2017-07-05,3.23,3.26,3.34
279,USGS,02130910,2017-07-06,3.22,3.31,3.58
280,USGS,02130910,2017-07-07,3.07,3.14,3.22
281,USGS,02130910,2017-07-08,2.90,2.99,3.07
282,USGS,02130910,2017-07-09,2.73,2.86,3.50
283,USGS,02130910,2017-07-10,2.94,3.07,3.42
284,USGS,02130910,2017-07-11,2.74,2.84,2.95
285,USGS,02130910,2017-07-12,2.57,2.67,2.75
286,USGS,02130910,2017-07-13,2.42,2.51,2.57
287,USGS,02130910,2017-07-14,2.29,2.36,2.43
288,USGS,02130910,2017-07-15,2.13,2.29,2.41
289,USGS,02130910,2017-07-16,2.21,2.32,2.40
290,USGS,02130910,2017-07-17,2.25,2.32,2.39
291,USGS,02130910,2017-07-18,2.23,2.37,2.98
292,USGS,02130910,2017-07-19,2.74,2.90,3.09
293,USGS,02130910,2017-07-20,2.97,3.04,3.09
294,USGS,02130910,2017-07-21,2.86,2.93,3.02
295,USGS,02130910,2017-07-22,2.87,2.92,2.94
296,USGS,02130910,2017-07-23,2.81,3.01,3.47
297,USGS,02130910,2017-07-24,3.03,3.11,3.24
298,USGS,02130910,2017-07-25,3.07,3.28,4.83
299,USGS,02130910,2017-07-26,3.23,4.32,5.23
300,USGS,02130910,2017-07-27,3.70,4.05,4.88
301,USGS,02130910,2017-07-28,3.94,4.04,4.20
302,USGS,02130910,2017-07-29,3.86,4.03,4.10
303,USGS,02130910,2017-07-30,3.51,3.69,3.86
304,USGS,02130910,2017-07-31,3.23,3.38,3.51
305,USGS,02130910,2017-08-01,2.98,3.11,3.23
306,USGS,02130910,2017-08-02,2.79,2.88,2.98
307,USGS,02130910,2017-08-03,2.63,2.71,2.79
308,USGS,02130910,2017-08-04,2.44,2.55,2.64
309,USGS,02130910,2017-08-05,2.39,2.45,2.54
310,USGS,02130910,2017-08-06,2.50,2.60,2.69
311,USGS,02130910,2017-08-07,2.63,2.68,2.72
312,USGS,02130910,2017-08-08,2.65,2.77,2.97
313,USGS,02130910,2017-08-09,2.93,2.96,2.98
314,USGS,02130910,2017-08-10,2.91,2.94,2.97
315,USGS,02130910,2017-08-11,2.80,2.86,2.91
316,USGS,02130910,2017-08-12,2.72,2.78,2.81
317,USGS,02130910,2017-08-13,2.72,2.77,2.84
318,USGS,02130910,2017-08-14,2.83,2.92,3.60
319,USGS,02130910,2017-08-15,3.02,3.09,3.36
320,USGS,02130910,2017-08-16,3.12,3.48,4.35
321,USGS,02130910,2017-08-17,2.95,3.52,4.20
322,USGS,02130910,2017-08-18,2.76,3.30,3.95
323,USGS,02130910,2017-08-19,2.68,2.91,3.79
324,USGS,02130910,2017-08-20,2.41,3.19,3.73
325,USGS,02130910,2017-08-21,2.31,2.56,2.94
326,USGS,02130910,2017-08-22,2.10,2.31,2.95
327,USGS,02130910,2017-08-23,2.04,2.09,2.16
328,USGS,02130910,2017-08-24,2.12,2.20,2.33
329,USGS,02130910,2017-08-25,2.20,2.26,2.31
330,USGS,02130910,2017-08-26,2.21,2.23,2.26
331,USGS,02130910,2017-08-27,2.10,2.19,2.25
332,USGS,02130910,2017-08-28,2.02,2.08,2.13
333,USGS,02130910,2017-08-29,1.85,1.98,2.05
334,USGS,02130910,2017-08-30,1.75,1.80,1.86
335,USGS,02130910,2017-08-31,1.76,2.08,2.85
336,USGS,02130910,2017-09-01,2.63,2.73,2.79
337,USGS,02130910,2017-09-02,2.79,2.85,2.89
338,USGS,02130910,2017-09-03,2.87,2.89,2.91
339,USGS,02130910,2017-09-04,2.81,2.87,2.92
340,USGS,02130910,2017-09-05,2.69,2.77,3.04
341,USGS,02130910,2017-09-06,2.97,3.02,3.13
342,USGS,02130910,2017-09-07,2.88,2.93,2.98
343,USGS,02130910,2017-09-08,2.79,2.85,2.91
344,USGS,02130910,2017-09-09,2.64,2.73,2.80
345,USGS,02130910,2017-09-10,2.46,2.56,2.64
346,USGS,02130910,2017-09-11,2.45,2.61,3.21
347,USGS,02130910,2017-09-12,3.21,3.55,3.63
348,USGS,02130910,2017-09-13,3.63,3.72,3.80
349,USGS,02130910,2017-09-14,3.80,3.94,4.01
350,USGS,02130910,2017-09-15,3.98,4.01,4.04
351,USGS,02130910,2017-09-16,3.83,3.93,3.99
352,USGS,02130910,2017-09-17,3.61,3.75,3.84
353,USGS,02130910,2017-09-18,3.39,3.52,3.61
354,USGS,02130910,2017-09-19,3.21,3.31,3.40
355,USGS,02130910,2017-09-20,3.05,3.11,3.21
356,USGS,02130910,2017-09-21,2.95,3.00,3.06
357,USGS,02130910,2017-09-22,2.84,2.90,2.96
358,USGS,02130910,2017-09-23,2.71,2.78,2.84
359,USGS,02130910,2017-09-24,2.58,2.65,2.71
360,USGS,02130910,2017-09-25,2.43,2.54,2.60
361,USGS,02130910,2017-09-26,2.29,2.40,2.47
362,USGS,02130910,2017-09-27,2.24,2.31,2.38
363,USGS,02130910,2017-09-28,2.17,2.23,2.27
364,USGS,02130910,2017-09-29,2.08,2.15,2.22
365,USGS,02130910,2017-09-30,1.97,2.06,2.11
