,agency_cd,site_no,datetime,Gage height_Min,Gage height_Mean,Gage height_Max
0,USGS,02169506,2016-09-30,0.91,0.94,0.98
1,USGS,02169506,2016-10-01,0.92,0.94,0.98
2,USGS,02169506,2016-10-02,0.92,0.95,0.98
3,USGS,02169506,2016-10-03,0.92,0.95,0.98
4,USGS,02169506,2016-10-04,0.92,0.95,0.98
5,USGS,02169506,2016-10-05,0.93,0.96,1.02
6,USGS,02169506,2016-10-06,0.93,0.95,1.00
7,USGS,02169506,2016-10-07,0.94,1.12,2.61
8,USGS,02169506,2016-10-08,1.07,2.39,6.07
9,USGS,02169506,2016-10-09,0.98,1.04,1.14
10,USGS,02169506,2016-10-10,0.97,1.01,1.15
11,USGS,02169506,2016-10-11,0.96,0.98,1.01
12,USGS,02169506,2016-10-12,0.95,0.97,1.02
13,USGS,02169506,2016-10-13,0.94,0.96,1.01
14,USGS,02169506,2016-10-14,0.94,0.96,1.00
15,USGS,02169506,2016-10-15,0.94,0.97,1.01
16,USGS,02169506,2016-10-16,0.94,0.96,0.99
17,USGS,02169506,2016-10-17,0.94,0.96,1.08
18,USGS,02169506,2016-10-18,0.94,0.96,0.99
19,USGS,02169506,2016-10-19,0.94,0.96,0.99
20,USGS,02169506,2016-10-20,0.94,0.96,0.99
21,USGS,02169506,2016-10-21,0.95,0.97,1.00
22,USGS,02169506,2016-10-22,0.95,0.98,1.24
23,USGS,02169506,2016-10-23,0.96,0.98,0.99
24,USGS,02169506,2016-10-24,0.95,0.97,1.00
25,USGS,02169506,2016-10-25,0.95,0.97,0.99
26,USGS,02169506,2016-10-26,0.95,0.97,0.99
27,USGS,02169506,2016-10-27,0.95,0.97,1.08
28,USGS,02169506,2016-10-28,0.95,0.97,1.01
29,USGS,02169506,2016-10-29,0.95,0.97,1.00
30,USGS,02169506,2016-10-30,0.95,0.97,1.02
31,USGS,02169506,2016-10-31,0.95,0.97,0.99
32,USGS,02169506,2016-11-01,0.96,0.97,0.99
33,USGS,02169506,2016-11-02,0.95,0.98,1.00
34,USGS,02169506,2016-11-03,0.96,0.97,1.00
35,USGS,02169506,2016-11-04,0.95,0.97,0.99
36,USGS,02169506,2016-11-05,0.96,0.97,0.99
37,USGS,02169506,2016-11-06,0.97,0.98,0.99
38,USGS,02169506,2016-11-07,0.97,0.98,1.00
39,USGS,02169506,2016-11-08,0.96,0.97,0.99
40,USGS,02169506,2016-11-09,0.96,0.97,0.99
41,USGS,02169506,2016-11-10,0.96,0.97,1.00
42,USGS,02169506,2016-11-11,0.96,0.97,0.99
43,USGS,02169506,2016-11-12,0.96,0.97,0.98
44,USGS,02169506,2016-11-13,0.96,1.31,4.35
45,USGS,02169506,2016-11-14,0.92,0.93,0.96
46,USGS,02169506,2016-11-15,0.92,0.92,0.93
47,USGS,02169506,2016-11-16,0.92,0.92,0.96
48,USGS,02169506,2016-11-17,0.92,0.92,0.96
49,USGS,02169506,2016-11-18,0.92,0.93,0.96
50,USGS,02169506,2016-11-19,0.92,0.95,1.18
51,USGS,02169506,2016-11-20,0.95,0.96,0.97
52,USGS,02169506,2016-11-21,0.96,0.96,0.97
53,USGS,02169506,2016-11-22,0.96,0.96,0.97
54,USGS,02169506,2016-11-23,0.96,0.96,0.97
55,USGS,02169506,2016-11-24,0.96,0.96,0.97
56,USGS,02169506,2016-11-25,0.96,0.97,0.97
57,USGS,02169506,2016-11-26,0.97,0.98,0.98
58,USGS,02169506,2016-11-27,0.97,0.98,0.98
59,USGS,02169506,2016-11-28,0.98,0.98,0.99
60,USGS,02169506,2016-11-29,0.99,1.34,3.04
61,USGS,02169506,2016-11-30,0.94,1.06,2.11
62,USGS,02169506,2016-12-01,0.93,0.97,1.07
63,USGS,02169506,2016-12-02,0.92,0.95,1.01
64,USGS,02169506,2016-12-03,0.92,0.95,0.99
65,USGS,02169506,2016-12-04,0.92,1.01,1.71
66,USGS,02169506,2016-12-05,0.94,1.32,3.44
67,USGS,02169506,2016-12-06,0.96,1.25,2.22
68,USGS,02169506,2016-12-07,0.94,1.03,1.43
69,USGS,02169506,2016-12-08,0.94,0.97,1.03
70,USGS,02169506,2016-12-09,0.94,0.97,1.01
71,USGS,02169506,2016-12-10,0.95,0.98,1.03
72,USGS,02169506,2016-12-11,0.95,0.97,1.04
73,USGS,02169506,2016-12-12,0.95,0.98,1.04
74,USGS,02169506,2016-12-13,0.97,1.40,3.30
75,USGS,02169506,2016-12-14,0.96,1.03,1.31
76,USGS,02169506,2016-12-15,0.94,0.99,1.09
77,USGS,02169506,2016-12-16,0.94,0.99,1.09
78,USGS,02169506,2016-12-17,0.94,0.99,1.05
79,USGS,02169506,2016-12-18,0.95,1.06,1.67
80,USGS,02169506,2016-12-19,0.97,1.21,1.90
81,USGS,02169506,2016-12-20,0.94,0.99,1.05
82,USGS,02169506,2016-12-21,0.94,0.98,1.09
83,USGS,02169506,2016-12-22,0.94,0.98,1.05
84,USGS,02169506,2016-12-23,0.94,0.98,1.03
85,USGS,02169506,2016-12-24,0.93,0.98,1.05
86,USGS,02169506,2016-12-25,0.93,0.97,1.04
87,USGS,02169506,2016-12-26,0.93,0.98,1.05
88,USGS,02169506,2016-12-27,0.93,0.98,1.08
89,USGS,02169506,2016-12-28,0.94,0.99,1.07
90,USGS,02169506,2016-12-29,0.93,1.11,3.52
91,USGS,02169506,2016-12-30,0.96,0.97,0.98
92,USGS,02169506,2016-12-31,0.97,0.97,0.98
93,USGS,02169506,2017-01-01,0.97,1.06,1.45
94,USGS,02169506,2017-01-02,0.99,1.59,3.36
95,USGS,02169506,2017-01-03,1.00,1.42,3.29
96,USGS,02169506,2017-01-04,0.97,0.98,1.00
97,USGS,02169506,2017-01-05,0.95,0.97,1.16
98,USGS,02169506,2017-01-06,0.95,1.33,2.97
99,USGS,02169506,2017-01-07,1.00,1.34,2.52
100,USGS,02169506,2017-01-08,0.98,1.01,1.11
101,USGS,02169506,2017-01-09,0.97,1.00,1.06
102,USGS,02169506,2017-01-10,0.97,0.99,1.06
103,USGS,02169506,2017-01-11,0.96,0.99,1.04
104,USGS,02169506,2017-01-12,0.97,0.99,1.04
105,USGS,02169506,2017-01-13,0.97,1.00,1.06
106,USGS,02169506,2017-01-14,0.97,1.00,1.04
107,USGS,02169506,2017-01-15,0.97,1.00,1.06
108,USGS,02169506,2017-01-16,0.97,1.00,1.09
109,USGS,02169506,2017-01-17,0.97,0.99,1.03
110,USGS,02169506,2017-01-18,0.97,1.00,1.03
111,USGS,02169506,2017-01-19,0.97,0.99,1.05
112,USGS,02169506,2017-01-20,0.97,0.99,1.02
113,USGS,02169506,2017-01-21,0.97,1.23,5.08
114,USGS,02169506,2017-01-22,0.97,1.47,3.38
