,agency_cd,site_no,datetime,Gage height_Min,Gage height_Mean,Gage height_Max
0,USGS,02146800,2016-09-30,5.87,7.15,9.13
1,USGS,02146800,2016-10-01,5.41,5.70,6.37
2,USGS,02146800,2016-10-02,5.16,5.29,5.43
3,USGS,02146800,2016-10-03,5.14,5.19,5.24
4,USGS,02146800,2016-10-04,5.06,5.11,5.16
5,USGS,02146800,2016-10-05,5.01,5.06,5.09
6,USGS,02146800,2016-10-06,5.01,5.04,5.07
7,USGS,02146800,2016-10-07,5.02,7.01,10.27
8,USGS,02146800,2016-10-08,8.49,13.75,18.00
9,USGS,02146800,2016-10-09,6.88,10.45,16.93
10,USGS,02146800,2016-10-10,6.05,6.35,6.88
11,USGS,02146800,2016-10-11,5.75,5.88,6.05
12,USGS,02146800,2016-10-12,5.58,5.67,5.76
13,USGS,02146800,2016-10-13,5.42,5.51,5.60
14,USGS,02146800,2016-10-14,5.29,5.38,5.47
15,USGS,02146800,2016-10-15,5.19,5.26,5.32
16,USGS,02146800,2016-10-16,5.15,5.22,5.28
17,USGS,02146800,2016-10-17,5.20,5.24,5.28
18,USGS,02146800,2016-10-18,5.10,5.16,5.21
19,USGS,02146800,2016-10-19,5.12,5.18,5.23
20,USGS,02146800,2016-10-20,5.10,5.13,5.16
21,USGS,02146800,2016-10-21,5.07,5.13,5.18
22,USGS,02146800,2016-10-22,4.96,5.04,5.09
23,USGS,02146800,2016-10-23,4.93,5.02,5.07
24,USGS,02146800,2016-10-24,4.99,5.05,5.11
25,USGS,02146800,2016-10-25,4.99,5.04,5.09
26,USGS,02146800,2016-10-26,4.96,5.01,5.06
27,USGS,02146800,2016-10-27,4.99,5.04,5.06
28,USGS,02146800,2016-10-28,4.98,5.02,5.06
29,USGS,02146800,2016-10-29,4.91,4.99,5.05
30,USGS,02146800,2016-10-30,4.88,4.98,5.04
31,USGS,02146800,2016-10-31,4.95,5.01,5.08
32,USGS,02146800,2016-11-01,4.94,4.98,5.01
