,agency_cd,site_no,datetime,Gage height_Max,Gage height_Min,Gage height_Mean
0,USGS,02164110,2016-09-30,4.39,4.28,4.34
1,USGS,02164110,2016-10-01,4.35,4.26,4.30
2,USGS,02164110,2016-10-02,4.34,4.22,4.28
3,USGS,02164110,2016-10-03,4.36,4.26,4.32
4,USGS,02164110,2016-10-04,4.37,4.29,4.32
5,USGS,02164110,2016-10-05,4.33,4.26,4.29
6,USGS,02164110,2016-10-06,4.33,4.27,4.30
7,USGS,02164110,2016-10-07,4.57,4.28,4.34
8,USGS,02164110,2016-10-08,5.29,4.43,4.79
9,USGS,02164110,2016-10-09,4.43,4.31,4.37
10,USGS,02164110,2016-10-10,4.34,4.28,4.30
11,USGS,02164110,2016-10-11,4.35,4.27,4.31
12,USGS,02164110,2016-10-12,4.35,4.28,4.31
13,USGS,02164110,2016-10-13,4.35,4.29,4.31
14,USGS,02164110,2016-10-14,4.32,4.24,4.29
15,USGS,02164110,2016-10-15,4.32,4.25,4.29
16,USGS,02164110,2016-10-16,4.34,4.28,4.30
17,USGS,02164110,2016-10-17,4.36,4.27,4.31
18,USGS,02164110,2016-10-18,4.38,4.32,4.35
19,USGS,02164110,2016-10-19,4.38,4.30,4.34
20,USGS,02164110,2016-10-20,4.37,4.31,4.34
21,USGS,02164110,2016-10-21,4.38,4.24,4.30
22,USGS,02164110,2016-10-22,4.30,4.21,4.25
23,USGS,02164110,2016-10-23,4.30,4.18,4.24
24,USGS,02164110,2016-10-24,4.30,4.21,4.25
25,USGS,02164110,2016-10-25,4.32,4.26,4.29
26,USGS,02164110,2016-10-26,4.33,4.24,4.30
27,USGS,02164110,2016-10-27,4.33,4.24,4.29
28,USGS,02164110,2016-10-28,4.34,4.26,4.31
29,USGS,02164110,2016-10-29,4.35,4.27,4.31
30,USGS,02164110,2016-10-30,4.35,4.24,4.29
31,USGS,02164110,2016-10-31,4.32,4.24,4.28
32,USGS,02164110,2016-11-01,4.35,4.24,4.30
33,USGS,02164110,2016-11-02,4.35,4.30,4.32
34,USGS,02164110,2016-11-03,4.36,4.29,4.33
35,USGS,02164110,2016-11-04,4.37,4.31,4.34
36,USGS,02164110,2016-11-05,4.33,4.24,4.30
37,USGS,02164110,2016-11-06,4.31,4.24,4.29
38,USGS,02164110,2016-11-07,4.35,4.27,4.31
39,USGS,02164110,2016-11-08,4.39,4.32,4.35
40,USGS,02164110,2016-11-09,4.42,4.37,4.39
41,USGS,02164110,2016-11-10,4.41,4.32,4.36
42,USGS,02164110,2016-11-11,4.38,4.33,4.36
43,USGS,02164110,2016-11-12,4.39,4.32,4.36
44,USGS,02164110,2016-11-13,4.53,4.34,4.39
45,USGS,02164110,2016-11-14,4.59,4.46,4.51
46,USGS,02164110,2016-11-15,4.49,4.40,4.44
47,USGS,02164110,2016-11-16,4.45,4.39,4.42
48,USGS,02164110,2016-11-17,4.45,4.39,4.42
49,USGS,02164110,2016-11-18,4.45,4.38,4.41
50,USGS,02164110,2016-11-19,4.44,4.32,4.40
51,USGS,02164110,2016-11-20,4.41,4.35,4.39
52,USGS,02164110,2016-11-21,4.43,4.36,4.39
53,USGS,02164110,2016-11-22,4.44,4.39,4.42
54,USGS,02164110,2016-11-23,4.45,4.39,4.42
55,USGS,02164110,2016-11-24,4.45,4.38,4.42
56,USGS,02164110,2016-11-25,4.42,4.34,4.38
57,USGS,02164110,2016-11-26,4.42,4.32,4.37
58,USGS,02164110,2016-11-27,4.44,4.36,4.41
59,USGS,02164110,2016-11-28,4.44,4.35,4.39
60,USGS,02164110,2016-11-29,8.03,4.42,5.78
61,USGS,02164110,2016-11-30,6.90,5.36,5.86
62,USGS,02164110,2016-12-01,8.57,5.27,6.46
63,USGS,02164110,2016-12-02,5.27,4.80,4.99
64,USGS,02164110,2016-12-03,4.81,4.65,4.71
65,USGS,02164110,2016-12-04,5.53,4.64,4.89
66,USGS,02164110,2016-12-05,6.49,5.26,5.88
67,USGS,02164110,2016-12-06,6.64,5.17,5.59
68,USGS,02164110,2016-12-07,6.47,5.04,5.53
69,USGS,02164110,2016-12-08,5.04,4.81,4.91
70,USGS,02164110,2016-12-09,4.82,4.70,4.75
71,USGS,02164110,2016-12-10,4.72,4.62,4.66
72,USGS,02164110,2016-12-11,4.66,4.58,4.62
73,USGS,02164110,2016-12-12,4.66,4.59,4.62
74,USGS,02164110,2016-12-13,4.66,4.54,4.60
75,USGS,02164110,2016-12-14,4.65,4.53,4.59
