,agency_cd,site_no,datetime,Dissolved oxygen_Mean,Gage height_Max,Temperature_Max,Gage height_Mean,Temperature_Mean,Dissolved oxygen_Min,"Turbidity, water_Max",Temperature_Min,"Turbidity, water_Min",Gage height_Min,Dissolved oxygen_Max,"Turbidity, water_Mean"
319,USGS,02110500,2017-08-15,4.6,9.53,26.7,9.35,26.3,4.5,9.4,25.8,3.8,9.12,4.8,6.4
320,USGS,02110500,2017-08-16,4.5,9.79,27.5,9.67,26.9,4.3,4.1,26.4,2.6,9.53,4.9,3.3
321,USGS,02110500,2017-08-17,4.2,9.93,27.4,9.84,27.1,4.1,5.2,26.7,2.4,9.79,4.5,3.0
322,USGS,02110500,2017-08-18,4.0,9.95,27.8,9.94,27.2,3.9,13.6,26.7,2.9,9.93,4.3,6.2
323,USGS,02110500,2017-08-19,4.0,10.18,28.1,10.02,27.7,3.8,4.6,27.4,2.1,9.94,4.3,3.0
324,USGS,02110500,2017-08-20,4.0,10.29,27.8,10.25,27.5,3.8,8.7,27.1,3.1,10.18,4.2,4.9
325,USGS,02110500,2017-08-21,3.9,10.36,27.5,10.33,27.3,3.8,4.1,27.0,2.2,10.29,4.0,2.8
326,USGS,02110500,2017-08-22,4.2,10.53,27.3,10.49,27.0,3.9,2.5,26.7,2.0,10.36,4.4,2.2
327,USGS,02110500,2017-08-23,3.9,10.93,27.6,10.57,27.1,3.6,2.7,26.6,1.9,10.53,4.9,2.1
328,USGS,02110500,2017-08-24,4.3,11.75,27.0,11.48,25.2,3.5,58.4,24.7,2.5,10.93,5.3,30.1
329,USGS,02110500,2017-08-25,3.3,11.81,25.8,11.77,25.3,3.0,19.1,24.8,6.4,11.68,3.6,12.7
330,USGS,02110500,2017-08-26,3.2,11.68,26.2,11.58,25.7,2.9,7.2,25.3,2.9,11.50,3.5,4.4
331,USGS,02110500,2017-08-27,3.6,11.50,25.9,11.47,25.5,3.0,3.8,25.2,2.5,11.45,4.0,3.0
332,USGS,02110500,2017-08-28,3.9,11.52,25.2,11.46,24.5,3.5,2.9,24.2,2.3,11.42,4.3,2.6
333,USGS,02110500,2017-08-29,4.0,11.54,24.3,11.52,24.0,3.6,4.0,23.7,2.4,11.48,4.2,3.1
334,USGS,02110500,2017-08-30,3.8,11.48,23.9,11.39,23.6,3.4,3.4,23.2,2.0,11.29,4.0,2.5
335,USGS,02110500,2017-08-31,3.9,11.29,24.6,11.20,23.9,3.5,8.9,23.4,1.9,11.11,4.6,2.4
336,USGS,02110500,2017-09-01,4.2,11.41,24.9,11.37,24.3,3.7,37.9,23.7,8.9,11.29,4.8,22.4
337,USGS,02110500,2017-09-02,3.8,11.35,25.2,11.26,24.9,3.4,12.5,24.7,5.5,11.17,4.1,8.3
338,USGS,02110500,2017-09-03,3.8,11.17,25.0,11.07,24.7,3.7,8.6,24.3,3.2,10.97,4.0,5.4
339,USGS,02110500,2017-09-04,3.7,10.97,24.9,10.88,24.6,3.6,4.4,24.1,2.5,10.80,3.9,3.4
340,USGS,02110500,2017-09-05,3.8,10.80,25.1,10.76,24.8,3.6,7.1,24.4,2.5,10.73,4.2,3.2
341,USGS,02110500,2017-09-06,4.3,10.93,25.1,10.86,24.5,4.0,16.3,24.2,7.1,10.75,4.4,11.3
342,USGS,02110500,2017-09-07,4.2,10.94,24.2,10.92,23.7,4.0,10.2,23.3,3.1,10.88,4.3,6.3
343,USGS,02110500,2017-09-08,4.2,10.88,23.4,10.82,22.8,4.0,4.9,22.4,2.6,10.75,4.4,3.6
344,USGS,02110500,2017-09-09,4.3,10.75,22.5,10.68,22.1,4.0,3.9,21.7,2.5,10.61,4.5,3.0
345,USGS,02110500,2017-09-10,4.5,10.62,22.0,10.56,21.4,4.2,3.5,21.1,2.5,10.51,4.7,2.8
346,USGS,02110500,2017-09-11,4.8,10.53,21.1,10.49,20.8,4.5,3.1,20.7,2.4,10.45,5.1,2.8
347,USGS,02110500,2017-09-12,5.1,11.28,23.2,10.97,22.2,4.5,39.4,20.9,2.9,10.52,5.8,21.4
348,USGS,02110500,2017-09-13,4.2,11.45,23.3,11.41,23.0,4.0,18.6,22.5,6.8,11.28,4.5,12.3
349,USGS,02110500,2017-09-14,4.1,11.41,23.5,11.35,23.1,3.9,7.3,22.6,3.4,11.31,4.3,5.2
350,USGS,02110500,2017-09-15,3.9,11.31,23.9,11.31,23.5,3.8,4.3,23.1,3.2,11.30,4.1,3.7
351,USGS,02110500,2017-09-16,3.9,11.32,24.2,11.31,23.8,3.6,3.6,23.3,3.0,11.30,4.2,3.3
352,USGS,02110500,2017-09-17,3.7,11.30,24.2,11.27,23.9,3.4,3.5,23.5,2.9,11.22,4.0,3.2
353,USGS,02110500,2017-09-18,3.6,11.22,24.1,11.14,23.8,3.3,3.2,23.5,2.7,11.05,3.8,3.0
354,USGS,02110500,2017-09-19,3.5,11.05,24.2,10.96,23.8,3.3,4.7,23.3,2.6,10.85,3.7,2.8
355,USGS,02110500,2017-09-20,3.4,10.85,24.4,10.75,24.0,3.2,3.1,23.5,2.6,10.65,3.6,2.8
356,USGS,02110500,2017-09-21,3.3,10.65,24.7,10.54,24.4,3.1,3.2,24.0,2.7,10.44,3.4,2.8
357,USGS,02110500,2017-09-22,3.3,10.44,24.4,10.35,24.1,3.1,3.3,23.7,2.7,10.26,3.4,2.9
358,USGS,02110500,2017-09-23,3.2,10.26,24.5,10.18,24.1,3.1,3.4,23.7,2.7,10.09,3.4,3.0
359,USGS,02110500,2017-09-24,3.3,10.09,24.4,10.00,24.1,3.1,3.4,23.8,2.7,9.91,3.4,3.0
360,USGS,02110500,2017-09-25,3.3,9.91,24.2,9.82,23.8,3.2,4.2,23.6,2.7,9.73,3.4,2.9
361,USGS,02110500,2017-09-26,3.3,9.73,24.3,9.64,23.9,3.2,3.6,23.5,2.7,9.55,3.3,3.0
362,USGS,02110500,2017-09-27,3.2,9.55,24.8,9.47,24.4,3.1,4.2,24.0,2.7,9.39,3.3,3.0
363,USGS,02110500,2017-09-28,3.1,9.39,25.2,9.31,24.8,3.1,3.2,24.3,2.7,9.23,3.2,2.9
364,USGS,02110500,2017-09-29,3.1,9.23,25.2,9.16,25.0,3.1,3.8,24.7,2.8,9.09,3.2,3.0
365,USGS,02110500,2017-09-30,3.2,9.09,24.9,9.01,24.4,3.2,4.3,23.7,2.9,8.92,3.4,3.4
