,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
144,USGS,02131010,2017-02-21,16.05,15.67,16.55
145,USGS,02131010,2017-02-22,15.37,15.12,15.67
146,USGS,02131010,2017-02-23,15.55,15.10,16.26
147,USGS,02131010,2017-02-24,16.87,16.26,17.11
148,USGS,02131010,2017-02-25,16.90,16.33,17.14
149,USGS,02131010,2017-02-26,15.63,15.13,16.33
150,USGS,02131010,2017-02-27,14.90,14.76,15.13
151,USGS,02131010,2017-02-28,14.97,14.71,15.86
152,USGS,02131010,2017-03-01,16.76,15.86,17.13
153,USGS,02131010,2017-03-02,16.29,15.81,16.98
154,USGS,02131010,2017-03-03,15.99,15.77,16.13
155,USGS,02131010,2017-03-04,15.22,14.81,15.77
156,USGS,02131010,2017-03-05,14.66,14.54,14.81
157,USGS,02131010,2017-03-06,14.64,14.45,15.26
158,USGS,02131010,2017-03-07,16.24,15.26,16.73
159,USGS,02131010,2017-03-08,16.07,15.30,16.71
160,USGS,02131010,2017-03-09,14.80,14.49,15.30
161,USGS,02131010,2017-03-10,14.35,14.24,14.49
162,USGS,02131010,2017-03-11,14.12,14.01,14.25
163,USGS,02131010,2017-03-12,14.00,13.98,14.01
164,USGS,02131010,2017-03-13,14.04,14.00,14.12
165,USGS,02131010,2017-03-14,14.71,14.11,16.08
166,USGS,02131010,2017-03-15,16.78,16.08,17.01
167,USGS,02131010,2017-03-16,16.19,16.02,16.60
168,USGS,02131010,2017-03-17,16.50,16.21,16.75
169,USGS,02131010,2017-03-18,16.64,16.25,16.77
170,USGS,02131010,2017-03-19,15.63,15.20,16.25
171,USGS,02131010,2017-03-20,15.06,14.94,15.20
172,USGS,02131010,2017-03-21,14.88,14.83,14.94
173,USGS,02131010,2017-03-22,14.98,14.92,15.02
174,USGS,02131010,2017-03-23,14.88,14.78,14.95
175,USGS,02131010,2017-03-24,14.72,14.68,14.78
176,USGS,02131010,2017-03-25,14.67,14.60,14.73
177,USGS,02131010,2017-03-26,14.83,14.73,14.95
178,USGS,02131010,2017-03-27,15.00,14.95,15.04
179,USGS,02131010,2017-03-28,15.13,15.00,15.27
180,USGS,02131010,2017-03-29,15.11,14.94,15.27
181,USGS,02131010,2017-03-30,14.75,14.53,14.94
182,USGS,02131010,2017-03-31,14.41,14.36,14.53
183,USGS,02131010,2017-04-01,14.41,14.36,14.48
184,USGS,02131010,2017-04-02,14.52,14.48,14.55
185,USGS,02131010,2017-04-03,14.57,14.49,14.78
186,USGS,02131010,2017-04-04,15.60,14.78,16.63
187,USGS,02131010,2017-04-05,16.81,16.63,16.91
188,USGS,02131010,2017-04-06,16.62,16.42,17.25
189,USGS,02131010,2017-04-07,19.11,17.25,21.13
190,USGS,02131010,2017-04-08,22.65,21.13,23.53
191,USGS,02131010,2017-04-09,23.74,23.53,23.82
192,USGS,02131010,2017-04-10,23.51,23.12,23.78
193,USGS,02131010,2017-04-11,22.53,21.73,23.12
194,USGS,02131010,2017-04-12,20.81,20.27,21.73
195,USGS,02131010,2017-04-13,20.16,20.06,20.27
196,USGS,02131010,2017-04-14,19.44,18.33,20.06
197,USGS,02131010,2017-04-15,16.96,15.82,18.33
198,USGS,02131010,2017-04-16,15.27,14.93,15.82
199,USGS,02131010,2017-04-17,15.13,14.85,15.87
200,USGS,02131010,2017-04-18,16.14,15.87,16.23
201,USGS,02131010,2017-04-19,15.89,15.38,16.23
202,USGS,02131010,2017-04-20,15.24,15.14,15.38
203,USGS,02131010,2017-04-21,15.32,15.25,15.40
204,USGS,02131010,2017-04-22,14.89,14.50,15.32
205,USGS,02131010,2017-04-23,14.32,14.21,14.50
206,USGS,02131010,2017-04-24,14.33,14.18,14.55
207,USGS,02131010,2017-04-25,17.29,14.55,22.78
208,USGS,02131010,2017-04-26,25.24,22.78,26.37
209,USGS,02131010,2017-04-27,26.77,26.37,27.09
210,USGS,02131010,2017-04-28,27.47,27.09,27.92
211,USGS,02131010,2017-04-29,28.31,27.92,28.68
212,USGS,02131010,2017-04-30,29.02,28.68,29.33
213,USGS,02131010,2017-05-01,29.64,29.33,29.87
214,USGS,02131010,2017-05-02,29.90,29.80,29.93
215,USGS,02131010,2017-05-03,29.59,29.32,29.81
216,USGS,02131010,2017-05-04,29.01,28.68,29.32
217,USGS,02131010,2017-05-05,28.31,27.94,28.68
218,USGS,02131010,2017-05-06,27.62,27.41,27.94
219,USGS,02131010,2017-05-07,27.34,27.30,27.41
220,USGS,02131010,2017-05-08,27.23,27.13,27.30
221,USGS,02131010,2017-05-09,26.92,26.68,27.13
222,USGS,02131010,2017-05-10,26.34,26.03,26.68
223,USGS,02131010,2017-05-11,25.69,25.41,26.03
224,USGS,02131010,2017-05-12,25.01,24.47,25.41
225,USGS,02131010,2017-05-13,23.75,22.82,24.47
226,USGS,02131010,2017-05-14,21.79,20.60,22.82
227,USGS,02131010,2017-05-15,19.18,17.80,20.60
228,USGS,02131010,2017-05-16,17.14,16.92,17.80
229,USGS,02131010,2017-05-17,17.35,17.14,17.49
230,USGS,02131010,2017-05-18,17.38,17.11,17.65
231,USGS,02131010,2017-05-19,17.93,17.65,18.06
232,USGS,02131010,2017-05-20,17.97,17.65,18.06
233,USGS,02131010,2017-05-21,16.43,15.21,17.65
234,USGS,02131010,2017-05-22,14.85,14.55,15.56
235,USGS,02131010,2017-05-23,17.05,15.56,18.05
236,USGS,02131010,2017-05-24,19.04,18.05,20.67
237,USGS,02131010,2017-05-25,23.31,20.67,25.27
238,USGS,02131010,2017-05-26,26.07,25.27,26.57
239,USGS,02131010,2017-05-27,26.89,26.57,27.18
240,USGS,02131010,2017-05-28,27.58,27.18,27.94
241,USGS,02131010,2017-05-29,28.16,27.94,28.31
242,USGS,02131010,2017-05-30,28.31,28.21,28.35
243,USGS,02131010,2017-05-31,27.97,27.69,28.21
244,USGS,02131010,2017-06-01,27.38,27.07,27.69
245,USGS,02131010,2017-06-02,26.68,26.23,27.07
246,USGS,02131010,2017-06-03,25.78,25.37,26.23
247,USGS,02131010,2017-06-04,24.87,24.08,25.37
248,USGS,02131010,2017-06-05,23.35,22.98,24.08
249,USGS,02131010,2017-06-06,23.57,23.12,24.14
250,USGS,02131010,2017-06-07,24.74,24.14,25.32
251,USGS,02131010,2017-06-08,25.59,25.32,25.69
252,USGS,02131010,2017-06-09,25.53,25.16,25.69
253,USGS,02131010,2017-06-10,24.17,22.82,25.16
254,USGS,02131010,2017-06-11,21.71,20.85,22.82
255,USGS,02131010,2017-06-12,20.06,19.53,20.85
256,USGS,02131010,2017-06-13,18.73,17.86,19.53
257,USGS,02131010,2017-06-14,18.03,17.78,18.46
258,USGS,02131010,2017-06-15,18.74,18.46,18.96
259,USGS,02131010,2017-06-16,18.44,17.73,18.82
260,USGS,02131010,2017-06-17,16.28,15.03,17.73
261,USGS,02131010,2017-06-18,15.57,14.95,16.48
262,USGS,02131010,2017-06-19,17.08,16.48,17.43
263,USGS,02131010,2017-06-20,17.67,17.43,17.85
264,USGS,02131010,2017-06-21,18.85,17.76,21.33
265,USGS,02131010,2017-06-22,23.54,21.33,24.96
266,USGS,02131010,2017-06-23,25.35,24.96,25.48
267,USGS,02131010,2017-06-24,25.37,25.14,25.48
268,USGS,02131010,2017-06-25,24.56,23.70,25.14
269,USGS,02131010,2017-06-26,22.75,21.94,23.70
270,USGS,02131010,2017-06-27,21.46,21.03,21.94
271,USGS,02131010,2017-06-28,20.57,19.97,21.03
272,USGS,02131010,2017-06-29,18.79,17.28,19.97
273,USGS,02131010,2017-06-30,15.58,14.15,17.28
274,USGS,02131010,2017-07-01,13.44,13.06,14.15
275,USGS,02131010,2017-07-02,13.17,13.12,13.27
276,USGS,02131010,2017-07-03,14.44,13.27,15.29
277,USGS,02131010,2017-07-04,15.72,15.23,17.01
278,USGS,02131010,2017-07-05,18.13,17.01,18.58
279,USGS,02131010,2017-07-06,17.55,17.03,18.42
280,USGS,02131010,2017-07-07,17.91,17.15,18.38
281,USGS,02131010,2017-07-08,17.64,16.98,18.38
282,USGS,02131010,2017-07-09,17.08,16.96,17.20
283,USGS,02131010,2017-07-10,16.40,15.97,17.12
284,USGS,02131010,2017-07-11,15.90,15.32,16.18
285,USGS,02131010,2017-07-12,15.39,15.09,16.06
286,USGS,02131010,2017-07-13,16.20,15.89,16.38
287,USGS,02131010,2017-07-14,15.37,15.01,15.89
288,USGS,02131010,2017-07-15,15.96,15.19,16.34
289,USGS,02131010,2017-07-16,16.04,15.49,16.35
290,USGS,02131010,2017-07-17,14.97,14.45,15.49
291,USGS,02131010,2017-07-18,14.29,14.17,14.72
292,USGS,02131010,2017-07-19,15.33,14.72,15.49
293,USGS,02131010,2017-07-20,15.38,15.22,15.49
294,USGS,02131010,2017-07-21,15.30,15.23,15.38
295,USGS,02131010,2017-07-22,15.51,15.38,15.68
296,USGS,02131010,2017-07-23,15.28,14.76,15.69
297,USGS,02131010,2017-07-24,14.14,13.73,14.76
298,USGS,02131010,2017-07-25,14.34,13.73,15.20
299,USGS,02131010,2017-07-26,15.09,14.79,15.29
300,USGS,02131010,2017-07-27,14.62,14.34,14.80
301,USGS,02131010,2017-07-28,14.22,14.02,14.66
302,USGS,02131010,2017-07-29,15.07,14.66,15.29
303,USGS,02131010,2017-07-30,13.82,12.96,14.78
304,USGS,02131010,2017-07-31,12.51,12.23,12.96
305,USGS,02131010,2017-08-01,12.08,11.95,12.23
306,USGS,02131010,2017-08-02,11.91,11.85,12.13
307,USGS,02131010,2017-08-03,12.55,12.13,12.71
308,USGS,02131010,2017-08-04,12.02,11.76,12.41
309,USGS,02131010,2017-08-05,11.63,11.51,11.76
310,USGS,02131010,2017-08-06,11.59,11.53,11.73
311,USGS,02131010,2017-08-07,11.72,11.66,11.76
312,USGS,02131010,2017-08-08,11.75,11.66,11.91
313,USGS,02131010,2017-08-09,12.02,11.91,12.09
314,USGS,02131010,2017-08-10,12.08,12.01,12.11
315,USGS,02131010,2017-08-11,11.93,11.88,12.01
316,USGS,02131010,2017-08-12,11.86,11.77,11.90
317,USGS,02131010,2017-08-13,11.74,11.72,11.77
318,USGS,02131010,2017-08-14,11.72,11.68,11.75
319,USGS,02131010,2017-08-15,11.71,11.67,11.88
320,USGS,02131010,2017-08-16,12.49,11.88,13.01
321,USGS,02131010,2017-08-17,13.49,13.01,14.70
322,USGS,02131010,2017-08-18,15.49,14.70,15.73
323,USGS,02131010,2017-08-19,15.98,15.73,16.32
324,USGS,02131010,2017-08-20,15.62,14.78,16.31
325,USGS,02131010,2017-08-21,14.44,13.90,14.78
326,USGS,02131010,2017-08-22,13.57,13.21,13.90
327,USGS,02131010,2017-08-23,13.18,12.99,13.29
328,USGS,02131010,2017-08-24,13.42,13.17,13.98
329,USGS,02131010,2017-08-25,14.45,13.98,14.65
330,USGS,02131010,2017-08-26,13.42,12.58,14.31
331,USGS,02131010,2017-08-27,12.04,11.68,12.58
332,USGS,02131010,2017-08-28,11.53,11.42,11.68
333,USGS,02131010,2017-08-29,11.34,11.26,11.42
334,USGS,02131010,2017-08-30,11.42,11.36,11.46
335,USGS,02131010,2017-08-31,11.49,11.36,11.63
336,USGS,02131010,2017-09-01,11.65,11.61,11.67
337,USGS,02131010,2017-09-02,11.70,11.66,11.76
338,USGS,02131010,2017-09-03,11.85,11.75,11.94
339,USGS,02131010,2017-09-04,11.94,11.90,11.97
340,USGS,02131010,2017-09-05,11.81,11.67,11.91
341,USGS,02131010,2017-09-06,11.82,11.68,12.16
342,USGS,02131010,2017-09-07,12.92,12.16,13.20
343,USGS,02131010,2017-09-08,13.02,12.90,13.17
344,USGS,02131010,2017-09-09,14.33,13.08,15.50
345,USGS,02131010,2017-09-10,15.76,15.50,15.89
346,USGS,02131010,2017-09-11,15.11,14.68,15.56
347,USGS,02131010,2017-09-12,14.35,14.14,14.71
348,USGS,02131010,2017-09-13,14.57,14.17,15.03
349,USGS,02131010,2017-09-14,14.76,14.26,15.05
350,USGS,02131010,2017-09-15,13.88,13.61,14.26
351,USGS,02131010,2017-09-16,13.38,13.12,13.61
352,USGS,02131010,2017-09-17,12.89,12.71,13.12
353,USGS,02131010,2017-09-18,12.63,12.55,12.71
354,USGS,02131010,2017-09-19,12.47,12.40,12.55
355,USGS,02131010,2017-09-20,12.80,12.49,13.04
356,USGS,02131010,2017-09-21,13.11,13.04,13.16
357,USGS,02131010,2017-09-22,13.23,13.15,13.44
358,USGS,02131010,2017-09-23,13.74,13.44,13.92
359,USGS,02131010,2017-09-24,13.67,13.06,13.93
360,USGS,02131010,2017-09-25,12.25,11.59,13.06
361,USGS,02131010,2017-09-26,11.38,11.26,11.59
362,USGS,02131010,2017-09-27,11.95,11.49,12.17
363,USGS,02131010,2017-09-28,12.32,12.17,12.45
364,USGS,02131010,2017-09-29,12.47,12.45,12.51
365,USGS,02131010,2017-09-30,12.58,12.51,12.79
