,agency_cd,site_no,datetime,Gage height_Mean
164,USGS,021603273,2017-03-13,839.50
165,USGS,021603273,2017-03-14,839.57
166,USGS,021603273,2017-03-15,839.48
167,USGS,021603273,2017-03-16,839.46
168,USGS,021603273,2017-03-17,839.46
169,USGS,021603273,2017-03-18,839.46
170,USGS,021603273,2017-03-19,839.45
171,USGS,021603273,2017-03-20,839.45
172,USGS,021603273,2017-03-21,839.52
173,USGS,021603273,2017-03-22,839.67
174,USGS,021603273,2017-03-23,839.47
175,USGS,021603273,2017-03-24,839.45
176,USGS,021603273,2017-03-25,839.45
177,USGS,021603273,2017-03-26,839.50
178,USGS,021603273,2017-03-27,839.46
179,USGS,021603273,2017-03-28,839.66
180,USGS,021603273,2017-03-29,839.49
181,USGS,021603273,2017-03-30,839.53
182,USGS,021603273,2017-03-31,839.74
183,USGS,021603273,2017-04-01,839.53
184,USGS,021603273,2017-04-02,839.49
185,USGS,021603273,2017-04-03,839.68
186,USGS,021603273,2017-04-04,839.56
187,USGS,021603273,2017-04-05,839.90
188,USGS,021603273,2017-04-06,839.89
189,USGS,021603273,2017-04-07,839.60
190,USGS,021603273,2017-04-08,839.54
191,USGS,021603273,2017-04-09,839.51
192,USGS,021603273,2017-04-10,839.49
193,USGS,021603273,2017-04-11,839.49
194,USGS,021603273,2017-04-12,839.50
195,USGS,021603273,2017-04-13,839.48
196,USGS,021603273,2017-04-14,839.53
197,USGS,021603273,2017-04-15,839.50
198,USGS,021603273,2017-04-16,839.47
199,USGS,021603273,2017-04-17,839.55
200,USGS,021603273,2017-04-18,839.61
201,USGS,021603273,2017-04-19,839.91
202,USGS,021603273,2017-04-20,839.55
203,USGS,021603273,2017-04-21,839.51
204,USGS,021603273,2017-04-22,839.51
205,USGS,021603273,2017-04-23,840.10
206,USGS,021603273,2017-04-24,840.54
207,USGS,021603273,2017-04-25,839.83
208,USGS,021603273,2017-04-26,839.59
209,USGS,021603273,2017-04-27,839.51
210,USGS,021603273,2017-04-28,839.50
211,USGS,021603273,2017-04-29,839.48
212,USGS,021603273,2017-04-30,839.52
213,USGS,021603273,2017-05-01,839.54
214,USGS,021603273,2017-05-02,839.44
215,USGS,021603273,2017-05-03,839.40
216,USGS,021603273,2017-05-04,839.43
217,USGS,021603273,2017-05-05,839.55
218,USGS,021603273,2017-05-06,839.42
219,USGS,021603273,2017-05-07,839.40
220,USGS,021603273,2017-05-08,839.37
221,USGS,021603273,2017-05-09,839.36
222,USGS,021603273,2017-05-10,839.36
223,USGS,021603273,2017-05-11,839.36
224,USGS,021603273,2017-05-12,839.43
225,USGS,021603273,2017-05-13,839.46
226,USGS,021603273,2017-05-14,839.36
227,USGS,021603273,2017-05-15,839.35
228,USGS,021603273,2017-05-16,839.34
229,USGS,021603273,2017-05-17,839.34
230,USGS,021603273,2017-05-18,839.34
231,USGS,021603273,2017-05-19,839.35
232,USGS,021603273,2017-05-20,839.34
233,USGS,021603273,2017-05-21,840.30
234,USGS,021603273,2017-05-22,839.64
235,USGS,021603273,2017-05-23,839.71
236,USGS,021603273,2017-05-24,839.63
237,USGS,021603273,2017-05-25,839.55
238,USGS,021603273,2017-05-26,839.45
239,USGS,021603273,2017-05-27,839.44
240,USGS,021603273,2017-05-28,839.45
241,USGS,021603273,2017-05-29,839.47
242,USGS,021603273,2017-05-30,839.47
243,USGS,021603273,2017-05-31,839.58
244,USGS,021603273,2017-06-01,839.53
245,USGS,021603273,2017-06-02,839.48
246,USGS,021603273,2017-06-03,839.48
247,USGS,021603273,2017-06-04,839.61
248,USGS,021603273,2017-06-05,839.75
249,USGS,021603273,2017-06-06,839.48
250,USGS,021603273,2017-06-07,839.45
251,USGS,021603273,2017-06-08,839.39
252,USGS,021603273,2017-06-09,839.38
253,USGS,021603273,2017-06-10,839.37
254,USGS,021603273,2017-06-11,839.38
255,USGS,021603273,2017-06-12,839.40
256,USGS,021603273,2017-06-13,839.55
257,USGS,021603273,2017-06-14,839.43
258,USGS,021603273,2017-06-15,839.38
259,USGS,021603273,2017-06-16,839.40
260,USGS,021603273,2017-06-17,839.40
261,USGS,021603273,2017-06-18,839.36
262,USGS,021603273,2017-06-19,839.36
263,USGS,021603273,2017-06-20,839.38
264,USGS,021603273,2017-06-21,839.56
265,USGS,021603273,2017-06-22,839.44
266,USGS,021603273,2017-06-23,839.52
267,USGS,021603273,2017-06-24,839.49
268,USGS,021603273,2017-06-25,839.43
269,USGS,021603273,2017-06-26,839.37
270,USGS,021603273,2017-06-27,839.36
271,USGS,021603273,2017-06-28,839.35
272,USGS,021603273,2017-06-29,839.46
273,USGS,021603273,2017-06-30,839.87
274,USGS,021603273,2017-07-01,839.54
275,USGS,021603273,2017-07-02,839.59
276,USGS,021603273,2017-07-03,839.65
277,USGS,021603273,2017-07-04,839.46
278,USGS,021603273,2017-07-05,839.39
279,USGS,021603273,2017-07-06,839.37
280,USGS,021603273,2017-07-07,839.37
281,USGS,021603273,2017-07-08,839.50
282,USGS,021603273,2017-07-09,839.44
283,USGS,021603273,2017-07-10,839.37
284,USGS,021603273,2017-07-11,839.35
285,USGS,021603273,2017-07-12,839.34
286,USGS,021603273,2017-07-13,839.34
287,USGS,021603273,2017-07-14,839.54
288,USGS,021603273,2017-07-15,839.65
289,USGS,021603273,2017-07-16,839.57
290,USGS,021603273,2017-07-17,839.63
291,USGS,021603273,2017-07-18,839.42
292,USGS,021603273,2017-07-19,839.41
293,USGS,021603273,2017-07-20,839.37
294,USGS,021603273,2017-07-21,839.35
295,USGS,021603273,2017-07-22,839.34
296,USGS,021603273,2017-07-23,839.42
297,USGS,021603273,2017-07-24,839.38
298,USGS,021603273,2017-07-25,839.35
299,USGS,021603273,2017-07-26,839.34
300,USGS,021603273,2017-07-27,839.35
301,USGS,021603273,2017-07-28,839.57
302,USGS,021603273,2017-07-29,839.41
303,USGS,021603273,2017-07-30,839.34
304,USGS,021603273,2017-07-31,839.35
305,USGS,021603273,2017-08-01,839.36
306,USGS,021603273,2017-08-02,839.36
307,USGS,021603273,2017-08-03,839.37
308,USGS,021603273,2017-08-04,839.39
309,USGS,021603273,2017-08-05,839.53
310,USGS,021603273,2017-08-06,839.37
311,USGS,021603273,2017-08-07,839.52
312,USGS,021603273,2017-08-08,839.50
313,USGS,021603273,2017-08-09,839.40
314,USGS,021603273,2017-08-10,839.37
315,USGS,021603273,2017-08-11,840.09
316,USGS,021603273,2017-08-12,839.57
317,USGS,021603273,2017-08-13,839.42
318,USGS,021603273,2017-08-14,839.53
319,USGS,021603273,2017-08-15,839.49
320,USGS,021603273,2017-08-16,839.39
321,USGS,021603273,2017-08-17,839.37
322,USGS,021603273,2017-08-18,839.37
323,USGS,021603273,2017-08-19,839.35
324,USGS,021603273,2017-08-20,839.35
325,USGS,021603273,2017-08-21,839.37
326,USGS,021603273,2017-08-22,839.37
327,USGS,021603273,2017-08-23,839.36
328,USGS,021603273,2017-08-24,839.36
329,USGS,021603273,2017-08-25,839.36
330,USGS,021603273,2017-08-26,839.37
331,USGS,021603273,2017-08-27,839.37
332,USGS,021603273,2017-08-28,839.37
333,USGS,021603273,2017-08-29,839.37
334,USGS,021603273,2017-08-30,839.37
335,USGS,021603273,2017-08-31,839.60
336,USGS,021603273,2017-09-01,839.48
337,USGS,021603273,2017-09-02,839.39
338,USGS,021603273,2017-09-03,839.34
339,USGS,021603273,2017-09-04,839.33
340,USGS,021603273,2017-09-05,839.40
341,USGS,021603273,2017-09-06,839.79
342,USGS,021603273,2017-09-07,839.45
343,USGS,021603273,2017-09-08,839.42
344,USGS,021603273,2017-09-09,839.35
345,USGS,021603273,2017-09-10,839.34
346,USGS,021603273,2017-09-11,839.74
347,USGS,021603273,2017-09-12,839.83
348,USGS,021603273,2017-09-13,839.46
349,USGS,021603273,2017-09-14,839.39
350,USGS,021603273,2017-09-15,839.37
351,USGS,021603273,2017-09-16,839.37
352,USGS,021603273,2017-09-17,839.37
353,USGS,021603273,2017-09-18,839.36
354,USGS,021603273,2017-09-19,839.36
355,USGS,021603273,2017-09-20,839.36
356,USGS,021603273,2017-09-21,839.35
357,USGS,021603273,2017-09-22,839.35
358,USGS,021603273,2017-09-23,839.35
359,USGS,021603273,2017-09-24,839.34
360,USGS,021603273,2017-09-25,839.34
361,USGS,021603273,2017-09-26,839.35
362,USGS,021603273,2017-09-27,839.34
363,USGS,021603273,2017-09-28,839.34
364,USGS,021603273,2017-09-29,839.34
365,USGS,021603273,2017-09-30,839.33
