,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Max,Gage height_Min
0,USGS,02157470,2016-09-30,5.57,5.58,5.56
1,USGS,02157470,2016-10-01,5.57,5.58,5.56
2,USGS,02157470,2016-10-02,5.56,5.57,5.56
3,USGS,02157470,2016-10-03,5.56,5.57,5.55
4,USGS,02157470,2016-10-04,5.56,5.56,5.55
5,USGS,02157470,2016-10-05,5.56,5.57,5.55
6,USGS,02157470,2016-10-06,5.55,5.56,5.55
7,USGS,02157470,2016-10-07,5.62,5.87,5.55
8,USGS,02157470,2016-10-08,5.77,5.89,5.68
9,USGS,02157470,2016-10-09,5.65,5.68,5.62
10,USGS,02157470,2016-10-10,5.62,5.63,5.61
11,USGS,02157470,2016-10-11,5.62,5.63,5.61
12,USGS,02157470,2016-10-12,5.62,5.63,5.60
13,USGS,02157470,2016-10-13,5.62,5.64,5.61
14,USGS,02157470,2016-10-14,5.61,5.62,5.60
15,USGS,02157470,2016-10-15,5.61,5.62,5.60
16,USGS,02157470,2016-10-16,5.61,5.62,5.61
17,USGS,02157470,2016-10-17,5.61,5.62,5.60
18,USGS,02157470,2016-10-18,5.60,5.61,5.59
19,USGS,02157470,2016-10-19,5.60,5.62,5.59
20,USGS,02157470,2016-10-20,5.60,5.61,5.59
21,USGS,02157470,2016-10-21,5.60,5.60,5.59
22,USGS,02157470,2016-10-22,5.61,5.63,5.59
23,USGS,02157470,2016-10-23,5.63,5.64,5.63
24,USGS,02157470,2016-10-24,5.63,5.64,5.63
25,USGS,02157470,2016-10-25,5.63,5.65,5.63
26,USGS,02157470,2016-10-26,5.64,5.66,5.63
27,USGS,02157470,2016-10-27,5.66,5.67,5.64
28,USGS,02157470,2016-10-28,5.67,5.68,5.67
29,USGS,02157470,2016-10-29,5.67,5.68,5.67
30,USGS,02157470,2016-10-30,5.67,5.68,5.66
31,USGS,02157470,2016-10-31,5.66,5.68,5.65
32,USGS,02157470,2016-11-01,5.66,5.69,5.65
33,USGS,02157470,2016-11-02,5.67,5.68,5.66
34,USGS,02157470,2016-11-03,5.66,5.68,5.66
35,USGS,02157470,2016-11-04,5.66,5.67,5.65
36,USGS,02157470,2016-11-05,5.67,5.68,5.65
37,USGS,02157470,2016-11-06,5.67,5.68,5.67
38,USGS,02157470,2016-11-07,5.68,5.69,5.67
39,USGS,02157470,2016-11-08,5.68,5.71,5.68
40,USGS,02157470,2016-11-09,5.68,5.70,5.68
41,USGS,02157470,2016-11-10,5.68,5.70,5.67
42,USGS,02157470,2016-11-11,5.68,5.70,5.67
43,USGS,02157470,2016-11-12,5.68,5.69,5.67
44,USGS,02157470,2016-11-13,5.70,5.71,5.69
45,USGS,02157470,2016-11-14,5.71,5.71,5.71
46,USGS,02157470,2016-11-15,5.72,5.73,5.71
47,USGS,02157470,2016-11-16,5.72,5.73,5.71
48,USGS,02157470,2016-11-17,5.72,5.74,5.71
49,USGS,02157470,2016-11-18,5.72,5.73,5.71
50,USGS,02157470,2016-11-19,5.72,5.72,5.71
51,USGS,02157470,2016-11-20,5.72,5.74,5.71
52,USGS,02157470,2016-11-21,5.73,5.74,5.71
53,USGS,02157470,2016-11-22,5.73,5.74,5.72
54,USGS,02157470,2016-11-23,5.74,5.75,5.72
55,USGS,02157470,2016-11-24,5.74,5.75,5.72
56,USGS,02157470,2016-11-25,5.74,5.74,5.72
57,USGS,02157470,2016-11-26,5.73,5.74,5.72
58,USGS,02157470,2016-11-27,5.73,5.74,5.72
59,USGS,02157470,2016-11-28,5.74,5.75,5.74
60,USGS,02157470,2016-11-29,6.06,6.40,5.74
61,USGS,02157470,2016-11-30,6.12,6.29,5.99
62,USGS,02157470,2016-12-01,6.11,6.26,5.96
63,USGS,02157470,2016-12-02,5.90,5.96,5.87
64,USGS,02157470,2016-12-03,5.85,5.87,5.83
