,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
0,USGS,02154790,2016-09-30,3.21,3.18,3.23
1,USGS,02154790,2016-10-01,3.19,3.17,3.21
2,USGS,02154790,2016-10-02,3.19,3.18,3.21
3,USGS,02154790,2016-10-03,3.19,3.17,3.23
4,USGS,02154790,2016-10-04,3.18,3.16,3.21
5,USGS,02154790,2016-10-05,3.16,3.15,3.17
6,USGS,02154790,2016-10-06,3.16,3.14,3.22
7,USGS,02154790,2016-10-07,3.43,3.15,4.05
8,USGS,02154790,2016-10-08,3.61,3.41,4.03
9,USGS,02154790,2016-10-09,3.35,3.30,3.41
10,USGS,02154790,2016-10-10,3.29,3.28,3.32
11,USGS,02154790,2016-10-11,3.28,3.27,3.29
12,USGS,02154790,2016-10-12,3.29,3.28,3.31
13,USGS,02154790,2016-10-13,3.28,3.27,3.29
14,USGS,02154790,2016-10-14,3.26,3.25,3.27
15,USGS,02154790,2016-10-15,3.26,3.25,3.27
16,USGS,02154790,2016-10-16,3.27,3.26,3.28
17,USGS,02154790,2016-10-17,3.26,3.25,3.27
18,USGS,02154790,2016-10-18,3.25,3.24,3.26
19,USGS,02154790,2016-10-19,3.24,3.24,3.25
20,USGS,02154790,2016-10-20,3.25,3.23,3.27
21,USGS,02154790,2016-10-21,3.24,3.22,3.27
22,USGS,02154790,2016-10-22,3.23,3.22,3.25
23,USGS,02154790,2016-10-23,3.24,3.22,3.26
24,USGS,02154790,2016-10-24,3.24,3.23,3.25
25,USGS,02154790,2016-10-25,3.23,3.22,3.24
26,USGS,02154790,2016-10-26,3.24,3.23,3.25
27,USGS,02154790,2016-10-27,3.27,3.25,3.30
28,USGS,02154790,2016-10-28,3.27,3.26,3.29
29,USGS,02154790,2016-10-29,3.28,3.26,3.29
30,USGS,02154790,2016-10-30,3.27,3.25,3.28
31,USGS,02154790,2016-10-31,3.25,3.24,3.28
32,USGS,02154790,2016-11-01,3.25,3.24,3.28
33,USGS,02154790,2016-11-02,3.27,3.26,3.30
34,USGS,02154790,2016-11-03,3.29,3.28,3.30
35,USGS,02154790,2016-11-04,3.29,3.28,3.32
36,USGS,02154790,2016-11-05,3.29,3.27,3.34
37,USGS,02154790,2016-11-06,3.29,3.28,3.32
38,USGS,02154790,2016-11-07,3.31,3.29,3.32
39,USGS,02154790,2016-11-08,3.31,3.30,3.33
40,USGS,02154790,2016-11-09,3.30,3.29,3.32
41,USGS,02154790,2016-11-10,3.30,3.29,3.32
42,USGS,02154790,2016-11-11,3.30,3.29,3.31
43,USGS,02154790,2016-11-12,3.30,3.29,3.32
44,USGS,02154790,2016-11-13,3.32,3.31,3.34
45,USGS,02154790,2016-11-14,3.35,3.33,3.36
46,USGS,02154790,2016-11-15,3.35,3.34,3.37
47,USGS,02154790,2016-11-16,3.35,3.34,3.37
48,USGS,02154790,2016-11-17,3.35,3.34,3.37
49,USGS,02154790,2016-11-18,3.34,3.32,3.36
50,USGS,02154790,2016-11-19,3.35,3.34,3.36
51,USGS,02154790,2016-11-20,3.34,3.33,3.36
