,agency_cd,site_no,datetime,Gage height_Max,Gage height_Min,Gage height_Mean
0,USGS,02186702,2016-09-30,3.04,2.99,3.02
1,USGS,02186702,2016-10-01,3.02,2.98,3.00
2,USGS,02186702,2016-10-02,3.17,2.88,3.02
3,USGS,02186702,2016-10-03,3.01,2.98,3.00
4,USGS,02186702,2016-10-04,3.00,2.97,2.99
5,USGS,02186702,2016-10-05,2.99,2.95,2.97
6,USGS,02186702,2016-10-06,3.01,2.97,2.98
7,USGS,02186702,2016-10-07,3.45,2.96,3.09
8,USGS,02186702,2016-10-08,3.26,3.09,3.18
9,USGS,02186702,2016-10-09,3.09,3.00,3.05
10,USGS,02186702,2016-10-10,3.01,2.97,2.99
11,USGS,02186702,2016-10-11,2.99,2.95,2.97
12,USGS,02186702,2016-10-12,3.03,2.97,3.00
13,USGS,02186702,2016-10-13,3.05,3.00,3.03
14,USGS,02186702,2016-10-14,3.03,3.00,3.02
15,USGS,02186702,2016-10-15,3.04,3.00,3.02
16,USGS,02186702,2016-10-16,3.10,2.99,3.05
17,USGS,02186702,2016-10-17,3.02,2.99,3.01
18,USGS,02186702,2016-10-18,3.04,2.98,3.01
19,USGS,02186702,2016-10-19,3.04,3.00,3.02
20,USGS,02186702,2016-10-20,3.04,3.00,3.02
21,USGS,02186702,2016-10-21,3.06,2.99,3.01
22,USGS,02186702,2016-10-22,3.00,2.97,2.99
23,USGS,02186702,2016-10-23,3.18,2.90,3.02
24,USGS,02186702,2016-10-24,3.02,2.97,2.99
25,USGS,02186702,2016-10-25,3.03,2.98,3.00
26,USGS,02186702,2016-10-26,3.03,2.99,3.01
27,USGS,02186702,2016-10-27,3.07,3.01,3.04
28,USGS,02186702,2016-10-28,3.07,3.03,3.05
29,USGS,02186702,2016-10-29,3.06,3.01,3.04
30,USGS,02186702,2016-10-30,3.08,3.04,3.07
31,USGS,02186702,2016-10-31,3.05,3.00,3.02
32,USGS,02186702,2016-11-01,3.05,3.00,3.02
33,USGS,02186702,2016-11-02,3.08,3.04,3.06
34,USGS,02186702,2016-11-03,3.08,3.05,3.07
35,USGS,02186702,2016-11-04,3.08,3.03,3.06
36,USGS,02186702,2016-11-05,3.08,3.02,3.05
37,USGS,02186702,2016-11-06,3.22,3.02,3.09
38,USGS,02186702,2016-11-07,3.09,3.02,3.05
39,USGS,02186702,2016-11-08,3.08,3.00,3.05
40,USGS,02186702,2016-11-09,3.10,3.06,3.08
41,USGS,02186702,2016-11-10,3.10,3.07,3.08
42,USGS,02186702,2016-11-11,3.09,3.05,3.07
43,USGS,02186702,2016-11-12,3.10,3.06,3.09
44,USGS,02186702,2016-11-13,3.15,3.09,3.12
45,USGS,02186702,2016-11-14,3.14,3.11,3.12
46,USGS,02186702,2016-11-15,3.14,3.09,3.12
47,USGS,02186702,2016-11-16,3.13,3.08,3.11
48,USGS,02186702,2016-11-17,3.14,3.10,3.12
49,USGS,02186702,2016-11-18,3.15,3.09,3.13
50,USGS,02186702,2016-11-19,3.15,3.11,3.14
51,USGS,02186702,2016-11-20,3.14,3.09,3.11
52,USGS,02186702,2016-11-21,3.13,3.10,3.11
53,USGS,02186702,2016-11-22,3.14,3.09,3.12
54,USGS,02186702,2016-11-23,3.14,3.10,3.12
55,USGS,02186702,2016-11-24,3.29,3.06,3.17
56,USGS,02186702,2016-11-25,3.20,3.05,3.14
57,USGS,02186702,2016-11-26,3.18,3.11,3.15
58,USGS,02186702,2016-11-27,3.17,3.13,3.15
59,USGS,02186702,2016-11-28,3.15,3.12,3.14
60,USGS,02186702,2016-11-29,4.13,3.11,3.76
61,USGS,02186702,2016-11-30,4.17,3.43,3.73
62,USGS,02186702,2016-12-01,3.99,3.38,3.67
63,USGS,02186702,2016-12-02,3.38,3.26,3.30
64,USGS,02186702,2016-12-03,3.27,3.21,3.24
65,USGS,02186702,2016-12-04,3.64,3.21,3.39
66,USGS,02186702,2016-12-05,3.65,3.42,3.55
67,USGS,02186702,2016-12-06,3.86,3.41,3.61
68,USGS,02186702,2016-12-07,3.76,3.41,3.56
69,USGS,02186702,2016-12-08,3.41,3.31,3.35
70,USGS,02186702,2016-12-09,3.31,3.25,3.28
71,USGS,02186702,2016-12-10,3.27,3.23,3.25
72,USGS,02186702,2016-12-11,3.30,3.22,3.25
73,USGS,02186702,2016-12-12,3.26,3.23,3.24
74,USGS,02186702,2016-12-13,3.26,3.22,3.24
75,USGS,02186702,2016-12-14,3.26,3.22,3.24
76,USGS,02186702,2016-12-15,3.25,3.20,3.23
77,USGS,02186702,2016-12-16,3.22,3.19,3.21
78,USGS,02186702,2016-12-17,3.27,3.19,3.22
79,USGS,02186702,2016-12-18,3.36,3.18,3.27
80,USGS,02186702,2016-12-19,3.26,3.21,3.22
81,USGS,02186702,2016-12-20,3.23,3.19,3.21
82,USGS,02186702,2016-12-21,3.22,3.19,3.21
83,USGS,02186702,2016-12-22,3.22,3.19,3.20
84,USGS,02186702,2016-12-23,3.24,3.19,3.22
85,USGS,02186702,2016-12-24,3.25,3.21,3.23
86,USGS,02186702,2016-12-25,3.25,3.19,3.23
87,USGS,02186702,2016-12-26,3.23,3.17,3.20
88,USGS,02186702,2016-12-27,3.26,3.21,3.23
89,USGS,02186702,2016-12-28,3.24,3.19,3.22
90,USGS,02186702,2016-12-29,3.66,3.19,3.50
91,USGS,02186702,2016-12-30,3.55,3.29,3.36
92,USGS,02186702,2016-12-31,3.30,3.22,3.26
93,USGS,02186702,2017-01-01,3.38,3.25,3.33
94,USGS,02186702,2017-01-02,3.82,3.38,3.70
95,USGS,02186702,2017-01-03,4.29,3.75,4.05
96,USGS,02186702,2017-01-04,3.75,3.48,3.59
97,USGS,02186702,2017-01-05,3.50,3.40,3.44
98,USGS,02186702,2017-01-06,3.45,3.38,3.40
99,USGS,02186702,2017-01-07,3.56,3.45,3.52
100,USGS,02186702,2017-01-08,3.51,3.36,3.43
101,USGS,02186702,2017-01-09,3.39,3.33,3.36
102,USGS,02186702,2017-01-10,3.36,3.31,3.34
103,USGS,02186702,2017-01-11,3.40,3.34,3.37
104,USGS,02186702,2017-01-12,3.40,3.34,3.37
