,agency_cd,site_no,datetime,Gage height_Max,Gage height_Min,Gage height_Mean
0,USGS,02136361,2016-09-30,1.78,1.66,1.72
1,USGS,02136361,2016-10-01,1.67,1.61,1.64
2,USGS,02136361,2016-10-02,1.61,1.56,1.59
3,USGS,02136361,2016-10-03,1.57,1.53,1.55
4,USGS,02136361,2016-10-04,1.64,1.52,1.58
5,USGS,02136361,2016-10-05,1.60,1.52,1.56
6,USGS,02136361,2016-10-06,1.52,1.48,1.50
7,USGS,02136361,2016-10-07,1.74,1.47,1.50
8,USGS,02136361,2016-10-08,5.14,1.74,3.87
9,USGS,02136361,2016-10-09,3.70,2.69,3.05
10,USGS,02136361,2016-10-10,2.70,2.49,2.59
11,USGS,02136361,2016-10-11,2.50,2.30,2.40
12,USGS,02136361,2016-10-12,2.31,2.17,2.24
13,USGS,02136361,2016-10-13,2.18,2.06,2.13
14,USGS,02136361,2016-10-14,2.08,2.02,2.05
15,USGS,02136361,2016-10-15,2.03,1.96,2.00
16,USGS,02136361,2016-10-16,1.99,1.94,1.96
17,USGS,02136361,2016-10-17,1.95,1.91,1.93
18,USGS,02136361,2016-10-18,1.92,1.88,1.90
19,USGS,02136361,2016-10-19,1.89,1.84,1.87
20,USGS,02136361,2016-10-20,1.85,1.81,1.83
21,USGS,02136361,2016-10-21,1.82,1.77,1.79
22,USGS,02136361,2016-10-22,1.78,1.72,1.75
23,USGS,02136361,2016-10-23,1.73,1.69,1.71
24,USGS,02136361,2016-10-24,1.69,1.65,1.67
25,USGS,02136361,2016-10-25,1.66,1.62,1.64
26,USGS,02136361,2016-10-26,1.63,1.60,1.62
27,USGS,02136361,2016-10-27,1.60,1.57,1.59
28,USGS,02136361,2016-10-28,1.58,1.56,1.57
29,USGS,02136361,2016-10-29,1.56,1.53,1.55
30,USGS,02136361,2016-10-30,1.54,1.51,1.53
31,USGS,02136361,2016-10-31,1.52,1.49,1.51
32,USGS,02136361,2016-11-01,1.50,1.47,1.49
33,USGS,02136361,2016-11-02,1.48,1.45,1.47
34,USGS,02136361,2016-11-03,1.47,1.43,1.46
35,USGS,02136361,2016-11-04,1.45,1.41,1.44
36,USGS,02136361,2016-11-05,1.43,1.41,1.42
37,USGS,02136361,2016-11-06,1.41,1.40,1.41
38,USGS,02136361,2016-11-07,1.40,1.38,1.39
39,USGS,02136361,2016-11-08,1.39,1.37,1.38
40,USGS,02136361,2016-11-09,1.38,1.35,1.37
41,USGS,02136361,2016-11-10,1.36,1.34,1.35
42,USGS,02136361,2016-11-11,1.34,1.33,1.34
43,USGS,02136361,2016-11-12,1.34,1.32,1.33
44,USGS,02136361,2016-11-13,1.43,1.31,1.35
45,USGS,02136361,2016-11-14,1.43,1.39,1.41
46,USGS,02136361,2016-11-15,1.40,1.37,1.39
47,USGS,02136361,2016-11-16,1.38,1.36,1.38
48,USGS,02136361,2016-11-17,1.37,1.36,1.37
49,USGS,02136361,2016-11-18,1.36,1.34,1.35
50,USGS,02136361,2016-11-19,1.35,1.33,1.34
51,USGS,02136361,2016-11-20,1.33,1.31,1.32
52,USGS,02136361,2016-11-21,1.32,1.30,1.31
53,USGS,02136361,2016-11-22,1.31,1.29,1.30
54,USGS,02136361,2016-11-23,1.31,1.29,1.30
