,agency_cd,site_no,datetime,Gage height_Min,Gage height_Mean,Gage height_Max
68,USGS,02131000,2016-12-07,5.84,6.13,6.36
69,USGS,02131000,2016-12-08,6.36,6.45,6.55
70,USGS,02131000,2016-12-09,6.54,6.62,6.72
71,USGS,02131000,2016-12-10,6.55,6.71,6.77
72,USGS,02131000,2016-12-11,5.84,6.19,6.55
73,USGS,02131000,2016-12-12,5.62,5.71,5.84
74,USGS,02131000,2016-12-13,5.62,5.69,5.80
75,USGS,02131000,2016-12-14,5.80,6.05,6.30
76,USGS,02131000,2016-12-15,6.30,6.58,6.88
77,USGS,02131000,2016-12-16,6.88,7.15,7.43
78,USGS,02131000,2016-12-17,7.43,8.15,9.79
79,USGS,02131000,2016-12-18,9.79,10.54,10.85
80,USGS,02131000,2016-12-19,8.72,9.48,10.26
81,USGS,02131000,2016-12-20,8.32,8.45,8.76
82,USGS,02131000,2016-12-21,8.33,8.76,9.35
83,USGS,02131000,2016-12-22,9.35,9.49,9.56
84,USGS,02131000,2016-12-23,8.49,9.02,9.41
85,USGS,02131000,2016-12-24,7.26,7.86,8.49
86,USGS,02131000,2016-12-25,6.35,6.78,7.26
87,USGS,02131000,2016-12-26,5.77,6.02,6.35
88,USGS,02131000,2016-12-27,5.47,5.60,5.78
89,USGS,02131000,2016-12-28,5.29,5.38,5.47
90,USGS,02131000,2016-12-29,5.17,5.23,5.29
91,USGS,02131000,2016-12-30,5.21,5.60,6.28
92,USGS,02131000,2016-12-31,6.28,6.71,6.89
93,USGS,02131000,2017-01-01,6.79,6.84,6.95
94,USGS,02131000,2017-01-02,6.95,7.24,7.37
95,USGS,02131000,2017-01-03,7.36,8.13,9.79
96,USGS,02131000,2017-01-04,9.79,12.51,15.08
97,USGS,02131000,2017-01-05,15.08,16.21,16.70
98,USGS,02131000,2017-01-06,16.37,16.62,16.74
99,USGS,02131000,2017-01-07,15.85,16.05,16.37
100,USGS,02131000,2017-01-08,15.83,15.93,16.07
101,USGS,02131000,2017-01-09,,,
102,USGS,02131000,2017-01-10,16.56,16.61,16.63
103,USGS,02131000,2017-01-11,15.88,16.27,16.56
104,USGS,02131000,2017-01-12,13.85,14.97,15.88
105,USGS,02131000,2017-01-13,11.79,12.86,13.85
106,USGS,02131000,2017-01-14,9.56,10.65,11.79
107,USGS,02131000,2017-01-15,8.06,8.73,9.56
108,USGS,02131000,2017-01-16,7.32,7.65,8.06
109,USGS,02131000,2017-01-17,7.06,7.16,7.32
110,USGS,02131000,2017-01-18,7.16,8.06,8.76
111,USGS,02131000,2017-01-19,7.51,8.23,8.76
112,USGS,02131000,2017-01-20,7.16,7.64,8.89
113,USGS,02131000,2017-01-21,8.89,9.66,9.95
114,USGS,02131000,2017-01-22,9.09,9.49,9.84
115,USGS,02131000,2017-01-23,8.54,8.76,9.19
116,USGS,02131000,2017-01-24,9.19,12.06,16.43
117,USGS,02131000,2017-01-25,16.43,18.31,19.34
118,USGS,02131000,2017-01-26,19.34,19.71,19.98
119,USGS,02131000,2017-01-27,19.98,20.20,20.38
120,USGS,02131000,2017-01-28,20.20,20.38,20.44
121,USGS,02131000,2017-01-29,19.09,19.71,20.23
122,USGS,02131000,2017-01-30,17.57,18.32,19.09
123,USGS,02131000,2017-01-31,15.90,16.70,17.57
124,USGS,02131000,2017-02-01,14.55,15.25,15.91
125,USGS,02131000,2017-02-02,12.05,13.40,14.55
126,USGS,02131000,2017-02-03,9.54,10.73,12.05
127,USGS,02131000,2017-02-04,8.18,8.76,9.54
128,USGS,02131000,2017-02-05,7.56,7.82,8.18
129,USGS,02131000,2017-02-06,7.54,7.89,8.38
130,USGS,02131000,2017-02-07,8.38,8.65,8.93
131,USGS,02131000,2017-02-08,8.75,8.98,9.62
132,USGS,02131000,2017-02-09,9.09,9.60,9.84
133,USGS,02131000,2017-02-10,8.33,8.64,9.09
134,USGS,02131000,2017-02-11,8.20,8.47,9.05
135,USGS,02131000,2017-02-12,8.51,9.00,9.24
136,USGS,02131000,2017-02-13,7.52,7.94,8.51
137,USGS,02131000,2017-02-14,7.41,7.80,8.54
138,USGS,02131000,2017-02-15,7.85,8.31,8.58
139,USGS,02131000,2017-02-16,7.28,7.43,7.85
140,USGS,02131000,2017-02-17,7.43,8.02,8.56
141,USGS,02131000,2017-02-18,8.56,8.91,9.60
142,USGS,02131000,2017-02-19,9.60,9.87,10.00
143,USGS,02131000,2017-02-20,8.56,9.21,9.74
144,USGS,02131000,2017-02-21,7.71,8.07,8.56
145,USGS,02131000,2017-02-22,7.19,7.42,7.71
146,USGS,02131000,2017-02-23,7.19,7.73,8.50
147,USGS,02131000,2017-02-24,8.50,9.05,9.23
148,USGS,02131000,2017-02-25,8.31,8.95,9.27
149,USGS,02131000,2017-02-26,7.17,7.66,8.31
150,USGS,02131000,2017-02-27,6.85,6.99,7.17
151,USGS,02131000,2017-02-28,6.81,7.16,8.18
152,USGS,02131000,2017-03-01,8.18,8.95,9.24
153,USGS,02131000,2017-03-02,7.90,8.35,9.07
154,USGS,02131000,2017-03-03,7.81,8.12,8.29
155,USGS,02131000,2017-03-04,6.89,7.27,7.81
156,USGS,02131000,2017-03-05,6.65,6.76,6.89
157,USGS,02131000,2017-03-06,6.56,6.82,7.55
158,USGS,02131000,2017-03-07,7.55,8.47,8.87
159,USGS,02131000,2017-03-08,7.31,8.10,8.79
160,USGS,02131000,2017-03-09,6.58,6.86,7.31
161,USGS,02131000,2017-03-10,6.37,6.47,6.58
162,USGS,02131000,2017-03-11,6.14,6.25,6.37
163,USGS,02131000,2017-03-12,6.11,6.14,6.16
164,USGS,02131000,2017-03-13,6.12,6.18,6.27
165,USGS,02131000,2017-03-14,6.27,7.00,8.52
166,USGS,02131000,2017-03-15,8.52,9.00,9.21
167,USGS,02131000,2017-03-16,8.13,8.31,8.67
168,USGS,02131000,2017-03-17,8.39,8.67,8.89
169,USGS,02131000,2017-03-18,8.29,8.71,8.91
170,USGS,02131000,2017-03-19,7.29,7.70,8.29
171,USGS,02131000,2017-03-20,7.07,7.17,7.29
172,USGS,02131000,2017-03-21,6.96,7.02,7.07
173,USGS,02131000,2017-03-22,7.07,7.12,7.17
174,USGS,02131000,2017-03-23,6.91,7.02,7.08
175,USGS,02131000,2017-03-24,6.80,6.85,6.91
176,USGS,02131000,2017-03-25,6.74,6.79,6.89
177,USGS,02131000,2017-03-26,6.89,6.98,7.10
178,USGS,02131000,2017-03-27,7.10,7.14,7.18
179,USGS,02131000,2017-03-28,7.13,7.28,7.42
180,USGS,02131000,2017-03-29,7.05,7.22,7.39
181,USGS,02131000,2017-03-30,6.62,6.86,7.05
182,USGS,02131000,2017-03-31,6.45,6.51,6.62
183,USGS,02131000,2017-04-01,6.48,6.56,6.63
184,USGS,02131000,2017-04-02,6.61,6.67,6.70
185,USGS,02131000,2017-04-03,6.60,6.71,6.97
186,USGS,02131000,2017-04-04,6.97,7.85,8.87
187,USGS,02131000,2017-04-05,8.73,8.94,9.08
188,USGS,02131000,2017-04-06,8.51,8.75,9.54
189,USGS,02131000,2017-04-07,9.54,11.48,13.54
190,USGS,02131000,2017-04-08,13.54,15.03,15.88
191,USGS,02131000,2017-04-09,15.88,16.05,16.12
192,USGS,02131000,2017-04-10,15.21,15.67,16.02
193,USGS,02131000,2017-04-11,13.66,14.55,15.21
194,USGS,02131000,2017-04-12,12.29,12.76,13.66
195,USGS,02131000,2017-04-13,12.12,12.21,12.30
196,USGS,02131000,2017-04-14,10.22,11.42,12.12
197,USGS,02131000,2017-04-15,7.77,8.84,10.22
198,USGS,02131000,2017-04-16,6.99,7.27,7.77
199,USGS,02131000,2017-04-17,6.92,7.30,8.12
200,USGS,02131000,2017-04-18,8.12,8.29,8.35
201,USGS,02131000,2017-04-19,7.40,7.96,8.35
202,USGS,02131000,2017-04-20,7.22,7.35,7.45
203,USGS,02131000,2017-04-21,7.36,7.43,7.52
204,USGS,02131000,2017-04-22,6.57,6.94,7.38
205,USGS,02131000,2017-04-23,6.30,6.40,6.57
206,USGS,02131000,2017-04-24,6.31,6.46,6.71
207,USGS,02131000,2017-04-25,6.71,9.92,15.65
208,USGS,02131000,2017-04-26,15.65,18.07,19.26
209,USGS,02131000,2017-04-27,19.26,19.73,20.10
210,USGS,02131000,2017-04-28,20.10,20.52,20.99
211,USGS,02131000,2017-04-29,20.99,21.48,21.98
212,USGS,02131000,2017-04-30,21.98,22.53,23.11
213,USGS,02131000,2017-05-01,23.11,23.43,23.64
214,USGS,02131000,2017-05-02,23.28,23.52,23.64
215,USGS,02131000,2017-05-03,22.47,22.90,23.28
216,USGS,02131000,2017-05-04,21.41,21.97,22.47
217,USGS,02131000,2017-05-05,20.42,20.94,21.44
218,USGS,02131000,2017-05-06,19.87,20.09,20.42
219,USGS,02131000,2017-05-07,19.85,19.87,19.89
220,USGS,02131000,2017-05-08,19.63,19.78,19.87
221,USGS,02131000,2017-05-09,19.01,19.35,19.63
222,USGS,02131000,2017-05-10,18.19,18.57,19.01
223,USGS,02131000,2017-05-11,17.47,17.78,18.19
224,USGS,02131000,2017-05-12,16.35,17.00,17.47
225,USGS,02131000,2017-05-13,14.52,15.54,16.35
226,USGS,02131000,2017-05-14,12.20,13.44,14.52
227,USGS,02131000,2017-05-15,9.42,10.77,12.20
228,USGS,02131000,2017-05-16,8.77,8.94,9.42
229,USGS,02131000,2017-05-17,9.12,9.34,9.51
230,USGS,02131000,2017-05-18,9.10,9.44,9.74
231,USGS,02131000,2017-05-19,9.74,10.02,10.16
232,USGS,02131000,2017-05-20,9.62,10.03,10.17
233,USGS,02131000,2017-05-21,7.10,8.32,9.62
234,USGS,02131000,2017-05-22,6.59,6.94,7.89
235,USGS,02131000,2017-05-23,7.89,9.34,10.26
236,USGS,02131000,2017-05-24,10.26,11.33,13.16
237,USGS,02131000,2017-05-25,13.16,15.94,18.03
238,USGS,02131000,2017-05-26,18.03,18.93,19.50
239,USGS,02131000,2017-05-27,19.50,19.82,20.14
240,USGS,02131000,2017-05-28,20.14,20.58,20.97
241,USGS,02131000,2017-05-29,20.97,21.23,21.38
242,USGS,02131000,2017-05-30,21.07,21.28,21.38
243,USGS,02131000,2017-05-31,20.27,20.68,21.07
244,USGS,02131000,2017-06-01,19.45,19.85,20.27
245,USGS,02131000,2017-06-02,18.36,18.96,19.45
246,USGS,02131000,2017-06-03,17.36,17.81,18.36
247,USGS,02131000,2017-06-04,15.82,16.77,17.36
248,USGS,02131000,2017-06-05,14.73,15.10,15.82
249,USGS,02131000,2017-06-06,15.01,15.64,16.40
250,USGS,02131000,2017-06-07,16.40,17.12,17.81
251,USGS,02131000,2017-06-08,17.81,18.07,18.18
252,USGS,02131000,2017-06-09,17.32,17.85,18.13
253,USGS,02131000,2017-06-10,14.47,16.07,17.32
254,USGS,02131000,2017-06-11,12.55,13.38,14.47
255,USGS,02131000,2017-06-12,11.36,11.82,12.55
256,USGS,02131000,2017-06-13,9.72,10.55,11.36
257,USGS,02131000,2017-06-14,9.70,10.05,10.57
258,USGS,02131000,2017-06-15,10.57,10.81,10.99
259,USGS,02131000,2017-06-16,9.61,10.41,10.83
260,USGS,02131000,2017-06-17,6.94,8.11,9.61
261,USGS,02131000,2017-06-18,6.93,7.74,8.68
262,USGS,02131000,2017-06-19,8.68,9.25,9.56
263,USGS,02131000,2017-06-20,9.56,9.80,9.96
264,USGS,02131000,2017-06-21,9.87,11.18,13.91
265,USGS,02131000,2017-06-22,13.91,16.14,17.59
266,USGS,02131000,2017-06-23,17.59,17.93,18.04
267,USGS,02131000,2017-06-24,17.43,17.77,17.98
268,USGS,02131000,2017-06-25,15.61,16.66,17.43
269,USGS,02131000,2017-06-26,13.77,14.59,15.61
270,USGS,02131000,2017-06-27,12.94,13.34,13.77
271,USGS,02131000,2017-06-28,11.89,12.51,12.94
272,USGS,02131000,2017-06-29,9.03,10.63,11.89
273,USGS,02131000,2017-06-30,6.00,7.35,9.03
274,USGS,02131000,2017-07-01,5.04,5.40,6.00
275,USGS,02131000,2017-07-02,5.16,5.23,5.41
276,USGS,02131000,2017-07-03,5.41,6.70,7.42
277,USGS,02131000,2017-07-04,7.33,7.94,9.37
278,USGS,02131000,2017-07-05,9.37,10.37,10.73
279,USGS,02131000,2017-07-06,9.10,9.57,10.50
280,USGS,02131000,2017-07-07,9.31,10.11,10.54
281,USGS,02131000,2017-07-08,9.02,9.65,10.50
282,USGS,02131000,2017-07-09,9.04,9.20,9.33
283,USGS,02131000,2017-07-10,8.06,8.43,9.18
284,USGS,02131000,2017-07-11,7.34,7.95,8.29
285,USGS,02131000,2017-07-12,7.16,7.54,8.30
286,USGS,02131000,2017-07-13,7.94,8.31,8.51
287,USGS,02131000,2017-07-14,7.11,7.42,7.94
288,USGS,02131000,2017-07-15,7.41,8.15,8.48
289,USGS,02131000,2017-07-16,7.51,8.09,8.48
290,USGS,02131000,2017-07-17,6.46,7.00,7.51
291,USGS,02131000,2017-07-18,6.23,6.38,6.94
292,USGS,02131000,2017-07-19,6.94,7.45,7.58
293,USGS,02131000,2017-07-20,7.23,7.40,7.53
294,USGS,02131000,2017-07-21,7.27,7.36,7.47
295,USGS,02131000,2017-07-22,7.44,7.59,7.78
296,USGS,02131000,2017-07-23,6.72,7.27,7.77
297,USGS,02131000,2017-07-24,5.71,6.09,6.72
298,USGS,02131000,2017-07-25,5.78,6.52,7.37
299,USGS,02131000,2017-07-26,6.84,7.14,7.39
300,USGS,02131000,2017-07-27,6.37,6.67,6.84
301,USGS,02131000,2017-07-28,6.07,6.32,6.89
302,USGS,02131000,2017-07-29,6.75,7.18,7.41
303,USGS,02131000,2017-07-30,4.94,5.76,6.75
304,USGS,02131000,2017-07-31,4.33,4.57,4.94
305,USGS,02131000,2017-08-01,4.09,4.21,4.34
306,USGS,02131000,2017-08-02,4.03,4.10,4.45
307,USGS,02131000,2017-08-03,4.45,4.73,4.90
308,USGS,02131000,2017-08-04,3.87,4.12,4.48
309,USGS,02131000,2017-08-05,3.69,3.79,3.90
310,USGS,02131000,2017-08-06,3.72,3.80,3.91
311,USGS,02131000,2017-08-07,3.79,3.87,3.93
312,USGS,02131000,2017-08-08,3.79,3.94,4.11
313,USGS,02131000,2017-08-09,4.11,4.19,4.25
314,USGS,02131000,2017-08-10,4.14,4.22,4.26
315,USGS,02131000,2017-08-11,4.02,4.08,4.14
316,USGS,02131000,2017-08-12,3.89,4.01,4.05
317,USGS,02131000,2017-08-13,3.84,3.90,3.93
318,USGS,02131000,2017-08-14,3.83,3.90,3.92
319,USGS,02131000,2017-08-15,3.84,3.92,4.13
320,USGS,02131000,2017-08-16,4.13,4.75,5.20
321,USGS,02131000,2017-08-17,5.20,5.76,7.11
322,USGS,02131000,2017-08-18,7.11,7.70,7.87
323,USGS,02131000,2017-08-19,7.86,8.14,8.46
324,USGS,02131000,2017-08-20,6.85,7.63,8.44
325,USGS,02131000,2017-08-21,5.98,6.50,6.85
326,USGS,02131000,2017-08-22,5.33,5.65,5.98
327,USGS,02131000,2017-08-23,5.08,5.31,5.46
328,USGS,02131000,2017-08-24,5.26,5.57,6.14
329,USGS,02131000,2017-08-25,6.14,6.44,6.63
330,USGS,02131000,2017-08-26,4.51,5.29,6.15
331,USGS,02131000,2017-08-27,3.81,4.07,4.51
332,USGS,02131000,2017-08-28,3.52,3.66,3.81
333,USGS,02131000,2017-08-29,3.48,3.55,3.60
334,USGS,02131000,2017-08-30,3.59,3.65,3.70
335,USGS,02131000,2017-08-31,3.62,3.70,3.84
336,USGS,02131000,2017-09-01,3.78,3.83,3.85
337,USGS,02131000,2017-09-02,3.85,3.90,3.95
338,USGS,02131000,2017-09-03,3.95,4.06,4.12
339,USGS,02131000,2017-09-04,4.09,4.13,4.16
340,USGS,02131000,2017-09-05,3.87,3.99,4.09
341,USGS,02131000,2017-09-06,3.89,4.03,4.50
342,USGS,02131000,2017-09-07,4.50,5.18,5.39
343,USGS,02131000,2017-09-08,5.04,5.15,5.34
344,USGS,02131000,2017-09-09,5.34,6.65,7.76
345,USGS,02131000,2017-09-10,7.55,7.89,8.02
346,USGS,02131000,2017-09-11,6.68,7.12,7.57
347,USGS,02131000,2017-09-12,6.18,6.37,6.73
348,USGS,02131000,2017-09-13,6.22,6.64,7.06
349,USGS,02131000,2017-09-14,6.21,6.72,7.06
350,USGS,02131000,2017-09-15,5.68,5.90,6.21
351,USGS,02131000,2017-09-16,5.22,5.46,5.68
352,USGS,02131000,2017-09-17,4.85,5.00,5.22
353,USGS,02131000,2017-09-18,4.71,4.78,4.85
354,USGS,02131000,2017-09-19,4.59,4.65,4.72
355,USGS,02131000,2017-09-20,4.72,5.04,5.24
356,USGS,02131000,2017-09-21,5.24,5.30,5.34
357,USGS,02131000,2017-09-22,5.33,5.43,5.67
358,USGS,02131000,2017-09-23,5.67,5.95,6.10
359,USGS,02131000,2017-09-24,5.10,5.76,6.09
360,USGS,02131000,2017-09-25,3.72,4.29,5.10
361,USGS,02131000,2017-09-26,3.46,3.59,3.85
362,USGS,02131000,2017-09-27,3.85,4.26,4.42
363,USGS,02131000,2017-09-28,4.42,4.57,4.66
364,USGS,02131000,2017-09-29,4.62,4.69,4.72
365,USGS,02131000,2017-09-30,4.70,4.80,5.11
