,agency_cd,site_no,datetime,Dissolved oxygen_Mean,"Turbidity, water_Max",Temperature_Mean,Precipitation,"Turbidity, water_Mean",Temperature_Min,Temperature_Max,Dissolved oxygen_Min,Dissolved oxygen_Max,Gage height_Max,Gage height_Min,"Turbidity, water_Min",Gage height_Mean
201,USGS,02110400,2017-04-19,8.9,15.2,22.2,0.24,5.8,21.1,23.4,6.6,11.5,7.05,6.91,3.6,6.98
202,USGS,02110400,2017-04-20,6.8,29.3,21.7,0.00,19.2,19.6,25.7,5.3,9.8,6.97,6.72,10.7,6.85
203,USGS,02110400,2017-04-21,6.5,22.2,22.7,0.00,9.7,21.1,26.4,5.0,11.6,6.72,6.48,5.5,6.61
204,USGS,02110400,2017-04-22,6.8,15.8,23.3,0.00,7.4,21.7,26.2,5.2,13.0,6.48,6.25,4.0,6.37
205,USGS,02110400,2017-04-23,8.7,9.7,23.1,0.15,5.8,21.8,25.6,5.3,12.8,6.25,6.08,4.3,6.16
206,USGS,02110400,2017-04-24,6.9,188,19.8,1.77,49.9,19.0,21.8,6.2,9.4,9.30,6.07,4.8,7.58
207,USGS,02110400,2017-04-25,6.6,33.9,18.7,0.08,24.3,18.4,19.0,6.2,6.9,9.23,7.88,19.5,8.43
208,USGS,02110400,2017-04-26,7.3,20.1,19.9,0.00,16.2,17.8,22.8,6.9,7.8,7.88,7.76,12.4,7.78
209,USGS,02110400,2017-04-27,7.3,20.3,21.4,0.00,12.5,19.4,23.5,6.8,7.8,8.07,7.79,9.9,7.92
210,USGS,02110400,2017-04-28,7.0,14.3,23.6,0.00,10.7,21.6,27.0,6.6,7.6,8.44,8.07,7.8,8.26
211,USGS,02110400,2017-04-29,6.0,13.6,24.7,0.00,9.9,23.9,26.7,5.0,7.2,8.80,8.44,7.8,8.63
212,USGS,02110400,2017-04-30,5.7,15.0,25.1,0.00,9.6,24.4,26.5,4.6,6.5,9.04,8.80,7.8,8.94
213,USGS,02110400,2017-05-01,6.4,11.4,25.4,0.28,7.9,25.2,25.6,5.8,6.8,9.13,9.04,6.3,9.09
214,USGS,02110400,2017-05-02,6.2,15.9,25.4,0.02,8.4,24.9,25.9,4.9,6.9,9.14,9.12,5.7,9.13
215,USGS,02110400,2017-05-03,6.3,15.9,24.2,0.00,9.3,23.8,25.1,5.3,7.0,9.12,9.06,6.2,9.10
216,USGS,02110400,2017-05-04,6.1,16.0,22.9,0.01,8.8,22.4,23.8,5.6,6.6,9.06,8.98,5.5,9.02
217,USGS,02110400,2017-05-05,6.5,8.6,23.2,0.27,6.8,22.6,23.6,4.8,7.2,9.01,8.94,4.9,8.97
218,USGS,02110400,2017-05-06,7.2,9.6,22.9,0.03,6.0,22.5,24.0,5.7,8.5,8.94,8.84,3.8,8.89
219,USGS,02110400,2017-05-07,7.6,8.1,20.9,0.04,5.6,20.2,22.9,7.1,8.4,8.85,8.74,4.2,8.79
220,USGS,02110400,2017-05-08,8.1,11.1,20.6,0.00,5.2,20.4,21.1,7.0,9.2,8.74,8.61,3.1,8.67
221,USGS,02110400,2017-05-09,8.0,8.1,20.9,0.00,4.2,20.6,21.1,7.1,8.8,8.61,8.49,2.8,8.55
222,USGS,02110400,2017-05-10,7.2,5.1,21.2,0.00,4.1,20.9,21.5,6.5,7.7,8.49,8.35,3.6,8.42
223,USGS,02110400,2017-05-11,6.3,4.8,21.6,0.00,3.8,21.3,22.0,5.8,6.7,8.35,8.19,3.2,8.27
224,USGS,02110400,2017-05-12,5.5,7.8,22.2,0.00,4.0,21.9,22.6,5.0,6.1,8.19,8.02,3.0,8.11
225,USGS,02110400,2017-05-13,6.7,5.4,23.0,0.22,3.6,22.5,23.4,4.9,7.7,8.02,7.84,2.8,7.93
226,USGS,02110400,2017-05-14,7.6,5.0,22.2,0.01,3.4,21.7,23.0,6.8,8.3,7.84,7.58,2.5,7.72
227,USGS,02110400,2017-05-15,7.6,4.6,22.9,0.00,3.7,22.2,23.5,7.1,8.0,7.58,7.23,3.3,7.41
228,USGS,02110400,2017-05-16,7.2,11.6,24.2,0.00,4.7,23.3,24.9,6.7,7.7,7.23,6.81,3.6,7.03
229,USGS,02110400,2017-05-17,6.5,11.7,25.9,0.00,3.9,24.8,26.6,5.3,8.3,6.81,6.32,2.3,6.58
230,USGS,02110400,2017-05-18,6.5,6.3,26.3,0.00,4.0,25.2,28.0,5.6,8.4,6.32,5.78,2.8,6.06
231,USGS,02110400,2017-05-19,6.5,7.6,25.3,0.00,4.5,24.0,27.4,5.8,8.0,5.78,5.47,2.8,5.57
232,USGS,02110400,2017-05-20,6.1,8.7,25.1,0.00,5.0,24.3,26.3,5.4,7.2,5.47,5.45,2.9,5.46
233,USGS,02110400,2017-05-21,5.7,8.8,26.6,0.02,5.9,25.4,28.0,5.2,7.2,5.46,5.44,4.0,5.45
234,USGS,02110400,2017-05-22,6.3,13.4,26.6,0.64,5.4,25.8,27.8,5.2,8.5,5.48,5.43,3.0,5.45
235,USGS,02110400,2017-05-23,6.8,89.4,25.1,1.52,13.5,23.4,26.6,6.0,9.2,5.92,5.46,3.6,5.62
236,USGS,02110400,2017-05-24,7.1,30.9,24.4,0.34,15.1,23.0,26.5,5.8,9.1,5.91,5.61,8.0,5.73
237,USGS,02110400,2017-05-25,7.9,11.3,24.4,0.10,8.3,22.7,27.0,5.8,10.8,5.75,5.64,6.3,5.69
238,USGS,02110400,2017-05-26,7.4,12.2,22.8,0.00,6.2,20.4,27.3,6.2,10.7,5.66,5.57,4.2,5.61
239,USGS,02110400,2017-05-27,6.6,8.2,23.3,0.00,5.1,21.9,26.2,5.7,7.4,5.57,5.55,3.7,5.56
240,USGS,02110400,2017-05-28,5.9,11.4,25.6,0.00,4.7,24.5,28.1,5.1,7.1,5.58,5.55,2.9,5.57
241,USGS,02110400,2017-05-29,5.5,15.0,26.1,0.03,6.2,25.1,28.4,4.8,7.0,5.67,5.58,3.3,5.62
242,USGS,02110400,2017-05-30,5.2,13.3,27.0,0.03,6.1,26.1,29.0,4.7,5.9,5.86,5.67,3.7,5.77
243,USGS,02110400,2017-05-31,6.9,7.2,27.7,0.00,4.6,26.8,29.0,4.7,10.6,6.07,5.86,2.9,5.97
244,USGS,02110400,2017-06-01,6.6,7.8,26.4,0.00,4.5,25.7,27.8,5.6,10.0,6.26,6.07,3.2,6.17
245,USGS,02110400,2017-06-02,5.4,15.4,27.0,0.00,6.5,26.3,27.6,4.4,6.5,6.42,6.26,4.1,6.34
246,USGS,02110400,2017-06-03,5.1,10.1,27.7,0.17,6.4,27.1,28.1,4.2,6.5,6.62,6.42,4.5,6.52
247,USGS,02110400,2017-06-04,6.1,10.1,27.6,0.00,5.7,27.0,28.6,4.5,8.6,6.79,6.62,4.0,6.71
248,USGS,02110400,2017-06-05,6.3,7.7,28.5,0.47,5.8,27.5,29.5,4.7,9.4,6.95,6.79,3.2,6.88
249,USGS,02110400,2017-06-06,6.7,15.9,27.3,1.97,7.8,26.2,29.4,5.3,9.3,7.20,6.95,3.6,7.00
250,USGS,02110400,2017-06-07,6.4,21.6,25.0,0.28,12.5,23.3,27.5,5.1,8.0,7.15,7.03,7.7,7.07
251,USGS,02110400,2017-06-08,7.9,14.4,21.7,0.26,9.6,20.8,23.3,6.5,10.1,7.03,6.87,8.1,6.96
252,USGS,02110400,2017-06-09,7.2,11.5,20.1,0.00,9.4,19.4,21.6,6.5,9.4,6.87,6.56,8.1,6.72
253,USGS,02110400,2017-06-10,6.0,11.8,22.5,0.00,9.2,20.2,23.7,5.4,6.8,6.56,6.24,6.9,6.41
254,USGS,02110400,2017-06-11,5.8,12.0,24.1,0.00,9.5,22.6,25.8,5.2,7.0,6.24,5.95,6.4,6.10
255,USGS,02110400,2017-06-12,5.6,16.5,25.1,0.00,10.0,24.2,26.9,5.0,6.3,5.95,5.69,6.7,5.82
256,USGS,02110400,2017-06-13,6.1,12.0,25.2,0.00,8.5,24.0,27.5,5.3,7.5,5.69,5.48,6.3,5.57
257,USGS,02110400,2017-06-14,5.3,12.9,26.4,0.00,8.1,25.7,27.5,4.5,6.5,5.48,5.44,5.9,5.46
258,USGS,02110400,2017-06-15,4.9,13.6,27.3,0.00,8.7,26.4,28.8,4.4,5.7,5.46,5.43,5.4,5.45
259,USGS,02110400,2017-06-16,5.3,18.8,28.1,0.66,9.6,27.0,29.3,4.3,6.8,5.48,5.43,5.6,5.45
260,USGS,02110400,2017-06-17,5.2,10.6,28.0,0.00,7.1,27.0,29.3,4.1,6.5,5.45,5.42,5.2,5.44
261,USGS,02110400,2017-06-18,4.8,13.9,28.6,0.00,8.4,27.8,29.5,3.5,6.5,5.44,5.40,5.9,5.42
262,USGS,02110400,2017-06-19,6.8,,29.0,0.00,,27.2,30.0,3.4,13.2,5.62,5.39,,5.48
263,USGS,02110400,2017-06-20,4.7,,26.9,0.43,,25.9,28.9,3.9,7.6,5.83,5.49,,5.60
264,USGS,02110400,2017-06-21,5.3,36.2,26.5,0.14,23.9,25.3,28.7,4.4,7.6,5.79,5.64,14.8,5.72
265,USGS,02110400,2017-06-22,5.2,17.2,26.8,0.02,14.1,25.1,29.1,3.6,8.8,5.71,5.57,11.3,5.61
266,USGS,02110400,2017-06-23,5.2,28.7,28.1,0.01,18.4,25.8,32.4,4.0,9.2,5.71,5.57,11.8,5.63
267,USGS,02110400,2017-06-24,3.2,51.8,27.9,0.40,23.5,26.6,30.8,2.2,5.6,5.57,5.47,13.8,5.52
268,USGS,02110400,2017-06-25,3.6,37.6,28.8,0.02,12.9,27.8,30.4,2.2,7.3,5.49,5.45,8.4,5.47
269,USGS,02110400,2017-06-26,5.0,24.2,27.7,0.00,13.2,26.5,29.2,2.9,9.9,5.53,5.45,9.2,5.49
270,USGS,02110400,2017-06-27,3.7,23.5,25.4,0.00,14.4,24.3,27.8,2.9,5.8,5.49,5.43,10.2,5.46
271,USGS,02110400,2017-06-28,3.4,24.3,25.6,0.00,13.7,24.7,27.3,2.6,4.7,5.45,5.41,9.3,5.44
272,USGS,02110400,2017-06-29,3.6,21.3,25.3,0.00,14.0,24.3,26.7,3.0,4.9,5.44,5.39,9.7,5.42
273,USGS,02110400,2017-06-30,4.1,19.3,26.7,0.85,12.7,25.3,28.6,2.9,10.1,5.56,5.39,6.9,5.45
274,USGS,02110400,2017-07-01,4.8,19.8,26.9,0.83,14.6,25.8,29.2,3.7,7.1,5.59,5.44,8.1,5.49
275,USGS,02110400,2017-07-02,3.8,14.8,28.4,0.00,9.8,27.5,29.7,3.1,6.8,5.48,5.43,7.2,5.46
276,USGS,02110400,2017-07-03,4.0,13.3,29.6,0.00,9.3,28.6,31.0,2.7,9.6,5.46,5.42,6.7,5.44
277,USGS,02110400,2017-07-04,4.2,18.0,28.7,0.00,11.4,27.8,30.2,3.4,7.7,5.45,5.40,8.1,5.43
278,USGS,02110400,2017-07-05,3.2,19.1,29.4,0.08,12.3,28.8,30.9,2.6,4.8,5.49,5.40,8.6,5.44
279,USGS,02110400,2017-07-06,3.2,20.8,29.1,0.01,13.3,28.1,30.5,2.5,4.9,5.48,5.41,9.6,5.44
280,USGS,02110400,2017-07-07,2.9,23.9,30.0,0.00,13.2,29.3,30.5,2.3,3.4,5.43,5.39,8.2,5.41
281,USGS,02110400,2017-07-08,3.0,44.3,30.4,0.23,13.8,29.7,31.2,2.2,4.1,5.42,5.39,8.7,5.41
282,USGS,02110400,2017-07-09,4.0,22.6,29.7,0.97,13.0,28.6,31.4,2.6,7.7,6.00,5.39,7.9,5.45
283,USGS,02110400,2017-07-10,,,27.7,0.03,,25.7,29.3,,,6.03,5.52,,5.73
284,USGS,02110400,2017-07-11,,,27.5,0.01,,26.6,28.8,,,5.52,5.42,,5.46
285,USGS,02110400,2017-07-12,3.7,22.9,28.6,0.00,11.5,27.6,30.1,3.3,4.6,5.48,5.43,7.9,5.45
286,USGS,02110400,2017-07-13,3.4,27.0,28.7,0.00,14.2,27.9,30.0,2.6,4.3,5.44,5.39,7.9,5.42
287,USGS,02110400,2017-07-14,3.0,24.8,29.1,0.00,14.1,28.6,29.7,2.3,3.4,5.41,5.38,9.0,5.39
288,USGS,02110400,2017-07-15,3.2,271,29.5,0.46,31.4,26.4,32.3,2.2,6.0,7.16,5.31,9.6,5.52
289,USGS,02110400,2017-07-16,5.4,185,26.9,0.10,53.7,25.8,28.7,4.9,6.4,7.26,5.97,18.1,6.37
290,USGS,02110400,2017-07-17,5.9,41.5,26.9,0.12,17.7,26.0,27.8,4.9,7.2,6.41,5.98,10.4,6.20
291,USGS,02110400,2017-07-18,4.5,30.4,26.4,0.05,16.7,25.9,28.3,3.2,6.3,6.70,6.41,9.8,6.57
292,USGS,02110400,2017-07-19,4.5,23.2,26.8,0.00,14.8,26.2,28.4,2.8,6.8,6.80,6.70,6.9,6.76
293,USGS,02110400,2017-07-20,2.0,52.7,26.9,0.00,25.4,26.5,27.6,1.3,3.1,6.80,6.76,16.4,6.79
294,USGS,02110400,2017-07-21,1.1,59.9,28.0,0.00,31.4,27.4,28.7,0.5,2.0,6.76,6.64,16.2,6.71
295,USGS,02110400,2017-07-22,1.6,59.9,29.2,0.00,24.6,28.6,30.0,0.7,4.2,6.65,6.46,12.8,6.56
296,USGS,02110400,2017-07-23,3.0,63.8,30.0,0.00,15.5,29.6,30.4,1.3,5.2,6.46,6.19,8.1,6.34
297,USGS,02110400,2017-07-24,3.9,15.4,30.1,0.55,9.7,29.7,30.8,1.7,5.7,6.19,5.91,4.5,6.05
298,USGS,02110400,2017-07-25,4.6,19.9,28.7,0.01,9.6,27.8,30.8,3.3,6.9,5.97,5.57,5.2,5.78
299,USGS,02110400,2017-07-26,4.0,18.4,29.2,0.00,10.4,28.6,30.2,3.1,8.2,5.57,5.39,4.7,5.44
300,USGS,02110400,2017-07-27,4.8,46.9,27.8,0.00,15.0,26.8,29.8,3.5,7.3,5.44,5.36,5.1,5.38
301,USGS,02110400,2017-07-28,3.8,25.6,28.2,0.00,12.8,27.8,28.6,2.8,4.2,5.46,5.44,8.0,5.45
302,USGS,02110400,2017-07-29,5.0,29.1,28.9,0.78,10.0,27.8,30.5,2.7,9.7,5.62,5.43,3.5,5.51
303,USGS,02110400,2017-07-30,4.6,23.3,25.6,0.00,13.8,24.5,27.8,3.8,6.0,5.60,5.48,7.8,5.53
304,USGS,02110400,2017-07-31,5.0,25.9,24.8,0.00,10.6,23.6,27.1,3.8,6.4,,,6.2,
305,USGS,02110400,2017-08-01,4.8,23.8,24.5,0.00,11.1,23.6,25.6,4.0,5.4,5.48,5.42,5.8,5.45
306,USGS,02110400,2017-08-02,4.4,18.8,25.3,0.00,8.9,24.6,26.0,3.5,5.1,5.44,5.41,4.7,5.43
307,USGS,02110400,2017-08-03,4.2,19.1,26.4,0.03,8.5,25.5,26.9,3.5,4.6,5.43,5.41,4.1,5.42
308,USGS,02110400,2017-08-04,4.4,25.3,27.5,0.06,8.0,26.8,28.7,3.3,6.8,5.47,5.42,3.7,5.44
309,USGS,02110400,2017-08-05,4.8,16.4,27.7,0.06,7.3,27.0,28.6,4.0,6.5,5.47,5.44,4.3,5.46
310,USGS,02110400,2017-08-06,4.3,19.9,28.2,0.01,8.1,27.5,29.5,3.9,6.3,5.47,5.44,4.3,5.45
311,USGS,02110400,2017-08-07,5.3,16.0,28.8,0.97,7.6,27.9,30.2,3.8,8.8,5.49,5.43,4.6,5.46
312,USGS,02110400,2017-08-08,5.4,76.6,27.2,1.01,21.2,25.6,28.9,3.9,8.6,6.10,5.43,5.0,5.66
313,USGS,02110400,2017-08-09,5.6,45.6,25.3,0.33,25.5,24.7,25.8,4.7,6.4,5.99,5.89,17.1,5.94
314,USGS,02110400,2017-08-10,5.9,72.1,24.8,1.50,29.5,24.1,25.5,5.3,7.4,6.47,5.76,12.4,6.07
315,USGS,02110400,2017-08-11,5.8,36.0,26.2,0.04,20.8,24.4,28.8,5.3,6.7,6.39,5.89,13.0,6.08
316,USGS,02110400,2017-08-12,5.8,19.6,27.6,0.18,12.8,25.6,30.8,5.2,7.0,5.98,5.85,9.3,5.90
317,USGS,02110400,2017-08-13,5.2,308,27.1,0.74,40.2,25.8,29.6,4.5,6.9,9.70,5.98,7.9,7.17
318,USGS,02110400,2017-08-14,5.0,134,26.1,0.52,31.4,25.4,26.8,4.6,5.5,9.52,8.24,19.8,8.60
319,USGS,02110400,2017-08-15,5.3,30.0,27.4,0.00,16.7,25.8,29.4,5.0,5.8,8.70,8.55,10.9,8.61
320,USGS,02110400,2017-08-16,5.0,19.6,28.4,0.01,9.6,27.0,30.5,4.6,5.6,8.92,8.70,7.1,8.80
321,USGS,02110400,2017-08-17,4.9,83.4,27.8,1.40,22.9,26.4,30.0,4.3,6.2,9.32,8.88,6.9,9.04
322,USGS,02110400,2017-08-18,5.1,29.6,27.5,0.00,19.0,25.8,29.5,4.9,5.5,9.25,9.05,11.1,9.14
323,USGS,02110400,2017-08-19,4.8,70.2,27.9,0.63,19.3,26.7,29.5,4.4,5.8,9.44,9.05,8.8,9.18
324,USGS,02110400,2017-08-20,4.9,27.1,27.5,0.00,18.0,26.0,29.2,4.7,5.3,9.44,9.38,11.2,9.41
325,USGS,02110400,2017-08-21,4.4,,27.4,0.38,,26.8,28.3,4.0,4.7,9.45,9.38,,9.42
326,USGS,02110400,2017-08-22,3.9,,26.9,0.66,,26.2,27.5,3.1,4.7,9.58,9.45,,9.55
327,USGS,02110400,2017-08-23,3.6,159,27.8,4.18,19.8,25.0,28.1,3.0,6.5,11.70,9.58,11.1,9.67
328,USGS,02110400,2017-08-24,4.5,164,24.4,0.43,46.3,23.8,25.0,3.6,6.5,13.21,11.70,18.9,12.99
329,USGS,02110400,2017-08-25,3.9,21.2,25.5,0.00,15.0,24.7,26.4,3.6,4.8,13.11,11.01,11.7,12.10
330,USGS,02110400,2017-08-26,5.1,15.5,26.2,0.00,10.6,25.0,27.3,4.7,5.5,11.01,10.57,8.5,10.73
331,USGS,02110400,2017-08-27,5.1,22.5,26.1,0.00,10.3,25.2,26.9,4.8,5.5,10.57,10.48,7.0,10.51
332,USGS,02110400,2017-08-28,5.2,20.1,25.0,1.13,9.6,24.2,26.8,4.7,5.9,10.62,10.44,6.8,10.50
333,USGS,02110400,2017-08-29,5.5,19.1,24.0,0.05,13.7,23.6,24.4,5.2,5.7,10.63,10.55,10.1,10.60
334,USGS,02110400,2017-08-30,5.5,18.4,23.8,0.00,10.2,22.9,25.3,5.3,5.8,10.55,10.32,7.2,10.43
335,USGS,02110400,2017-08-31,5.4,123,24.9,1.88,24.5,23.9,26.5,4.6,6.4,11.86,10.12,7.0,10.42
336,USGS,02110400,2017-09-01,4.7,73.8,24.4,0.00,30.8,23.5,25.4,4.4,5.9,12.21,11.03,15.3,11.92
337,USGS,02110400,2017-09-02,5.4,23.0,25.1,0.63,17.5,24.7,25.4,4.7,5.8,11.03,10.54,14.3,10.68
338,USGS,02110400,2017-09-03,5.5,15.7,24.8,0.00,12.8,23.6,26.1,5.3,5.7,10.54,10.06,9.4,10.27
339,USGS,02110400,2017-09-04,5.6,19.3,24.8,0.00,9.9,23.3,26.3,5.4,5.8,10.06,9.84,7.5,9.94
340,USGS,02110400,2017-09-05,5.4,96.9,24.8,0.40,21.1,24.3,25.7,5.0,6.3,10.17,9.76,7.2,9.90
341,USGS,02110400,2017-09-06,5.4,52.5,24.1,0.95,27.5,23.5,24.5,4.8,5.7,10.61,10.02,18.6,10.40
342,USGS,02110400,2017-09-07,5.9,18.7,23.4,0.00,14.3,22.4,24.6,5.6,6.2,10.38,10.00,10.7,10.18
343,USGS,02110400,2017-09-08,6.3,12.4,22.6,0.00,9.9,21.2,23.9,6.1,6.6,10.00,9.79,8.4,9.89
344,USGS,02110400,2017-09-09,6.4,12.1,22.1,0.00,9.7,21.0,23.2,6.2,6.6,9.79,9.64,8.5,9.71
345,USGS,02110400,2017-09-10,6.3,13.3,21.7,0.00,9.6,21.0,23.2,6.0,6.6,9.64,9.54,7.6,9.58
346,USGS,02110400,2017-09-11,6.6,10.2,21.1,0.89,8.0,20.6,22.0,6.3,6.9,9.59,9.49,6.8,9.53
347,USGS,02110400,2017-09-12,5.6,112,22.8,1.17,45.6,21.1,23.8,4.6,6.9,12.26,9.58,8.6,11.65
348,USGS,02110400,2017-09-13,5.0,46.9,23.3,0.00,16.9,22.4,24.0,4.4,5.7,12.26,10.67,12.6,11.47
349,USGS,02110400,2017-09-14,5.9,12.9,24.0,0.11,10.5,23.2,25.0,5.7,6.1,10.67,10.40,8.3,10.50
350,USGS,02110400,2017-09-15,6.0,10.8,24.5,0.00,8.0,23.4,25.9,5.9,6.2,10.40,10.34,6.8,10.36
351,USGS,02110400,2017-09-16,5.9,9.9,24.7,0.01,7.7,23.7,25.6,5.7,6.1,10.35,10.32,6.7,10.34
352,USGS,02110400,2017-09-17,5.7,10.6,24.7,0.00,8.3,24.0,25.7,5.4,6.0,10.33,10.24,6.8,10.29
353,USGS,02110400,2017-09-18,5.5,8.8,24.6,0.00,7.4,24.2,25.2,5.2,5.7,10.24,10.08,6.5,10.16
354,USGS,02110400,2017-09-19,5.5,8.5,24.6,0.00,7.2,24.1,25.3,5.0,5.8,10.08,9.87,6.1,9.97
355,USGS,02110400,2017-09-20,5.2,12.0,24.9,0.00,9.8,24.6,25.7,4.6,5.6,9.87,9.65,7.2,9.76
356,USGS,02110400,2017-09-21,4.1,11.1,25.4,0.01,9.4,24.8,25.8,3.4,4.7,9.65,9.46,8.2,9.55
357,USGS,02110400,2017-09-22,4.3,14.1,25.4,0.00,10.1,25.2,25.8,3.2,5.2,9.46,9.30,7.8,9.38
358,USGS,02110400,2017-09-23,4.6,13.4,25.2,0.00,9.0,25.0,25.6,4.0,5.4,9.30,9.12,7.8,9.21
359,USGS,02110400,2017-09-24,5.1,11.4,25.4,0.00,9.2,25.2,25.7,4.3,5.8,9.12,8.94,7.9,9.03
360,USGS,02110400,2017-09-25,6.0,16.8,25.2,0.00,11.4,24.5,25.5,5.5,6.4,8.94,8.76,8.1,8.85
361,USGS,02110400,2017-09-26,6.5,18.7,24.5,0.00,10.8,24.3,25.0,6.0,7.2,8.76,8.60,9.2,8.68
362,USGS,02110400,2017-09-27,5.4,12.5,25.0,0.00,9.7,24.7,25.4,4.4,6.8,8.60,8.44,7.9,8.52
363,USGS,02110400,2017-09-28,4.5,10.8,25.4,0.00,7.6,25.0,26.2,3.8,7.0,8.44,8.28,5.3,8.36
364,USGS,02110400,2017-09-29,5.8,9.5,26.0,0.00,6.1,25.6,26.4,4.1,7.7,8.28,8.13,4.6,8.20
365,USGS,02110400,2017-09-30,7.7,7.4,26.0,0.00,4.9,25.0,26.5,6.5,8.6,8.13,7.97,4.3,8.05
