,agency_cd,site_no,datetime,Gage height_Max,Gage height_Min,Gage height_Mean
0,USGS,021313485,2016-09-30,4.27,4.04,4.16
1,USGS,021313485,2016-10-01,4.05,3.98,4.02
2,USGS,021313485,2016-10-02,3.99,3.94,3.96
3,USGS,021313485,2016-10-03,3.95,3.93,3.94
4,USGS,021313485,2016-10-04,3.94,3.91,3.93
5,USGS,021313485,2016-10-05,3.93,3.85,3.91
6,USGS,021313485,2016-10-06,,,
7,USGS,021313485,2016-10-07,4.39,3.93,4.13
8,USGS,021313485,2016-10-08,7.04,4.39,6.06
9,USGS,021313485,2016-10-09,5.90,4.61,5.02
10,USGS,021313485,2016-10-10,4.61,4.43,4.51
11,USGS,021313485,2016-10-11,4.43,4.35,4.40
12,USGS,021313485,2016-10-12,4.37,4.28,4.34
13,USGS,021313485,2016-10-13,4.30,4.23,4.28
14,USGS,021313485,2016-10-14,4.26,4.20,4.23
15,USGS,021313485,2016-10-15,4.23,4.19,4.21
16,USGS,021313485,2016-10-16,4.22,4.16,4.20
17,USGS,021313485,2016-10-17,4.19,4.13,4.17
18,USGS,021313485,2016-10-18,4.17,4.11,4.14
19,USGS,021313485,2016-10-19,4.15,4.10,4.13
20,USGS,021313485,2016-10-20,4.14,4.10,4.11
21,USGS,021313485,2016-10-21,4.13,4.09,4.11
22,USGS,021313485,2016-10-22,4.09,4.05,4.08
23,USGS,021313485,2016-10-23,4.07,4.05,4.06
24,USGS,021313485,2016-10-24,4.11,4.06,4.09
25,USGS,021313485,2016-10-25,4.11,4.08,4.10
26,USGS,021313485,2016-10-26,4.12,4.09,4.10
27,USGS,021313485,2016-10-27,4.16,4.11,4.14
28,USGS,021313485,2016-10-28,4.17,4.10,4.13
29,USGS,021313485,2016-10-29,4.12,4.10,4.11
30,USGS,021313485,2016-10-30,4.13,4.11,4.12
31,USGS,021313485,2016-10-31,4.13,4.11,4.12
32,USGS,021313485,2016-11-01,4.14,4.11,4.13
33,USGS,021313485,2016-11-02,4.17,4.14,4.15
34,USGS,021313485,2016-11-03,4.17,4.14,4.16
35,USGS,021313485,2016-11-04,4.16,4.13,4.15
36,USGS,021313485,2016-11-05,4.14,4.12,4.12
37,USGS,021313485,2016-11-06,4.15,4.11,4.13
38,USGS,021313485,2016-11-07,4.13,4.11,4.12
39,USGS,021313485,2016-11-08,4.14,4.11,4.12
40,USGS,021313485,2016-11-09,4.15,4.12,4.14
41,USGS,021313485,2016-11-10,4.13,4.10,4.11
42,USGS,021313485,2016-11-11,4.13,4.10,4.11
43,USGS,021313485,2016-11-12,4.12,4.10,4.11
44,USGS,021313485,2016-11-13,4.48,4.09,4.20
45,USGS,021313485,2016-11-14,4.50,4.26,4.38
46,USGS,021313485,2016-11-15,4.27,4.19,4.22
47,USGS,021313485,2016-11-16,4.20,4.17,4.19
48,USGS,021313485,2016-11-17,4.18,4.15,4.16
49,USGS,021313485,2016-11-18,4.16,4.14,4.15
50,USGS,021313485,2016-11-19,4.16,4.13,4.15
51,USGS,021313485,2016-11-20,4.15,4.13,4.14
52,USGS,021313485,2016-11-21,4.15,4.13,4.14
53,USGS,021313485,2016-11-22,4.15,4.12,4.13
54,USGS,021313485,2016-11-23,4.14,4.12,4.13
55,USGS,021313485,2016-11-24,4.15,4.13,4.14
56,USGS,021313485,2016-11-25,4.16,4.14,4.15
57,USGS,021313485,2016-11-26,4.16,4.12,4.14
58,USGS,021313485,2016-11-27,4.14,4.11,4.12
59,USGS,021313485,2016-11-28,4.15,4.12,4.13
60,USGS,021313485,2016-11-29,4.49,4.13,4.21
61,USGS,021313485,2016-11-30,4.52,4.32,4.42
62,USGS,021313485,2016-12-01,4.57,4.32,4.45
63,USGS,021313485,2016-12-02,4.32,4.20,4.25
64,USGS,021313485,2016-12-03,4.21,4.17,4.19
65,USGS,021313485,2016-12-04,4.26,4.17,4.20
66,USGS,021313485,2016-12-05,4.90,4.26,4.54
67,USGS,021313485,2016-12-06,4.78,4.48,4.67
68,USGS,021313485,2016-12-07,4.61,4.34,4.45
69,USGS,021313485,2016-12-08,4.35,4.26,4.31
70,USGS,021313485,2016-12-09,4.27,4.22,4.24
71,USGS,021313485,2016-12-10,4.23,4.19,4.21
72,USGS,021313485,2016-12-11,4.21,4.19,4.20
73,USGS,021313485,2016-12-12,4.22,4.19,4.21
74,USGS,021313485,2016-12-13,4.40,4.19,4.29
75,USGS,021313485,2016-12-14,4.40,4.28,4.34
76,USGS,021313485,2016-12-15,4.28,4.20,4.24
77,USGS,021313485,2016-12-16,4.20,4.18,4.19
78,USGS,021313485,2016-12-17,4.20,4.19,4.19
79,USGS,021313485,2016-12-18,4.26,4.18,4.20
80,USGS,021313485,2016-12-19,4.71,4.25,4.52
81,USGS,021313485,2016-12-20,4.70,4.32,4.48
82,USGS,021313485,2016-12-21,4.33,4.26,4.29
83,USGS,021313485,2016-12-22,4.27,4.24,4.25
84,USGS,021313485,2016-12-23,4.25,4.20,4.22
85,USGS,021313485,2016-12-24,4.21,4.19,4.20
86,USGS,021313485,2016-12-25,4.21,4.18,4.19
87,USGS,021313485,2016-12-26,4.21,4.18,4.19
88,USGS,021313485,2016-12-27,4.23,4.19,4.20
89,USGS,021313485,2016-12-28,4.24,4.19,4.21
90,USGS,021313485,2016-12-29,4.72,4.18,4.47
91,USGS,021313485,2016-12-30,4.63,4.30,4.42
92,USGS,021313485,2016-12-31,4.31,4.23,4.25
93,USGS,021313485,2017-01-01,4.39,4.22,4.26
94,USGS,021313485,2017-01-02,6.22,4.35,5.17
95,USGS,021313485,2017-01-03,5.50,4.87,5.20
96,USGS,021313485,2017-01-04,4.87,4.56,4.70
97,USGS,021313485,2017-01-05,4.57,4.46,4.50
