,agency_cd,site_no,datetime,Gage height_Min,Gage height_Mean,Gage height_Max
0,USGS,02153551,2016-09-30,25.52,25.75,26.13
1,USGS,02153551,2016-10-01,25.52,25.53,25.53
2,USGS,02153551,2016-10-02,25.52,25.53,25.53
3,USGS,02153551,2016-10-03,25.52,25.53,25.53
4,USGS,02153551,2016-10-04,25.51,25.52,25.54
5,USGS,02153551,2016-10-05,24.85,25.43,25.53
6,USGS,02153551,2016-10-06,25.08,25.52,25.63
7,USGS,02153551,2016-10-07,25.50,25.54,25.64
8,USGS,02153551,2016-10-08,25.53,25.65,26.12
9,USGS,02153551,2016-10-09,25.49,25.58,26.25
10,USGS,02153551,2016-10-10,25.51,25.51,25.53
11,USGS,02153551,2016-10-11,25.50,25.51,25.52
12,USGS,02153551,2016-10-12,25.50,25.51,25.52
13,USGS,02153551,2016-10-13,25.39,25.51,25.52
14,USGS,02153551,2016-10-14,24.85,25.38,25.52
15,USGS,02153551,2016-10-15,24.85,25.38,25.52
16,USGS,02153551,2016-10-16,25.50,25.51,25.52
17,USGS,02153551,2016-10-17,25.50,25.51,25.52
18,USGS,02153551,2016-10-18,25.50,25.51,25.52
19,USGS,02153551,2016-10-19,25.50,25.52,25.79
20,USGS,02153551,2016-10-20,24.85,25.44,25.53
21,USGS,02153551,2016-10-21,24.85,25.28,25.52
22,USGS,02153551,2016-10-22,24.85,25.38,25.52
23,USGS,02153551,2016-10-23,25.51,25.54,25.62
24,USGS,02153551,2016-10-24,25.51,25.52,25.55
25,USGS,02153551,2016-10-25,24.85,25.36,25.53
26,USGS,02153551,2016-10-26,24.82,25.47,25.53
27,USGS,02153551,2016-10-27,25.51,25.52,25.52
28,USGS,02153551,2016-10-28,24.82,25.32,25.53
29,USGS,02153551,2016-10-29,24.85,25.42,25.53
30,USGS,02153551,2016-10-30,24.84,25.40,25.52
31,USGS,02153551,2016-10-31,24.84,25.38,25.53
32,USGS,02153551,2016-11-01,25.51,25.57,26.12
33,USGS,02153551,2016-11-02,25.52,25.52,25.53
34,USGS,02153551,2016-11-03,24.87,25.49,25.64
35,USGS,02153551,2016-11-04,24.85,25.37,25.54
36,USGS,02153551,2016-11-05,24.85,25.43,25.53
37,USGS,02153551,2016-11-06,25.52,25.55,25.64
38,USGS,02153551,2016-11-07,25.52,25.53,25.60
39,USGS,02153551,2016-11-08,24.89,25.51,25.54
40,USGS,02153551,2016-11-09,24.85,25.31,25.54
41,USGS,02153551,2016-11-10,24.85,25.35,25.54
42,USGS,02153551,2016-11-11,24.86,25.43,25.54
43,USGS,02153551,2016-11-12,24.88,25.48,25.54
44,USGS,02153551,2016-11-13,25.52,25.53,25.54
45,USGS,02153551,2016-11-14,25.52,25.54,25.56
46,USGS,02153551,2016-11-15,24.84,25.47,25.55
47,USGS,02153551,2016-11-16,24.86,25.44,25.55
48,USGS,02153551,2016-11-17,24.85,25.47,25.55
49,USGS,02153551,2016-11-18,24.88,25.47,25.55
50,USGS,02153551,2016-11-19,24.91,25.43,25.55
51,USGS,02153551,2016-11-20,25.54,25.54,25.56
52,USGS,02153551,2016-11-21,25.54,25.56,25.62
53,USGS,02153551,2016-11-22,24.90,25.48,25.57
54,USGS,02153551,2016-11-23,24.85,25.37,25.54
55,USGS,02153551,2016-11-24,25.52,25.53,25.54
56,USGS,02153551,2016-11-25,25.51,25.64,26.48
57,USGS,02153551,2016-11-26,25.52,25.53,25.63
58,USGS,02153551,2016-11-27,25.53,25.54,25.55
59,USGS,02153551,2016-11-28,25.53,25.54,25.60
60,USGS,02153551,2016-11-29,25.53,25.54,25.67
61,USGS,02153551,2016-11-30,25.53,25.74,26.47
62,USGS,02153551,2016-12-01,25.70,26.00,26.13
63,USGS,02153551,2016-12-02,25.37,26.09,26.53
64,USGS,02153551,2016-12-03,25.70,25.96,26.11
65,USGS,02153551,2016-12-04,25.74,25.88,26.11
66,USGS,02153551,2016-12-05,25.72,25.97,26.11
67,USGS,02153551,2016-12-06,26.09,26.13,26.26
68,USGS,02153551,2016-12-07,25.67,26.35,26.63
69,USGS,02153551,2016-12-08,25.70,26.05,26.43
70,USGS,02153551,2016-12-09,25.43,25.87,26.12
71,USGS,02153551,2016-12-10,25.43,25.62,26.11
72,USGS,02153551,2016-12-11,25.43,25.69,26.10
73,USGS,02153551,2016-12-12,25.67,25.72,25.81
74,USGS,02153551,2016-12-13,25.66,25.70,25.76
75,USGS,02153551,2016-12-14,25.69,25.92,26.49
76,USGS,02153551,2016-12-15,25.68,25.77,26.48
77,USGS,02153551,2016-12-16,25.68,25.71,25.76
78,USGS,02153551,2016-12-17,25.69,25.69,25.70
79,USGS,02153551,2016-12-18,25.69,25.71,25.76
80,USGS,02153551,2016-12-19,25.68,25.73,25.79
81,USGS,02153551,2016-12-20,25.61,25.71,25.75
82,USGS,02153551,2016-12-21,25.69,25.70,25.76
83,USGS,02153551,2016-12-22,25.69,25.77,26.49
84,USGS,02153551,2016-12-23,25.68,25.85,26.49
85,USGS,02153551,2016-12-24,25.68,25.77,26.48
86,USGS,02153551,2016-12-25,25.68,25.68,25.69
87,USGS,02153551,2016-12-26,25.68,25.68,25.69
88,USGS,02153551,2016-12-27,25.53,25.62,25.69
89,USGS,02153551,2016-12-28,25.52,25.53,25.54
90,USGS,02153551,2016-12-29,25.53,25.54,25.70
91,USGS,02153551,2016-12-30,25.68,25.69,25.70
