,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
0,USGS,02166501,2016-09-30,6.37,6.25,6.44
1,USGS,02166501,2016-10-01,6.34,6.23,6.37
2,USGS,02166501,2016-10-02,6.33,6.27,6.35
3,USGS,02166501,2016-10-03,6.32,6.29,6.34
4,USGS,02166501,2016-10-04,6.29,6.18,6.33
5,USGS,02166501,2016-10-05,6.26,6.19,6.33
6,USGS,02166501,2016-10-06,,,
7,USGS,02166501,2016-10-07,6.25,6.19,6.32
8,USGS,02166501,2016-10-08,6.28,6.19,6.40
9,USGS,02166501,2016-10-09,6.39,6.29,6.43
10,USGS,02166501,2016-10-10,6.34,6.24,6.39
11,USGS,02166501,2016-10-11,6.32,6.23,6.36
12,USGS,02166501,2016-10-12,6.32,6.24,6.35
13,USGS,02166501,2016-10-13,6.33,6.22,6.35
14,USGS,02166501,2016-10-14,6.31,6.19,6.34
15,USGS,02166501,2016-10-15,6.31,6.23,6.33
16,USGS,02166501,2016-10-16,6.26,6.19,6.28
17,USGS,02166501,2016-10-17,6.26,6.15,6.28
18,USGS,02166501,2016-10-18,6.25,6.12,6.27
19,USGS,02166501,2016-10-19,6.26,6.20,6.27
20,USGS,02166501,2016-10-20,6.26,6.21,6.27
21,USGS,02166501,2016-10-21,6.25,6.14,6.28
22,USGS,02166501,2016-10-22,6.26,6.18,6.28
23,USGS,02166501,2016-10-23,6.25,6.12,6.28
24,USGS,02166501,2016-10-24,6.25,6.18,6.27
25,USGS,02166501,2016-10-25,6.26,6.14,6.31
26,USGS,02166501,2016-10-26,6.26,6.16,6.28
27,USGS,02166501,2016-10-27,6.24,6.13,6.28
28,USGS,02166501,2016-10-28,6.25,6.14,6.27
29,USGS,02166501,2016-10-29,6.26,6.18,6.28
30,USGS,02166501,2016-10-30,6.25,6.13,6.27
31,USGS,02166501,2016-10-31,6.26,6.19,6.27
32,USGS,02166501,2016-11-01,6.25,6.16,6.27
33,USGS,02166501,2016-11-02,6.26,6.20,6.27
34,USGS,02166501,2016-11-03,6.26,6.17,6.28
35,USGS,02166501,2016-11-04,6.23,6.13,6.28
36,USGS,02166501,2016-11-05,6.26,6.16,6.29
37,USGS,02166501,2016-11-06,6.27,6.17,6.29
38,USGS,02166501,2016-11-07,6.25,6.14,6.29
39,USGS,02166501,2016-11-08,6.27,6.19,6.29
40,USGS,02166501,2016-11-09,6.27,6.16,6.29
41,USGS,02166501,2016-11-10,6.27,6.18,6.29
42,USGS,02166501,2016-11-11,6.28,6.25,6.29
43,USGS,02166501,2016-11-12,6.23,6.14,6.29
44,USGS,02166501,2016-11-13,6.27,6.19,6.29
45,USGS,02166501,2016-11-14,6.29,6.18,6.32
46,USGS,02166501,2016-11-15,6.30,6.24,6.32
47,USGS,02166501,2016-11-16,6.29,6.26,6.31
48,USGS,02166501,2016-11-17,6.29,6.25,6.30
49,USGS,02166501,2016-11-18,6.28,6.25,6.30
50,USGS,02166501,2016-11-19,6.27,6.17,6.30
51,USGS,02166501,2016-11-20,6.28,6.18,6.31
52,USGS,02166501,2016-11-21,6.29,6.25,6.31
53,USGS,02166501,2016-11-22,6.29,6.21,6.30
54,USGS,02166501,2016-11-23,6.29,6.21,6.31
55,USGS,02166501,2016-11-24,6.28,6.16,6.29
56,USGS,02166501,2016-11-25,6.28,6.18,6.30
57,USGS,02166501,2016-11-26,6.28,6.17,6.30
58,USGS,02166501,2016-11-27,6.29,6.20,6.31
59,USGS,02166501,2016-11-28,6.26,6.16,6.30
60,USGS,02166501,2016-11-29,6.26,6.14,6.39
61,USGS,02166501,2016-11-30,6.49,5.50,6.84
62,USGS,02166501,2016-12-01,6.66,6.47,6.87
63,USGS,02166501,2016-12-02,6.48,6.38,6.53
64,USGS,02166501,2016-12-03,6.47,6.35,6.49
65,USGS,02166501,2016-12-04,6.57,6.38,6.69
66,USGS,02166501,2016-12-05,6.88,6.64,7.13
67,USGS,02166501,2016-12-06,8.02,7.06,8.60
68,USGS,02166501,2016-12-07,8.22,7.68,8.60
