,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
172,USGS,02130900,2017-03-21,6.38,6.23,6.09
173,USGS,02130900,2017-03-22,6.14,6.13,6.10
174,USGS,02130900,2017-03-23,6.34,6.25,6.13
175,USGS,02130900,2017-03-24,6.33,6.18,6.00
176,USGS,02130900,2017-03-25,6.00,5.91,5.85
177,USGS,02130900,2017-03-26,5.85,5.81,5.78
178,USGS,02130900,2017-03-27,5.78,5.77,5.76
179,USGS,02130900,2017-03-28,5.77,5.74,5.72
180,USGS,02130900,2017-03-29,5.81,5.75,5.69
181,USGS,02130900,2017-03-30,5.88,5.82,5.77
182,USGS,02130900,2017-03-31,6.32,6.10,5.85
183,USGS,02130900,2017-04-01,6.45,6.42,6.32
184,USGS,02130900,2017-04-02,6.42,6.23,6.01
185,USGS,02130900,2017-04-03,6.61,6.03,5.82
186,USGS,02130900,2017-04-04,6.93,6.82,6.61
187,USGS,02130900,2017-04-05,7.37,7.11,6.93
188,USGS,02130900,2017-04-06,7.57,7.51,7.37
189,USGS,02130900,2017-04-07,7.57,7.52,7.45
190,USGS,02130900,2017-04-08,7.45,7.42,7.41
191,USGS,02130900,2017-04-09,7.43,7.16,6.56
192,USGS,02130900,2017-04-10,6.56,6.23,6.04
193,USGS,02130900,2017-04-11,6.04,5.94,5.85
194,USGS,02130900,2017-04-12,6.31,5.87,5.77
195,USGS,02130900,2017-04-13,6.61,6.48,6.25
196,USGS,02130900,2017-04-14,6.25,6.02,5.85
197,USGS,02130900,2017-04-15,5.85,5.75,5.66
198,USGS,02130900,2017-04-16,5.66,5.58,5.50
199,USGS,02130900,2017-04-17,5.50,5.44,5.38
200,USGS,02130900,2017-04-18,5.38,5.36,5.34
201,USGS,02130900,2017-04-19,5.34,5.33,5.30
202,USGS,02130900,2017-04-20,5.30,5.29,5.26
203,USGS,02130900,2017-04-21,5.26,5.25,5.22
204,USGS,02130900,2017-04-22,5.22,5.18,5.11
205,USGS,02130900,2017-04-23,5.11,5.08,5.06
206,USGS,02130900,2017-04-24,7.69,6.65,5.08
207,USGS,02130900,2017-04-25,8.02,7.89,7.69
208,USGS,02130900,2017-04-26,8.56,8.19,8.02
209,USGS,02130900,2017-04-27,8.78,8.71,8.56
210,USGS,02130900,2017-04-28,8.60,8.26,7.89
211,USGS,02130900,2017-04-29,7.89,7.20,6.37
212,USGS,02130900,2017-04-30,6.37,6.10,5.99
213,USGS,02130900,2017-05-01,6.34,5.96,5.82
214,USGS,02130900,2017-05-02,6.51,6.47,6.34
215,USGS,02130900,2017-05-03,6.70,6.63,6.49
216,USGS,02130900,2017-05-04,6.69,6.41,6.09
217,USGS,02130900,2017-05-05,6.83,6.54,6.12
218,USGS,02130900,2017-05-06,7.25,7.05,6.83
219,USGS,02130900,2017-05-07,7.49,7.39,7.25
220,USGS,02130900,2017-05-08,7.55,7.49,7.20
221,USGS,02130900,2017-05-09,7.20,6.26,5.77
222,USGS,02130900,2017-05-10,5.77,5.61,5.44
223,USGS,02130900,2017-05-11,5.44,5.35,5.25
224,USGS,02130900,2017-05-12,5.25,5.21,5.19
225,USGS,02130900,2017-05-13,5.61,5.50,5.19
226,USGS,02130900,2017-05-14,5.63,5.59,5.54
227,USGS,02130900,2017-05-15,5.57,5.48,5.33
228,USGS,02130900,2017-05-16,5.33,5.21,5.06
229,USGS,02130900,2017-05-17,5.06,4.95,4.85
230,USGS,02130900,2017-05-18,4.85,4.78,4.71
231,USGS,02130900,2017-05-19,5.12,4.93,4.74
232,USGS,02130900,2017-05-20,5.43,5.24,5.10
233,USGS,02130900,2017-05-21,5.17,4.76,4.57
234,USGS,02130900,2017-05-22,5.30,4.97,4.57
235,USGS,02130900,2017-05-23,6.62,5.86,5.30
236,USGS,02130900,2017-05-24,7.49,7.08,6.62
237,USGS,02130900,2017-05-25,8.64,8.02,7.49
238,USGS,02130900,2017-05-26,8.77,8.70,8.57
239,USGS,02130900,2017-05-27,8.58,8.48,8.43
240,USGS,02130900,2017-05-28,8.51,8.32,8.00
241,USGS,02130900,2017-05-29,8.00,7.02,5.79
242,USGS,02130900,2017-05-30,5.79,5.53,5.37
243,USGS,02130900,2017-05-31,5.37,5.33,5.29
244,USGS,02130900,2017-06-01,5.38,5.33,5.23
245,USGS,02130900,2017-06-02,5.23,5.15,5.05
246,USGS,02130900,2017-06-03,5.07,5.04,4.94
247,USGS,02130900,2017-06-04,4.94,4.87,4.77
248,USGS,02130900,2017-06-05,5.34,4.85,4.76
249,USGS,02130900,2017-06-06,6.52,6.17,5.34
250,USGS,02130900,2017-06-07,6.95,6.72,6.52
251,USGS,02130900,2017-06-08,7.61,7.36,6.95
252,USGS,02130900,2017-06-09,7.58,6.55,5.60
253,USGS,02130900,2017-06-10,5.60,5.44,5.29
254,USGS,02130900,2017-06-11,5.29,5.11,4.97
255,USGS,02130900,2017-06-12,4.97,4.87,4.75
256,USGS,02130900,2017-06-13,4.75,4.68,4.61
257,USGS,02130900,2017-06-14,4.61,4.58,4.53
258,USGS,02130900,2017-06-15,5.17,4.60,4.49
259,USGS,02130900,2017-06-16,5.25,5.00,4.78
260,USGS,02130900,2017-06-17,4.81,4.77,4.69
261,USGS,02130900,2017-06-18,4.78,4.69,4.65
262,USGS,02130900,2017-06-19,4.81,4.75,4.61
263,USGS,02130900,2017-06-20,5.65,4.76,4.55
264,USGS,02130900,2017-06-21,6.53,6.25,5.65
265,USGS,02130900,2017-06-22,6.85,6.69,6.53
266,USGS,02130900,2017-06-23,6.88,6.68,5.99
267,USGS,02130900,2017-06-24,5.99,5.40,5.09
268,USGS,02130900,2017-06-25,5.09,5.05,4.97
269,USGS,02130900,2017-06-26,4.97,4.88,4.73
270,USGS,02130900,2017-06-27,4.73,4.63,4.51
271,USGS,02130900,2017-06-28,4.51,4.45,4.36
272,USGS,02130900,2017-06-29,4.36,4.31,4.23
273,USGS,02130900,2017-06-30,4.70,4.33,4.21
274,USGS,02130900,2017-07-01,4.81,4.74,4.65
275,USGS,02130900,2017-07-02,4.73,4.68,4.59
276,USGS,02130900,2017-07-03,4.61,4.49,4.41
277,USGS,02130900,2017-07-04,5.92,5.57,4.61
278,USGS,02130900,2017-07-05,5.93,5.81,5.65
279,USGS,02130900,2017-07-06,5.78,5.55,5.32
280,USGS,02130900,2017-07-07,5.32,5.10,4.84
281,USGS,02130900,2017-07-08,4.84,4.64,4.45
282,USGS,02130900,2017-07-09,4.45,4.34,4.23
283,USGS,02130900,2017-07-10,4.33,4.22,4.19
284,USGS,02130900,2017-07-11,4.54,4.48,4.33
285,USGS,02130900,2017-07-12,4.45,4.37,4.26
286,USGS,02130900,2017-07-13,4.26,4.20,4.15
287,USGS,02130900,2017-07-14,4.20,4.17,4.14
288,USGS,02130900,2017-07-15,4.18,4.10,4.05
289,USGS,02130900,2017-07-16,4.21,4.13,4.06
290,USGS,02130900,2017-07-17,4.39,4.34,4.21
291,USGS,02130900,2017-07-18,4.37,4.33,4.29
292,USGS,02130900,2017-07-19,4.59,4.44,4.36
293,USGS,02130900,2017-07-20,4.53,4.50,4.43
294,USGS,02130900,2017-07-21,5.45,4.66,4.40
295,USGS,02130900,2017-07-22,5.49,5.20,4.98
296,USGS,02130900,2017-07-23,5.30,5.15,4.94
297,USGS,02130900,2017-07-24,6.10,5.45,4.93
298,USGS,02130900,2017-07-25,6.92,6.47,6.10
299,USGS,02130900,2017-07-26,8.36,7.97,6.92
300,USGS,02130900,2017-07-27,8.21,7.79,6.81
301,USGS,02130900,2017-07-28,6.81,5.60,5.14
302,USGS,02130900,2017-07-29,5.14,5.06,5.02
303,USGS,02130900,2017-07-30,5.02,4.93,4.80
304,USGS,02130900,2017-07-31,4.80,4.69,4.54
305,USGS,02130900,2017-08-01,4.54,4.43,4.32
306,USGS,02130900,2017-08-02,4.32,4.28,4.23
307,USGS,02130900,2017-08-03,4.23,4.20,4.16
308,USGS,02130900,2017-08-04,4.17,4.16,4.14
309,USGS,02130900,2017-08-05,4.46,4.15,4.13
310,USGS,02130900,2017-08-06,5.51,5.28,4.46
311,USGS,02130900,2017-08-07,5.09,4.93,4.86
312,USGS,02130900,2017-08-08,5.17,5.01,4.89
313,USGS,02130900,2017-08-09,5.29,5.24,5.17
314,USGS,02130900,2017-08-10,5.17,5.05,4.85
315,USGS,02130900,2017-08-11,4.85,4.75,4.63
316,USGS,02130900,2017-08-12,4.63,4.56,4.49
317,USGS,02130900,2017-08-13,5.66,4.90,4.48
318,USGS,02130900,2017-08-14,6.35,6.11,5.66
319,USGS,02130900,2017-08-15,6.36,5.95,5.42
320,USGS,02130900,2017-08-16,5.42,5.22,5.03
321,USGS,02130900,2017-08-17,5.03,4.92,4.80
322,USGS,02130900,2017-08-18,4.80,4.69,4.58
323,USGS,02130900,2017-08-19,4.58,4.52,4.44
324,USGS,02130900,2017-08-20,4.44,4.39,4.32
325,USGS,02130900,2017-08-21,4.32,4.26,4.21
326,USGS,02130900,2017-08-22,4.21,4.17,4.13
327,USGS,02130900,2017-08-23,4.13,4.10,4.08
328,USGS,02130900,2017-08-24,4.35,4.20,4.08
329,USGS,02130900,2017-08-25,4.90,4.49,4.29
330,USGS,02130900,2017-08-26,4.94,4.88,4.63
331,USGS,02130900,2017-08-27,4.63,4.33,4.09
332,USGS,02130900,2017-08-28,4.09,4.01,3.96
333,USGS,02130900,2017-08-29,3.96,3.96,3.94
334,USGS,02130900,2017-08-30,3.94,3.93,3.90
335,USGS,02130900,2017-08-31,4.75,4.23,3.90
336,USGS,02130900,2017-09-01,5.10,4.88,4.75
337,USGS,02130900,2017-09-02,5.34,5.28,5.09
338,USGS,02130900,2017-09-03,5.27,5.20,5.13
339,USGS,02130900,2017-09-04,5.13,4.96,4.72
340,USGS,02130900,2017-09-05,4.72,4.59,4.47
341,USGS,02130900,2017-09-06,4.74,4.69,4.64
342,USGS,02130900,2017-09-07,5.21,5.03,4.65
343,USGS,02130900,2017-09-08,4.93,4.71,4.51
344,USGS,02130900,2017-09-09,4.51,4.40,4.30
345,USGS,02130900,2017-09-10,4.30,4.23,4.18
346,USGS,02130900,2017-09-11,4.77,4.29,4.16
347,USGS,02130900,2017-09-12,6.57,6.10,4.77
348,USGS,02130900,2017-09-13,6.61,6.58,6.55
349,USGS,02130900,2017-09-14,6.55,6.37,6.15
350,USGS,02130900,2017-09-15,6.15,5.81,5.47
351,USGS,02130900,2017-09-16,5.47,5.24,5.04
352,USGS,02130900,2017-09-17,5.04,4.90,4.77
353,USGS,02130900,2017-09-18,4.77,4.68,4.58
354,USGS,02130900,2017-09-19,4.58,4.51,4.44
355,USGS,02130900,2017-09-20,4.44,4.39,4.34
356,USGS,02130900,2017-09-21,4.39,4.33,4.31
357,USGS,02130900,2017-09-22,4.40,4.36,4.28
358,USGS,02130900,2017-09-23,4.28,4.21,4.16
359,USGS,02130900,2017-09-24,4.16,4.13,4.10
360,USGS,02130900,2017-09-25,4.10,4.08,4.05
361,USGS,02130900,2017-09-26,4.06,4.05,4.04
362,USGS,02130900,2017-09-27,4.08,4.06,4.05
363,USGS,02130900,2017-09-28,4.08,4.05,4.00
364,USGS,02130900,2017-09-29,4.00,3.97,3.94
365,USGS,02130900,2017-09-30,3.94,3.93,3.91
