,agency_cd,site_no,datetime,Gage height_Max,Gage height_Min,Gage height_Mean
0,USGS,021473426,2016-09-30,2.40,2.38,2.39
1,USGS,021473426,2016-10-01,2.39,2.36,2.38
2,USGS,021473426,2016-10-02,2.39,2.37,2.38
3,USGS,021473426,2016-10-03,2.38,2.35,2.37
4,USGS,021473426,2016-10-04,2.37,2.35,2.36
5,USGS,021473426,2016-10-05,2.36,2.35,2.36
6,USGS,021473426,2016-10-06,2.37,2.34,2.36
7,USGS,021473426,2016-10-07,3.15,2.34,2.70
8,USGS,021473426,2016-10-08,3.69,2.93,3.24
9,USGS,021473426,2016-10-09,3.00,2.65,2.78
10,USGS,021473426,2016-10-10,2.65,2.57,2.61
11,USGS,021473426,2016-10-11,2.58,2.55,2.57
12,USGS,021473426,2016-10-12,2.57,2.54,2.55
13,USGS,021473426,2016-10-13,2.57,2.54,2.56
14,USGS,021473426,2016-10-14,2.56,2.52,2.54
15,USGS,021473426,2016-10-15,2.56,2.53,2.54
16,USGS,021473426,2016-10-16,2.56,2.54,2.55
17,USGS,021473426,2016-10-17,2.56,2.53,2.55
18,USGS,021473426,2016-10-18,2.56,2.52,2.54
19,USGS,021473426,2016-10-19,2.54,2.52,2.53
20,USGS,021473426,2016-10-20,2.56,2.53,2.55
21,USGS,021473426,2016-10-21,2.56,2.53,2.55
22,USGS,021473426,2016-10-22,2.55,2.54,2.55
23,USGS,021473426,2016-10-23,2.56,2.54,2.55
24,USGS,021473426,2016-10-24,2.56,2.54,2.55
25,USGS,021473426,2016-10-25,2.55,2.52,2.53
26,USGS,021473426,2016-10-26,2.55,2.52,2.54
27,USGS,021473426,2016-10-27,2.56,2.53,2.54
28,USGS,021473426,2016-10-28,2.56,2.54,2.55
29,USGS,021473426,2016-10-29,2.55,2.54,2.54
30,USGS,021473426,2016-10-30,2.55,2.53,2.54
31,USGS,021473426,2016-10-31,2.56,2.53,2.54
32,USGS,021473426,2016-11-01,2.56,2.53,2.54
33,USGS,021473426,2016-11-02,2.57,2.55,2.55
