,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02169500,2016-09-30,3.15,2.82,2.55
1,USGS,02169500,2016-10-01,2.73,2.71,2.62
2,USGS,02169500,2016-10-02,2.73,2.64,2.49
3,USGS,02169500,2016-10-03,2.72,2.63,2.49
4,USGS,02169500,2016-10-04,4.40,2.88,2.46
5,USGS,02169500,2016-10-05,4.52,4.07,3.02
6,USGS,02169500,2016-10-06,3.02,2.87,2.81
7,USGS,02169500,2016-10-07,3.06,2.92,2.82
8,USGS,02169500,2016-10-08,4.72,4.25,3.06
9,USGS,02169500,2016-10-09,4.40,3.98,3.45
10,USGS,02169500,2016-10-10,3.45,3.09,2.82
11,USGS,02169500,2016-10-11,2.83,2.80,2.78
12,USGS,02169500,2016-10-12,2.83,2.80,2.78
13,USGS,02169500,2016-10-13,2.80,2.74,2.57
14,USGS,02169500,2016-10-14,2.91,2.86,2.57
15,USGS,02169500,2016-10-15,2.89,2.71,2.59
16,USGS,02169500,2016-10-16,2.61,2.59,2.57
17,USGS,02169500,2016-10-17,2.78,2.61,2.41
18,USGS,02169500,2016-10-18,2.72,2.53,2.40
19,USGS,02169500,2016-10-19,2.71,2.52,2.33
20,USGS,02169500,2016-10-20,2.70,2.52,2.33
21,USGS,02169500,2016-10-21,2.60,2.49,2.33
22,USGS,02169500,2016-10-22,2.61,2.51,2.37
23,USGS,02169500,2016-10-23,2.59,2.49,2.36
24,USGS,02169500,2016-10-24,2.81,2.50,2.33
25,USGS,02169500,2016-10-25,2.65,2.55,2.34
26,USGS,02169500,2016-10-26,2.62,2.43,2.30
27,USGS,02169500,2016-10-27,2.57,2.50,2.30
28,USGS,02169500,2016-10-28,2.62,2.44,2.29
29,USGS,02169500,2016-10-29,2.61,2.48,2.32
30,USGS,02169500,2016-10-30,2.61,2.49,2.32
31,USGS,02169500,2016-10-31,2.54,2.42,2.33
32,USGS,02169500,2016-11-01,2.60,2.45,2.31
33,USGS,02169500,2016-11-02,2.54,2.41,2.32
34,USGS,02169500,2016-11-03,2.63,2.49,2.33
35,USGS,02169500,2016-11-04,2.69,2.51,2.34
36,USGS,02169500,2016-11-05,2.75,2.57,2.35
37,USGS,02169500,2016-11-06,2.46,2.45,2.43
38,USGS,02169500,2016-11-07,2.64,2.51,2.42
39,USGS,02169500,2016-11-08,2.54,2.48,2.43
40,USGS,02169500,2016-11-09,2.49,2.48,2.47
41,USGS,02169500,2016-11-10,2.51,2.48,2.46
42,USGS,02169500,2016-11-11,2.58,2.51,2.47
43,USGS,02169500,2016-11-12,2.56,2.51,2.47
44,USGS,02169500,2016-11-13,2.84,2.59,2.48
45,USGS,02169500,2016-11-14,2.71,2.58,2.53
46,USGS,02169500,2016-11-15,2.54,2.52,2.48
47,USGS,02169500,2016-11-16,2.66,2.56,2.51
48,USGS,02169500,2016-11-17,2.68,2.58,2.51
49,USGS,02169500,2016-11-18,2.78,2.63,2.51
50,USGS,02169500,2016-11-19,2.62,2.55,2.50
51,USGS,02169500,2016-11-20,2.70,2.58,2.50
52,USGS,02169500,2016-11-21,2.65,2.56,2.50
53,USGS,02169500,2016-11-22,2.70,2.58,2.50
54,USGS,02169500,2016-11-23,2.54,2.52,2.51
55,USGS,02169500,2016-11-24,2.60,2.56,2.54
56,USGS,02169500,2016-11-25,2.56,2.55,2.54
57,USGS,02169500,2016-11-26,2.54,2.54,2.53
58,USGS,02169500,2016-11-27,2.54,2.53,2.52
59,USGS,02169500,2016-11-28,2.61,2.56,2.54
60,USGS,02169500,2016-11-29,3.04,2.71,2.59
61,USGS,02169500,2016-11-30,3.09,2.99,2.93
62,USGS,02169500,2016-12-01,3.28,3.21,2.98
63,USGS,02169500,2016-12-02,3.53,3.32,3.23
64,USGS,02169500,2016-12-03,3.74,3.71,3.53
65,USGS,02169500,2016-12-04,3.77,3.73,3.71
