,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02153590,2016-09-30,2.41,2.40,2.38
1,USGS,02153590,2016-10-01,2.40,2.38,2.37
2,USGS,02153590,2016-10-02,2.39,2.38,2.37
3,USGS,02153590,2016-10-03,2.45,2.39,2.37
4,USGS,02153590,2016-10-04,2.40,2.39,2.37
5,USGS,02153590,2016-10-05,2.39,2.38,2.38
6,USGS,02153590,2016-10-06,2.40,2.38,2.37
7,USGS,02153590,2016-10-07,2.66,2.48,2.38
8,USGS,02153590,2016-10-08,2.60,2.57,2.54
9,USGS,02153590,2016-10-09,2.56,2.52,2.46
10,USGS,02153590,2016-10-10,2.47,2.45,2.44
11,USGS,02153590,2016-10-11,2.44,2.43,2.43
12,USGS,02153590,2016-10-12,2.44,2.43,2.42
13,USGS,02153590,2016-10-13,2.44,2.43,2.43
14,USGS,02153590,2016-10-14,2.44,2.43,2.43
15,USGS,02153590,2016-10-15,2.46,2.44,2.43
16,USGS,02153590,2016-10-16,2.46,2.45,2.44
17,USGS,02153590,2016-10-17,2.46,2.45,2.44
18,USGS,02153590,2016-10-18,2.46,2.45,2.43
19,USGS,02153590,2016-10-19,2.45,2.45,2.44
20,USGS,02153590,2016-10-20,2.46,2.45,2.44
21,USGS,02153590,2016-10-21,2.50,2.45,2.43
22,USGS,02153590,2016-10-22,2.44,2.43,2.42
23,USGS,02153590,2016-10-23,2.45,2.44,2.43
24,USGS,02153590,2016-10-24,2.47,2.46,2.44
25,USGS,02153590,2016-10-25,2.46,2.45,2.44
26,USGS,02153590,2016-10-26,2.46,2.45,2.44
27,USGS,02153590,2016-10-27,2.46,2.45,2.45
28,USGS,02153590,2016-10-28,2.47,2.46,2.45
29,USGS,02153590,2016-10-29,2.47,2.46,2.45
30,USGS,02153590,2016-10-30,2.47,2.46,2.45
31,USGS,02153590,2016-10-31,2.47,2.46,2.45
32,USGS,02153590,2016-11-01,2.47,2.46,2.45
33,USGS,02153590,2016-11-02,2.48,2.47,2.46
34,USGS,02153590,2016-11-03,2.49,2.48,2.46
35,USGS,02153590,2016-11-04,2.49,2.48,2.47
36,USGS,02153590,2016-11-05,2.48,2.47,2.46
37,USGS,02153590,2016-11-06,2.48,2.48,2.46
38,USGS,02153590,2016-11-07,2.49,2.48,2.47
39,USGS,02153590,2016-11-08,2.59,2.54,2.48
40,USGS,02153590,2016-11-09,2.58,2.57,2.54
41,USGS,02153590,2016-11-10,2.63,2.60,2.55
42,USGS,02153590,2016-11-11,2.62,2.57,2.54
43,USGS,02153590,2016-11-12,2.56,2.53,2.51
44,USGS,02153590,2016-11-13,2.55,2.53,2.51
45,USGS,02153590,2016-11-14,2.53,2.52,2.51
46,USGS,02153590,2016-11-15,2.53,2.52,2.50
47,USGS,02153590,2016-11-16,2.52,2.51,2.50
48,USGS,02153590,2016-11-17,2.52,2.51,2.50
49,USGS,02153590,2016-11-18,2.51,2.50,2.50
50,USGS,02153590,2016-11-19,2.52,2.51,2.50
51,USGS,02153590,2016-11-20,2.52,2.50,2.48
52,USGS,02153590,2016-11-21,2.53,2.52,2.51
53,USGS,02153590,2016-11-22,2.53,2.52,2.51
54,USGS,02153590,2016-11-23,2.57,2.54,2.53
55,USGS,02153590,2016-11-24,2.55,2.54,2.53
56,USGS,02153590,2016-11-25,2.54,2.53,2.52
57,USGS,02153590,2016-11-26,2.54,2.52,2.51
58,USGS,02153590,2016-11-27,2.53,2.51,2.50
59,USGS,02153590,2016-11-28,2.53,2.52,2.50
60,USGS,02153590,2016-11-29,2.71,2.58,2.51
61,USGS,02153590,2016-11-30,2.99,2.68,2.62
62,USGS,02153590,2016-12-01,2.96,2.74,2.63
63,USGS,02153590,2016-12-02,2.63,2.60,2.58
64,USGS,02153590,2016-12-03,2.59,2.58,2.57
65,USGS,02153590,2016-12-04,2.65,2.60,2.58
66,USGS,02153590,2016-12-05,2.68,2.66,2.65
67,USGS,02153590,2016-12-06,2.84,2.74,2.66
68,USGS,02153590,2016-12-07,2.84,2.72,2.65
69,USGS,02153590,2016-12-08,2.66,2.63,2.62
70,USGS,02153590,2016-12-09,2.64,2.61,2.59
71,USGS,02153590,2016-12-10,2.61,2.60,2.59
72,USGS,02153590,2016-12-11,2.61,2.60,2.59
73,USGS,02153590,2016-12-12,2.61,2.60,2.59
74,USGS,02153590,2016-12-13,2.61,2.60,2.58
75,USGS,02153590,2016-12-14,2.60,2.60,2.59
76,USGS,02153590,2016-12-15,2.62,2.60,2.58
77,USGS,02153590,2016-12-16,2.60,2.59,2.58
78,USGS,02153590,2016-12-17,2.60,2.59,2.59
79,USGS,02153590,2016-12-18,2.60,2.59,2.58
80,USGS,02153590,2016-12-19,2.61,2.60,2.59
81,USGS,02153590,2016-12-20,2.62,2.61,2.60
82,USGS,02153590,2016-12-21,2.61,2.60,2.59
