,agency_cd,site_no,datetime,Gage height_Max,Gage height_Min,Gage height_Mean
0,USGS,021720711,2016-09-30,21.05,15.39,18.46
1,USGS,021720711,2016-10-01,21.44,15.63,18.79
2,USGS,021720711,2016-10-02,21.34,16.01,18.82
3,USGS,021720711,2016-10-03,21.50,16.36,19.00
4,USGS,021720711,2016-10-04,21.80,16.82,19.33
5,USGS,021720711,2016-10-05,21.69,17.19,19.42
6,USGS,021720711,2016-10-06,21.91,17.53,19.65
7,USGS,021720711,2016-10-07,23.97,17.85,20.51
8,USGS,021720711,2016-10-08,24.47,15.90,20.37
9,USGS,021720711,2016-10-09,21.13,16.66,18.74
10,USGS,021720711,2016-10-10,21.97,17.56,19.68
11,USGS,021720711,2016-10-11,21.95,16.94,19.64
12,USGS,021720711,2016-10-12,22.33,16.46,19.63
13,USGS,021720711,2016-10-13,22.10,15.52,19.20
14,USGS,021720711,2016-10-14,22.25,15.55,19.15
15,USGS,021720711,2016-10-15,22.45,15.59,19.26
16,USGS,021720711,2016-10-16,22.71,15.18,19.11
17,USGS,021720711,2016-10-17,22.77,15.09,19.07
18,USGS,021720711,2016-10-18,,,
19,USGS,021720711,2016-10-19,22.40,15.14,18.71
20,USGS,021720711,2016-10-20,22.19,15.30,18.78
21,USGS,021720711,2016-10-21,22.09,15.68,18.71
22,USGS,021720711,2016-10-22,21.66,15.57,18.58
23,USGS,021720711,2016-10-23,21.52,16.39,18.94
24,USGS,021720711,2016-10-24,21.05,15.90,18.66
25,USGS,021720711,2016-10-25,21.51,16.57,19.08
26,USGS,021720711,2016-10-26,21.25,16.15,18.94
27,USGS,021720711,2016-10-27,21.27,15.70,18.75
28,USGS,021720711,2016-10-28,21.07,15.69,18.58
29,USGS,021720711,2016-10-29,21.29,15.67,18.74
30,USGS,021720711,2016-10-30,,,
31,USGS,021720711,2016-10-31,,,
32,USGS,021720711,2016-11-01,,,
33,USGS,021720711,2016-11-02,21.42,16.09,18.75
34,USGS,021720711,2016-11-03,20.94,15.99,18.46
35,USGS,021720711,2016-11-04,20.68,16.17,18.52
36,USGS,021720711,2016-11-05,21.40,16.95,19.06
37,USGS,021720711,2016-11-06,21.10,16.62,18.79
38,USGS,021720711,2016-11-07,21.00,16.65,18.78
39,USGS,021720711,2016-11-08,21.33,16.68,19.03
40,USGS,021720711,2016-11-09,21.15,15.77,18.87
41,USGS,021720711,2016-11-10,21.35,15.71,18.92
42,USGS,021720711,2016-11-11,21.70,15.27,18.97
43,USGS,021720711,2016-11-12,22.39,15.63,19.46
44,USGS,021720711,2016-11-13,22.82,15.61,19.33
45,USGS,021720711,2016-11-14,22.76,15.03,18.96
46,USGS,021720711,2016-11-15,22.61,14.61,18.74
47,USGS,021720711,2016-11-16,22.65,14.81,18.75
48,USGS,021720711,2016-11-17,22.13,14.91,18.50
49,USGS,021720711,2016-11-18,21.89,15.15,18.49
50,USGS,021720711,2016-11-19,21.51,15.46,18.28
51,USGS,021720711,2016-11-20,21.29,15.44,18.26
52,USGS,021720711,2016-11-21,20.91,15.86,18.42
53,USGS,021720711,2016-11-22,20.56,15.84,18.33
54,USGS,021720711,2016-11-23,20.49,15.75,18.26
55,USGS,021720711,2016-11-24,20.50,15.40,18.14
56,USGS,021720711,2016-11-25,20.50,15.57,18.18
57,USGS,021720711,2016-11-26,20.70,15.60,18.32
58,USGS,021720711,2016-11-27,21.41,15.96,18.87
59,USGS,021720711,2016-11-28,21.54,15.98,18.84
60,USGS,021720711,2016-11-29,21.42,15.63,18.57
61,USGS,021720711,2016-11-30,21.08,15.50,18.29
62,USGS,021720711,2016-12-01,20.41,15.06,17.71
63,USGS,021720711,2016-12-02,20.75,15.23,17.95
64,USGS,021720711,2016-12-03,20.89,15.71,18.21
65,USGS,021720711,2016-12-04,21.20,16.24,18.59
66,USGS,021720711,2016-12-05,20.57,16.04,18.40
67,USGS,021720711,2016-12-06,21.57,16.27,18.96
68,USGS,021720711,2016-12-07,20.85,15.98,18.52
69,USGS,021720711,2016-12-08,20.94,15.40,18.57
70,USGS,021720711,2016-12-09,21.17,15.03,18.51
71,USGS,021720711,2016-12-10,21.31,14.80,18.45
72,USGS,021720711,2016-12-11,21.69,14.34,18.47
73,USGS,021720711,2016-12-12,21.95,13.95,18.22
74,USGS,021720711,2016-12-13,22.07,13.89,18.48
75,USGS,021720711,2016-12-14,22.45,14.36,18.65
76,USGS,021720711,2016-12-15,22.33,14.80,18.49
77,USGS,021720711,2016-12-16,22.41,14.64,18.69
78,USGS,021720711,2016-12-17,21.96,15.14,18.42
79,USGS,021720711,2016-12-18,21.09,14.96,17.92
80,USGS,021720711,2016-12-19,21.28,14.87,18.09
81,USGS,021720711,2016-12-20,20.81,15.98,18.43
82,USGS,021720711,2016-12-21,20.55,16.14,18.42
83,USGS,021720711,2016-12-22,20.50,15.66,18.25
84,USGS,021720711,2016-12-23,20.55,16.41,18.63
85,USGS,021720711,2016-12-24,21.01,15.60,18.36
86,USGS,021720711,2016-12-25,20.42,15.52,18.05
87,USGS,021720711,2016-12-26,20.98,15.57,18.52
88,USGS,021720711,2016-12-27,20.89,14.83,17.93
89,USGS,021720711,2016-12-28,20.37,14.68,17.67
90,USGS,021720711,2016-12-29,20.92,14.85,17.56
91,USGS,021720711,2016-12-30,20.02,14.31,17.27
92,USGS,021720711,2016-12-31,20.99,15.03,17.88
93,USGS,021720711,2017-01-01,20.87,15.04,17.93
94,USGS,021720711,2017-01-02,20.51,14.75,17.68
95,USGS,021720711,2017-01-03,20.51,14.73,17.62
96,USGS,021720711,2017-01-04,20.33,15.01,17.63
97,USGS,021720711,2017-01-05,20.74,15.76,18.28
98,USGS,021720711,2017-01-06,20.90,15.14,18.13
99,USGS,021720711,2017-01-07,21.25,14.76,18.07
100,USGS,021720711,2017-01-08,20.88,14.42,17.96
101,USGS,021720711,2017-01-09,21.46,14.43,18.24
102,USGS,021720711,2017-01-10,21.82,14.28,18.41
103,USGS,021720711,2017-01-11,21.96,14.20,18.14
104,USGS,021720711,2017-01-12,21.46,13.69,17.73
105,USGS,021720711,2017-01-13,21.29,13.70,17.52
106,USGS,021720711,2017-01-14,21.05,13.66,17.48
107,USGS,021720711,2017-01-15,20.92,14.26,17.53
108,USGS,021720711,2017-01-16,20.67,14.71,17.65
109,USGS,021720711,2017-01-17,20.53,15.03,17.62
110,USGS,021720711,2017-01-18,19.59,14.68,17.00
111,USGS,021720711,2017-01-19,20.14,15.67,18.01
112,USGS,021720711,2017-01-20,20.49,16.20,18.37
113,USGS,021720711,2017-01-21,20.43,15.94,18.37
114,USGS,021720711,2017-01-22,20.55,16.56,18.53
115,USGS,021720711,2017-01-23,20.91,15.63,18.21
116,USGS,021720711,2017-01-24,20.62,15.35,18.02
117,USGS,021720711,2017-01-25,20.71,15.23,18.14
