,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02169570,2016-09-30,1.69,1.68,1.67
1,USGS,02169570,2016-10-01,1.68,1.67,1.65
2,USGS,02169570,2016-10-02,1.65,1.63,1.62
3,USGS,02169570,2016-10-03,1.62,1.61,1.61
4,USGS,02169570,2016-10-04,1.61,1.60,1.59
5,USGS,02169570,2016-10-05,1.64,1.62,1.59
6,USGS,02169570,2016-10-06,1.94,1.69,1.63
7,USGS,02169570,2016-10-07,2.41,2.04,1.94
8,USGS,02169570,2016-10-08,6.42,5.38,2.41
9,USGS,02169570,2016-10-09,5.64,4.56,3.71
10,USGS,02169570,2016-10-10,3.71,3.35,3.20
11,USGS,02169570,2016-10-11,3.20,3.07,2.99
12,USGS,02169570,2016-10-12,2.99,2.93,2.87
13,USGS,02169570,2016-10-13,2.87,2.81,2.75
14,USGS,02169570,2016-10-14,2.75,2.65,2.58
15,USGS,02169570,2016-10-15,2.58,2.52,2.45
16,USGS,02169570,2016-10-16,2.45,2.36,2.28
17,USGS,02169570,2016-10-17,2.49,2.36,2.23
18,USGS,02169570,2016-10-18,2.48,2.35,2.22
19,USGS,02169570,2016-10-19,2.22,2.11,2.03
20,USGS,02169570,2016-10-20,2.03,1.96,1.91
21,USGS,02169570,2016-10-21,1.91,1.87,1.83
22,USGS,02169570,2016-10-22,1.83,1.80,1.78
23,USGS,02169570,2016-10-23,1.78,1.76,1.74
24,USGS,02169570,2016-10-24,1.74,1.72,1.70
25,USGS,02169570,2016-10-25,1.70,1.68,1.67
26,USGS,02169570,2016-10-26,1.67,1.67,1.66
27,USGS,02169570,2016-10-27,1.66,1.66,1.65
28,USGS,02169570,2016-10-28,1.66,1.65,1.65
29,USGS,02169570,2016-10-29,1.65,1.65,1.65
30,USGS,02169570,2016-10-30,1.65,1.64,1.64
31,USGS,02169570,2016-10-31,1.65,1.64,1.64
32,USGS,02169570,2016-11-01,1.64,1.64,1.64
33,USGS,02169570,2016-11-02,1.64,1.64,1.64
34,USGS,02169570,2016-11-03,1.64,1.64,1.63
35,USGS,02169570,2016-11-04,1.65,1.64,1.64
36,USGS,02169570,2016-11-05,1.64,1.63,1.63
37,USGS,02169570,2016-11-06,1.63,1.63,1.63
38,USGS,02169570,2016-11-07,1.64,1.63,1.63
39,USGS,02169570,2016-11-08,1.63,1.63,1.63
40,USGS,02169570,2016-11-09,1.63,1.63,1.62
41,USGS,02169570,2016-11-10,1.63,1.62,1.61
42,USGS,02169570,2016-11-11,1.62,1.62,1.61
43,USGS,02169570,2016-11-12,1.63,1.62,1.62
44,USGS,02169570,2016-11-13,2.58,1.87,1.62
45,USGS,02169570,2016-11-14,2.06,1.99,1.97
46,USGS,02169570,2016-11-15,2.02,1.99,1.97
47,USGS,02169570,2016-11-16,2.02,2.01,1.97
48,USGS,02169570,2016-11-17,1.97,1.90,1.85
49,USGS,02169570,2016-11-18,1.85,1.82,1.80
50,USGS,02169570,2016-11-19,1.81,1.79,1.78
51,USGS,02169570,2016-11-20,1.78,1.77,1.75
52,USGS,02169570,2016-11-21,1.75,1.74,1.73
53,USGS,02169570,2016-11-22,1.73,1.72,1.71
54,USGS,02169570,2016-11-23,1.71,1.71,1.70
55,USGS,02169570,2016-11-24,1.70,1.70,1.69
56,USGS,02169570,2016-11-25,1.69,1.68,1.67
57,USGS,02169570,2016-11-26,1.67,1.67,1.66
58,USGS,02169570,2016-11-27,1.66,1.66,1.66
59,USGS,02169570,2016-11-28,1.80,1.68,1.65
60,USGS,02169570,2016-11-29,2.75,2.19,1.80
61,USGS,02169570,2016-11-30,2.58,2.45,2.39
62,USGS,02169570,2016-12-01,2.47,2.42,2.37
63,USGS,02169570,2016-12-02,2.42,2.37,2.34
64,USGS,02169570,2016-12-03,2.37,2.33,2.28
65,USGS,02169570,2016-12-04,2.36,2.26,2.23
66,USGS,02169570,2016-12-05,3.02,2.64,2.36
67,USGS,02169570,2016-12-06,2.85,2.65,2.50
68,USGS,02169570,2016-12-07,2.50,2.43,2.38
69,USGS,02169570,2016-12-08,2.46,2.37,2.33
70,USGS,02169570,2016-12-09,2.51,2.49,2.43
71,USGS,02169570,2016-12-10,2.43,2.32,2.21
72,USGS,02169570,2016-12-11,2.21,2.13,2.05
73,USGS,02169570,2016-12-12,2.05,2.01,1.97
74,USGS,02169570,2016-12-13,3.00,2.45,1.96
75,USGS,02169570,2016-12-14,2.42,2.35,2.31
76,USGS,02169570,2016-12-15,2.33,2.32,2.31
77,USGS,02169570,2016-12-16,2.32,2.28,2.22
78,USGS,02169570,2016-12-17,2.22,2.16,2.11
79,USGS,02169570,2016-12-18,2.18,2.07,2.04
80,USGS,02169570,2016-12-19,2.45,2.29,2.18
81,USGS,02169570,2016-12-20,2.59,2.38,2.20
82,USGS,02169570,2016-12-21,2.42,2.32,2.22
83,USGS,02169570,2016-12-22,2.22,2.15,2.09
84,USGS,02169570,2016-12-23,2.09,2.05,2.01
85,USGS,02169570,2016-12-24,2.01,1.99,1.97
86,USGS,02169570,2016-12-25,2.00,1.97,1.94
87,USGS,02169570,2016-12-26,1.95,1.93,1.89
88,USGS,02169570,2016-12-27,2.12,1.96,1.87
89,USGS,02169570,2016-12-28,1.94,1.90,1.78
90,USGS,02169570,2016-12-29,2.72,2.16,1.87
91,USGS,02169570,2016-12-30,2.05,1.98,1.84
92,USGS,02169570,2016-12-31,2.00,1.98,1.96
93,USGS,02169570,2017-01-01,2.08,1.99,1.96
94,USGS,02169570,2017-01-02,3.88,3.10,2.08
95,USGS,02169570,2017-01-03,4.05,3.64,2.94
96,USGS,02169570,2017-01-04,3.57,3.37,2.98
97,USGS,02169570,2017-01-05,2.98,2.46,1.77
98,USGS,02169570,2017-01-06,4.51,3.25,2.67
99,USGS,02169570,2017-01-07,4.74,4.36,3.97
100,USGS,02169570,2017-01-08,3.97,3.70,3.47
101,USGS,02169570,2017-01-09,3.47,3.30,3.13
102,USGS,02169570,2017-01-10,3.13,2.90,2.70
103,USGS,02169570,2017-01-11,2.70,2.60,2.50
104,USGS,02169570,2017-01-12,2.50,2.44,2.38
105,USGS,02169570,2017-01-13,2.38,2.35,2.31
106,USGS,02169570,2017-01-14,2.31,2.24,2.20
107,USGS,02169570,2017-01-15,2.20,2.19,2.17
108,USGS,02169570,2017-01-16,2.17,2.15,2.12
109,USGS,02169570,2017-01-17,2.13,2.12,2.08
110,USGS,02169570,2017-01-18,2.08,2.05,2.02
111,USGS,02169570,2017-01-19,2.14,2.03,2.00
112,USGS,02169570,2017-01-20,2.08,2.07,2.05
113,USGS,02169570,2017-01-21,3.56,2.48,2.03
114,USGS,02169570,2017-01-22,4.03,3.35,2.51
115,USGS,02169570,2017-01-23,4.03,3.43,3.13
116,USGS,02169570,2017-01-24,3.14,3.09,3.05
117,USGS,02169570,2017-01-25,3.05,2.94,2.80
118,USGS,02169570,2017-01-26,2.80,2.67,2.49
119,USGS,02169570,2017-01-27,2.49,2.36,2.27
120,USGS,02169570,2017-01-28,2.27,2.23,2.16
121,USGS,02169570,2017-01-29,2.16,2.10,2.06
122,USGS,02169570,2017-01-30,2.07,2.04,2.03
123,USGS,02169570,2017-01-31,2.04,2.03,2.02
124,USGS,02169570,2017-02-01,2.03,2.01,1.99
125,USGS,02169570,2017-02-02,1.99,1.98,1.96
126,USGS,02169570,2017-02-03,2.33,2.11,1.96
127,USGS,02169570,2017-02-04,2.04,2.03,2.02
128,USGS,02169570,2017-02-05,2.04,2.03,2.01
129,USGS,02169570,2017-02-06,2.01,1.97,1.94
130,USGS,02169570,2017-02-07,2.13,1.94,1.92
131,USGS,02169570,2017-02-08,2.27,2.11,2.01
132,USGS,02169570,2017-02-09,2.03,2.02,2.00
133,USGS,02169570,2017-02-10,2.02,2.00,1.98
134,USGS,02169570,2017-02-11,1.98,1.95,1.93
135,USGS,02169570,2017-02-12,1.93,1.92,1.91
136,USGS,02169570,2017-02-13,1.91,1.89,1.87
137,USGS,02169570,2017-02-14,1.87,1.86,1.85
138,USGS,02169570,2017-02-15,4.11,2.78,1.85
139,USGS,02169570,2017-02-16,2.56,2.56,2.55
140,USGS,02169570,2017-02-17,2.56,2.48,2.35
141,USGS,02169570,2017-02-18,2.35,2.25,2.18
142,USGS,02169570,2017-02-19,2.18,2.13,2.09
143,USGS,02169570,2017-02-20,2.10,1.99,1.61
144,USGS,02169570,2017-02-21,1.61,1.48,1.42
145,USGS,02169570,2017-02-22,1.42,1.40,1.38
146,USGS,02169570,2017-02-23,1.86,1.43,1.34
147,USGS,02169570,2017-02-24,2.61,2.22,1.86
148,USGS,02169570,2017-02-25,2.58,2.44,2.25
149,USGS,02169570,2017-02-26,2.25,2.05,1.92
150,USGS,02169570,2017-02-27,1.92,1.86,1.82
