,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
0,USGS,02156300,2016-09-30,3.75,3.72,3.79
1,USGS,02156300,2016-10-01,3.70,3.69,3.73
2,USGS,02156300,2016-10-02,3.69,3.68,3.70
3,USGS,02156300,2016-10-03,3.68,3.66,3.69
4,USGS,02156300,2016-10-04,3.66,3.66,3.67
5,USGS,02156300,2016-10-05,3.65,3.63,3.66
6,USGS,02156300,2016-10-06,3.65,3.63,3.66
7,USGS,02156300,2016-10-07,4.13,3.63,5.41
8,USGS,02156300,2016-10-08,4.13,3.89,4.47
9,USGS,02156300,2016-10-09,3.80,3.75,3.89
10,USGS,02156300,2016-10-10,3.72,3.70,3.75
11,USGS,02156300,2016-10-11,3.69,3.67,3.71
12,USGS,02156300,2016-10-12,3.69,3.68,3.70
13,USGS,02156300,2016-10-13,3.70,3.68,3.74
14,USGS,02156300,2016-10-14,3.68,3.67,3.69
15,USGS,02156300,2016-10-15,3.68,3.67,3.69
16,USGS,02156300,2016-10-16,3.68,3.68,3.69
17,USGS,02156300,2016-10-17,3.68,3.67,3.69
18,USGS,02156300,2016-10-18,3.66,3.64,3.68
19,USGS,02156300,2016-10-19,3.65,3.65,3.66
20,USGS,02156300,2016-10-20,3.65,3.64,3.66
21,USGS,02156300,2016-10-21,3.64,3.61,3.70
22,USGS,02156300,2016-10-22,3.61,3.60,3.63
23,USGS,02156300,2016-10-23,3.62,3.62,3.63
24,USGS,02156300,2016-10-24,3.63,3.61,3.65
25,USGS,02156300,2016-10-25,3.63,3.61,3.65
26,USGS,02156300,2016-10-26,3.63,3.62,3.64
27,USGS,02156300,2016-10-27,3.64,3.63,3.65
28,USGS,02156300,2016-10-28,3.64,3.63,3.65
29,USGS,02156300,2016-10-29,3.64,3.63,3.65
30,USGS,02156300,2016-10-30,3.63,3.61,3.64
31,USGS,02156300,2016-10-31,3.63,3.62,3.64
32,USGS,02156300,2016-11-01,3.62,3.62,3.63
33,USGS,02156300,2016-11-02,3.63,3.63,3.65
34,USGS,02156300,2016-11-03,3.65,3.64,3.67
35,USGS,02156300,2016-11-04,3.64,3.63,3.65
36,USGS,02156300,2016-11-05,3.63,3.62,3.65
37,USGS,02156300,2016-11-06,3.64,3.63,3.65
38,USGS,02156300,2016-11-07,3.66,3.64,3.69
39,USGS,02156300,2016-11-08,3.65,3.64,3.67
40,USGS,02156300,2016-11-09,3.66,3.66,3.67
41,USGS,02156300,2016-11-10,3.65,3.64,3.66
42,USGS,02156300,2016-11-11,3.66,3.64,3.67
43,USGS,02156300,2016-11-12,3.64,3.62,3.65
44,USGS,02156300,2016-11-13,3.67,3.64,3.69
45,USGS,02156300,2016-11-14,3.68,3.67,3.70
46,USGS,02156300,2016-11-15,3.69,3.67,3.70
47,USGS,02156300,2016-11-16,3.68,3.67,3.69
48,USGS,02156300,2016-11-17,3.69,3.68,3.70
49,USGS,02156300,2016-11-18,3.68,3.66,3.70
50,USGS,02156300,2016-11-19,3.68,3.64,3.70
51,USGS,02156300,2016-11-20,3.66,3.64,3.68
52,USGS,02156300,2016-11-21,3.66,3.65,3.67
53,USGS,02156300,2016-11-22,3.67,3.66,3.67
54,USGS,02156300,2016-11-23,3.69,3.66,3.74
55,USGS,02156300,2016-11-24,3.68,3.66,3.70
56,USGS,02156300,2016-11-25,3.70,3.68,3.77
57,USGS,02156300,2016-11-26,3.70,3.68,3.73
58,USGS,02156300,2016-11-27,3.69,3.68,3.69
59,USGS,02156300,2016-11-28,3.70,3.68,3.74
60,USGS,02156300,2016-11-29,4.25,3.70,4.97
61,USGS,02156300,2016-11-30,4.60,4.09,6.11
62,USGS,02156300,2016-12-01,4.41,4.05,4.99
63,USGS,02156300,2016-12-02,3.94,3.88,4.05
64,USGS,02156300,2016-12-03,3.85,3.83,3.88
65,USGS,02156300,2016-12-04,3.97,3.83,4.29
66,USGS,02156300,2016-12-05,4.20,4.08,4.40
67,USGS,02156300,2016-12-06,4.42,4.09,4.80
68,USGS,02156300,2016-12-07,4.28,4.06,4.52
69,USGS,02156300,2016-12-08,3.98,3.92,4.06
70,USGS,02156300,2016-12-09,3.89,3.87,3.93
71,USGS,02156300,2016-12-10,3.86,3.85,3.89
72,USGS,02156300,2016-12-11,3.85,3.84,3.87
73,USGS,02156300,2016-12-12,3.84,3.83,3.85
74,USGS,02156300,2016-12-13,3.85,3.84,3.86
75,USGS,02156300,2016-12-14,3.84,3.83,3.85
76,USGS,02156300,2016-12-15,3.83,3.82,3.85
77,USGS,02156300,2016-12-16,3.82,3.81,3.83
78,USGS,02156300,2016-12-17,3.81,3.80,3.82
79,USGS,02156300,2016-12-18,3.81,3.80,3.82
80,USGS,02156300,2016-12-19,3.82,3.81,3.88
81,USGS,02156300,2016-12-20,3.81,3.80,3.81
82,USGS,02156300,2016-12-21,3.81,3.80,3.83
83,USGS,02156300,2016-12-22,3.80,3.78,3.81
84,USGS,02156300,2016-12-23,3.80,3.78,3.81
85,USGS,02156300,2016-12-24,3.79,3.78,3.83
86,USGS,02156300,2016-12-25,3.78,3.77,3.80
87,USGS,02156300,2016-12-26,3.77,3.77,3.79
88,USGS,02156300,2016-12-27,3.78,3.77,3.79
89,USGS,02156300,2016-12-28,3.78,3.77,3.79
90,USGS,02156300,2016-12-29,5.07,3.78,6.91
91,USGS,02156300,2016-12-30,4.19,4.02,4.52
92,USGS,02156300,2016-12-31,3.96,3.92,4.03
93,USGS,02156300,2017-01-01,3.97,3.91,4.03
94,USGS,02156300,2017-01-02,5.27,4.00,7.24
95,USGS,02156300,2017-01-03,6.39,5.02,7.94
96,USGS,02156300,2017-01-04,4.64,4.40,5.05
97,USGS,02156300,2017-01-05,4.27,4.19,4.40
98,USGS,02156300,2017-01-06,4.17,4.13,4.21
99,USGS,02156300,2017-01-07,4.36,4.17,4.51
100,USGS,02156300,2017-01-08,4.25,4.13,4.44
101,USGS,02156300,2017-01-09,4.09,4.07,4.14
102,USGS,02156300,2017-01-10,4.06,4.04,4.08
103,USGS,02156300,2017-01-11,4.11,4.06,4.18
104,USGS,02156300,2017-01-12,4.14,4.10,4.17
105,USGS,02156300,2017-01-13,4.08,4.06,4.12
106,USGS,02156300,2017-01-14,4.05,4.03,4.08
107,USGS,02156300,2017-01-15,4.01,3.99,4.04
108,USGS,02156300,2017-01-16,4.00,3.98,4.01
109,USGS,02156300,2017-01-17,4.00,3.99,4.02
110,USGS,02156300,2017-01-18,3.98,3.97,4.00
111,USGS,02156300,2017-01-19,3.97,3.95,4.02
112,USGS,02156300,2017-01-20,4.08,3.95,4.21
113,USGS,02156300,2017-01-21,4.41,4.01,5.32
114,USGS,02156300,2017-01-22,4.93,4.51,7.15
115,USGS,02156300,2017-01-23,6.41,5.18,7.90
116,USGS,02156300,2017-01-24,4.80,4.56,5.18
117,USGS,02156300,2017-01-25,4.41,4.30,4.56
118,USGS,02156300,2017-01-26,4.24,4.20,4.30
119,USGS,02156300,2017-01-27,4.16,4.11,4.21
120,USGS,02156300,2017-01-28,4.10,4.07,4.14
121,USGS,02156300,2017-01-29,4.09,4.06,4.12
122,USGS,02156300,2017-01-30,4.05,4.03,4.08
123,USGS,02156300,2017-01-31,4.04,4.02,4.06
124,USGS,02156300,2017-02-01,4.02,3.99,4.04
125,USGS,02156300,2017-02-02,3.99,3.97,4.01
126,USGS,02156300,2017-02-03,3.99,3.98,4.00
127,USGS,02156300,2017-02-04,3.97,3.95,4.00
128,USGS,02156300,2017-02-05,3.95,3.93,3.97
129,USGS,02156300,2017-02-06,3.94,3.91,3.96
130,USGS,02156300,2017-02-07,4.01,3.89,4.63
131,USGS,02156300,2017-02-08,4.22,4.10,4.57
132,USGS,02156300,2017-02-09,4.18,4.05,4.33
133,USGS,02156300,2017-02-10,3.98,3.94,4.05
134,USGS,02156300,2017-02-11,3.93,3.92,3.95
135,USGS,02156300,2017-02-12,3.93,3.91,3.96
136,USGS,02156300,2017-02-13,3.90,3.88,3.92
137,USGS,02156300,2017-02-14,3.90,3.88,3.92
138,USGS,02156300,2017-02-15,4.22,3.90,4.69
139,USGS,02156300,2017-02-16,4.07,3.96,4.25
140,USGS,02156300,2017-02-17,3.93,3.91,3.97
141,USGS,02156300,2017-02-18,3.92,3.89,3.96
142,USGS,02156300,2017-02-19,3.90,3.87,3.94
143,USGS,02156300,2017-02-20,3.87,3.85,3.89
144,USGS,02156300,2017-02-21,3.87,3.85,3.88
145,USGS,02156300,2017-02-22,3.91,3.88,3.94
146,USGS,02156300,2017-02-23,3.90,3.88,3.93
147,USGS,02156300,2017-02-24,3.88,3.86,3.90
148,USGS,02156300,2017-02-25,3.89,3.85,3.95
149,USGS,02156300,2017-02-26,3.83,3.81,3.86
150,USGS,02156300,2017-02-27,3.82,3.81,3.83
151,USGS,02156300,2017-02-28,3.83,3.82,3.84
152,USGS,02156300,2017-03-01,4.11,3.84,5.73
153,USGS,02156300,2017-03-02,4.38,4.02,5.46
154,USGS,02156300,2017-03-03,3.94,3.90,4.02
155,USGS,02156300,2017-03-04,3.88,3.86,3.91
156,USGS,02156300,2017-03-05,3.88,3.87,3.90
157,USGS,02156300,2017-03-06,3.89,3.88,3.90
158,USGS,02156300,2017-03-07,3.90,3.88,3.96
159,USGS,02156300,2017-03-08,3.92,3.88,4.00
160,USGS,02156300,2017-03-09,3.86,3.84,3.90
161,USGS,02156300,2017-03-10,4.07,3.85,4.40
162,USGS,02156300,2017-03-11,3.94,3.90,4.03
163,USGS,02156300,2017-03-12,4.25,3.91,4.42
164,USGS,02156300,2017-03-13,4.04,3.97,4.20
165,USGS,02156300,2017-03-14,4.20,4.00,4.36
166,USGS,02156300,2017-03-15,4.00,3.95,4.10
167,USGS,02156300,2017-03-16,3.92,3.90,3.96
168,USGS,02156300,2017-03-17,3.95,3.89,4.04
169,USGS,02156300,2017-03-18,4.05,4.03,4.09
170,USGS,02156300,2017-03-19,4.05,4.01,4.09
171,USGS,02156300,2017-03-20,4.00,3.98,4.04
172,USGS,02156300,2017-03-21,4.04,3.99,4.61
173,USGS,02156300,2017-03-22,4.99,4.38,5.50
174,USGS,02156300,2017-03-23,4.20,4.12,4.38
175,USGS,02156300,2017-03-24,4.04,4.00,4.12
176,USGS,02156300,2017-03-25,3.99,3.97,4.01
177,USGS,02156300,2017-03-26,4.08,3.99,4.24
178,USGS,02156300,2017-03-27,4.07,4.02,4.15
179,USGS,02156300,2017-03-28,4.39,4.04,4.81
180,USGS,02156300,2017-03-29,4.08,4.02,4.20
181,USGS,02156300,2017-03-30,4.36,4.00,7.40
182,USGS,02156300,2017-03-31,5.97,4.84,7.26
183,USGS,02156300,2017-04-01,4.52,4.33,4.84
184,USGS,02156300,2017-04-02,4.23,4.17,4.33
185,USGS,02156300,2017-04-03,4.63,4.12,5.65
186,USGS,02156300,2017-04-04,4.64,4.42,5.10
187,USGS,02156300,2017-04-05,5.42,4.35,7.23
188,USGS,02156300,2017-04-06,6.07,5.15,7.00
189,USGS,02156300,2017-04-07,4.83,4.63,5.15
190,USGS,02156300,2017-04-08,4.49,4.40,4.64
191,USGS,02156300,2017-04-09,4.32,4.25,4.40
192,USGS,02156300,2017-04-10,4.24,4.21,4.27
193,USGS,02156300,2017-04-11,4.20,4.18,4.23
194,USGS,02156300,2017-04-12,4.16,4.12,4.20
195,USGS,02156300,2017-04-13,4.10,4.08,4.13
196,USGS,02156300,2017-04-14,4.08,4.05,4.10
197,USGS,02156300,2017-04-15,4.02,4.00,4.05
198,USGS,02156300,2017-04-16,3.98,3.96,4.01
199,USGS,02156300,2017-04-17,3.97,3.95,4.04
200,USGS,02156300,2017-04-18,4.00,3.97,4.06
201,USGS,02156300,2017-04-19,4.89,3.99,5.50
202,USGS,02156300,2017-04-20,4.37,4.20,4.75
203,USGS,02156300,2017-04-21,4.12,4.04,4.20
204,USGS,02156300,2017-04-22,4.17,4.04,4.38
205,USGS,02156300,2017-04-23,5.37,4.02,7.07
206,USGS,02156300,2017-04-24,10.02,7.07,11.13
207,USGS,02156300,2017-04-25,7.24,5.79,10.31
208,USGS,02156300,2017-04-26,5.35,5.03,5.79
209,USGS,02156300,2017-04-27,4.84,4.72,5.03
210,USGS,02156300,2017-04-28,4.62,4.53,4.72
211,USGS,02156300,2017-04-29,4.44,4.38,4.53
212,USGS,02156300,2017-04-30,4.32,4.24,4.38
213,USGS,02156300,2017-05-01,4.36,4.26,4.57
214,USGS,02156300,2017-05-02,4.38,4.22,4.54
215,USGS,02156300,2017-05-03,4.16,4.08,4.22
216,USGS,02156300,2017-05-04,4.14,4.05,4.45
217,USGS,02156300,2017-05-05,4.95,4.44,5.70
218,USGS,02156300,2017-05-06,4.35,4.23,4.44
219,USGS,02156300,2017-05-07,4.19,4.12,4.31
220,USGS,02156300,2017-05-08,4.08,4.04,4.15
221,USGS,02156300,2017-05-09,4.03,4.01,4.04
222,USGS,02156300,2017-05-10,3.98,3.96,4.01
223,USGS,02156300,2017-05-11,3.94,3.93,3.96
224,USGS,02156300,2017-05-12,3.96,3.93,4.44
225,USGS,02156300,2017-05-13,4.20,4.09,4.68
226,USGS,02156300,2017-05-14,4.02,3.95,4.09
227,USGS,02156300,2017-05-15,3.91,3.88,3.95
228,USGS,02156300,2017-05-16,3.86,3.85,3.88
229,USGS,02156300,2017-05-17,3.83,3.82,3.85
230,USGS,02156300,2017-05-18,3.81,3.80,3.83
231,USGS,02156300,2017-05-19,3.81,3.79,3.83
232,USGS,02156300,2017-05-20,3.80,3.78,3.83
233,USGS,02156300,2017-05-21,5.09,3.77,8.38
234,USGS,02156300,2017-05-22,4.99,4.33,6.47
235,USGS,02156300,2017-05-23,5.49,5.03,6.36
236,USGS,02156300,2017-05-24,4.71,4.45,5.21
237,USGS,02156300,2017-05-25,4.53,4.27,4.88
238,USGS,02156300,2017-05-26,4.15,4.06,4.27
239,USGS,02156300,2017-05-27,4.01,3.98,4.06
240,USGS,02156300,2017-05-28,3.97,3.93,3.99
241,USGS,02156300,2017-05-29,3.92,3.90,3.94
242,USGS,02156300,2017-05-30,3.90,3.89,3.92
243,USGS,02156300,2017-05-31,4.29,3.87,6.37
244,USGS,02156300,2017-06-01,4.09,3.90,4.63
245,USGS,02156300,2017-06-02,3.87,3.85,3.91
246,USGS,02156300,2017-06-03,3.82,3.79,3.85
247,USGS,02156300,2017-06-04,4.05,3.78,4.98
248,USGS,02156300,2017-06-05,4.66,4.23,5.05
249,USGS,02156300,2017-06-06,4.17,4.01,4.46
250,USGS,02156300,2017-06-07,5.31,4.15,6.88
251,USGS,02156300,2017-06-08,4.17,4.04,4.41
252,USGS,02156300,2017-06-09,3.98,3.92,4.04
253,USGS,02156300,2017-06-10,3.88,3.85,3.92
254,USGS,02156300,2017-06-11,3.84,3.82,3.86
255,USGS,02156300,2017-06-12,3.82,3.81,3.84
256,USGS,02156300,2017-06-13,3.89,3.79,4.75
257,USGS,02156300,2017-06-14,4.16,3.94,4.72
258,USGS,02156300,2017-06-15,3.87,3.83,3.94
259,USGS,02156300,2017-06-16,3.81,3.76,3.91
260,USGS,02156300,2017-06-17,3.82,3.78,3.90
261,USGS,02156300,2017-06-18,3.90,3.79,4.09
262,USGS,02156300,2017-06-19,4.10,3.88,4.79
263,USGS,02156300,2017-06-20,4.02,3.86,4.31
264,USGS,02156300,2017-06-21,4.09,3.96,4.24
