,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
0,USGS,02198760,2016-09-30,4.81,3.72,5.88
1,USGS,02198760,2016-10-01,4.92,3.69,6.09
2,USGS,02198760,2016-10-02,5.50,4.39,6.55
3,USGS,02198760,2016-10-03,6.02,5.15,6.74
4,USGS,02198760,2016-10-04,5.83,4.84,6.63
5,USGS,02198760,2016-10-05,5.37,4.19,6.27
6,USGS,02198760,2016-10-06,,,
7,USGS,02198760,2016-10-07,5.76,4.05,6.81
8,USGS,02198760,2016-10-08,8.77,6.81,9.20
9,USGS,02198760,2016-10-09,8.61,8.27,8.86
10,USGS,02198760,2016-10-10,9.11,8.51,9.51
11,USGS,02198760,2016-10-11,9.34,9.13,9.51
12,USGS,02198760,2016-10-12,9.05,8.72,9.28
13,USGS,02198760,2016-10-13,8.51,8.00,8.96
14,USGS,02198760,2016-10-14,7.86,7.19,8.37
15,USGS,02198760,2016-10-15,7.41,6.68,8.00
16,USGS,02198760,2016-10-16,7.01,6.15,7.71
17,USGS,02198760,2016-10-17,6.67,5.79,7.38
18,USGS,02198760,2016-10-18,6.40,5.36,7.21
19,USGS,02198760,2016-10-19,6.07,5.04,6.96
20,USGS,02198760,2016-10-20,5.78,4.65,6.73
21,USGS,02198760,2016-10-21,5.53,4.28,6.53
22,USGS,02198760,2016-10-22,5.10,3.92,6.21
23,USGS,02198760,2016-10-23,5.06,3.91,6.05
24,USGS,02198760,2016-10-24,4.98,3.85,5.99
25,USGS,02198760,2016-10-25,5.03,3.79,6.11
26,USGS,02198760,2016-10-26,5.09,3.93,5.99
27,USGS,02198760,2016-10-27,4.93,3.75,5.94
28,USGS,02198760,2016-10-28,4.83,3.62,5.86
29,USGS,02198760,2016-10-29,4.87,3.70,5.90
30,USGS,02198760,2016-10-30,4.88,3.71,5.93
31,USGS,02198760,2016-10-31,4.82,3.63,5.86
32,USGS,02198760,2016-11-01,5.11,3.93,6.15
33,USGS,02198760,2016-11-02,4.94,3.81,5.98
34,USGS,02198760,2016-11-03,4.62,3.49,5.60
35,USGS,02198760,2016-11-04,4.44,3.45,5.31
36,USGS,02198760,2016-11-05,4.77,3.66,5.86
37,USGS,02198760,2016-11-06,4.59,3.49,5.65
38,USGS,02198760,2016-11-07,4.51,3.23,5.71
