,agency_cd,site_no,datetime,Gage height_Max,Temperature_Max,Temperature_Mean,Gage height_Min,Dissolved oxygen_Min,Gage height_Mean,Temperature_Min,Dissolved oxygen_Mean,Dissolved oxygen_Max
299,USGS,021720869,2017-07-26,12.24,30.3,29.8,5.18,3.0,8.80,29.5,3.6,4.0
300,USGS,021720869,2017-07-27,12.00,30.4,29.8,5.67,2.7,8.97,29.2,3.5,3.8
301,USGS,021720869,2017-07-28,11.65,30.7,30.2,5.69,2.7,8.79,29.5,3.6,3.9
302,USGS,021720869,2017-07-29,11.16,30.7,30.1,5.42,3.0,8.49,29.8,3.7,4.1
303,USGS,021720869,2017-07-30,11.54,30.2,29.5,6.17,3.2,9.14,29.1,4.1,5.0
304,USGS,021720869,2017-07-31,11.97,29.5,29.0,6.89,3.6,9.64,28.5,4.5,5.2
305,USGS,021720869,2017-08-01,12.01,29.1,28.8,7.10,4.0,9.66,28.2,4.6,5.0
306,USGS,021720869,2017-08-02,11.74,29.4,28.9,6.73,4.0,9.29,28.5,4.4,5.0
307,USGS,021720869,2017-08-03,11.52,29.3,28.7,6.33,4.0,9.15,28.2,4.6,4.9
308,USGS,021720869,2017-08-04,11.52,28.8,28.5,5.99,3.6,8.83,28.0,4.3,4.6
309,USGS,021720869,2017-08-05,11.46,28.8,28.6,5.83,3.6,8.72,28.3,4.2,4.6
310,USGS,021720869,2017-08-06,11.68,29.5,28.9,5.67,3.6,8.75,28.5,4.2,4.7
311,USGS,021720869,2017-08-07,11.68,29.8,29.4,5.54,3.5,8.76,28.9,4.3,5.0
312,USGS,021720869,2017-08-08,11.60,29.8,29.4,5.23,3.6,8.48,29.0,4.4,4.7
313,USGS,021720869,2017-08-09,12.18,29.4,29.0,5.43,3.4,8.83,28.5,4.2,4.4
314,USGS,021720869,2017-08-10,11.92,29.3,28.6,5.73,3.4,9.08,28.3,4.0,4.3
315,USGS,021720869,2017-08-11,11.79,29.5,28.9,5.70,3.0,9.01,28.3,4.0,4.4
316,USGS,021720869,2017-08-12,11.64,29.8,29.3,5.48,3.3,8.83,28.7,4.1,4.4
317,USGS,021720869,2017-08-13,11.38,30.5,29.6,5.11,3.3,8.55,29.1,4.0,4.7
318,USGS,021720869,2017-08-14,11.58,30.3,29.9,5.33,3.3,8.74,29.6,3.8,4.1
319,USGS,021720869,2017-08-15,11.90,30.8,30.1,5.56,3.2,8.96,29.5,3.7,3.9
320,USGS,021720869,2017-08-16,12.10,31.3,30.6,5.14,3.3,8.90,30.0,3.8,4.4
321,USGS,021720869,2017-08-17,12.32,31.4,31.1,5.41,3.3,9.13,30.8,3.8,4.0
322,USGS,021720869,2017-08-18,12.38,31.6,31.2,4.94,3.3,9.06,30.6,3.7,3.9
323,USGS,021720869,2017-08-19,12.35,31.8,31.3,4.43,3.3,8.85,30.8,3.7,3.9
324,USGS,021720869,2017-08-20,12.66,31.8,31.4,4.55,3.0,8.95,31.1,3.4,3.7
325,USGS,021720869,2017-08-21,12.49,31.4,31.2,4.83,2.6,9.00,30.9,3.2,3.8
326,USGS,021720869,2017-08-22,12.31,31.3,30.9,4.95,2.4,8.96,30.4,3.3,3.8
327,USGS,021720869,2017-08-23,12.03,31.3,30.9,4.94,2.9,8.81,30.3,3.5,3.8
328,USGS,021720869,2017-08-24,11.91,31.4,30.8,5.14,2.9,8.96,30.4,3.6,4.1
329,USGS,021720869,2017-08-25,12.01,30.9,30.1,5.59,3.1,9.28,29.7,3.7,4.1
330,USGS,021720869,2017-08-26,12.06,30.4,29.6,6.41,3.2,9.62,29.2,4.0,4.5
331,USGS,021720869,2017-08-27,12.61,29.8,29.0,7.31,3.8,10.12,28.4,4.6,5.3
332,USGS,021720869,2017-08-28,12.43,28.6,27.6,7.55,4.8,10.08,27.0,5.2,5.7
333,USGS,021720869,2017-08-29,11.50,27.3,26.9,7.03,4.6,9.35,26.5,5.1,5.4
334,USGS,021720869,2017-08-30,11.80,27.2,26.8,7.26,4.3,9.52,26.1,4.7,5.0
335,USGS,021720869,2017-08-31,11.78,27.9,27.1,6.90,4.0,9.51,26.6,4.4,4.9
336,USGS,021720869,2017-09-01,11.57,28.3,27.7,6.57,3.7,9.22,27.3,4.4,5.2
337,USGS,021720869,2017-09-02,11.62,28.1,27.9,6.06,4.2,9.10,27.7,4.5,4.8
338,USGS,021720869,2017-09-03,11.79,28.2,27.9,6.21,4.0,9.17,27.5,4.3,5.0
339,USGS,021720869,2017-09-04,12.06,28.5,28.1,5.85,3.8,9.09,27.6,4.3,4.9
340,USGS,021720869,2017-09-05,12.05,28.9,28.3,5.74,3.8,9.15,27.9,4.4,5.4
341,USGS,021720869,2017-09-06,11.66,28.6,28.2,5.43,4.0,8.94,27.8,4.5,5.0
342,USGS,021720869,2017-09-07,12.05,27.9,27.5,5.17,4.1,9.02,27.1,4.6,5.6
343,USGS,021720869,2017-09-08,12.24,27.3,27.0,5.50,4.2,9.26,26.6,4.7,6.0
344,USGS,021720869,2017-09-09,12.75,27.0,26.1,6.31,4.6,9.81,25.8,5.1,6.2
345,USGS,021720869,2017-09-10,12.92,26.0,24.8,7.02,5.1,10.21,24.1,5.5,5.9
346,USGS,021720869,2017-09-11,15.58,24.2,23.5,8.03,5.7,12.47,23.0,6.1,6.6
347,USGS,021720869,2017-09-12,13.20,23.9,23.4,6.61,4.6,9.99,22.9,5.4,6.2
348,USGS,021720869,2017-09-13,12.39,24.7,23.9,6.02,4.0,9.37,23.4,4.5,5.1
349,USGS,021720869,2017-09-14,12.34,25.3,24.6,5.92,3.8,9.32,24.1,4.1,4.5
350,USGS,021720869,2017-09-15,12.31,25.9,25.2,5.65,3.7,9.28,24.6,3.9,4.2
351,USGS,021720869,2017-09-16,12.65,26.1,25.6,5.63,3.3,9.50,25.0,3.7,4.0
352,USGS,021720869,2017-09-17,13.14,26.3,25.8,6.10,3.0,9.89,25.3,3.8,4.2
353,USGS,021720869,2017-09-18,13.10,26.5,26.0,6.00,3.4,9.90,25.3,3.9,4.3
354,USGS,021720869,2017-09-19,12.86,26.9,26.2,5.94,3.4,9.78,25.4,3.8,4.2
355,USGS,021720869,2017-09-20,12.66,27.4,26.6,5.92,3.0,9.63,25.7,3.6,4.0
356,USGS,021720869,2017-09-21,12.50,27.7,26.9,6.01,2.9,9.60,26.1,3.6,3.9
357,USGS,021720869,2017-09-22,12.40,27.9,27.1,6.29,2.9,9.55,26.4,3.5,3.9
358,USGS,021720869,2017-09-23,12.25,28.2,27.3,6.49,3.1,9.59,26.4,3.6,4.1
359,USGS,021720869,2017-09-24,12.44,28.0,27.2,6.97,3.3,9.92,26.5,3.7,3.9
360,USGS,021720869,2017-09-25,12.51,27.6,26.9,7.46,3.4,10.07,26.1,3.8,4.0
361,USGS,021720869,2017-09-26,12.36,27.8,27.0,7.57,3.4,9.99,26.0,3.8,4.2
362,USGS,021720869,2017-09-27,12.22,28.0,27.3,7.40,3.6,9.92,26.5,3.8,4.3
363,USGS,021720869,2017-09-28,12.07,28.4,27.7,7.43,3.4,9.81,26.9,3.7,4.0
364,USGS,021720869,2017-09-29,11.81,28.3,28.0,7.08,3.2,9.63,27.4,3.5,3.8
365,USGS,021720869,2017-09-30,12.12,28.0,27.7,7.24,3.3,9.91,27.1,3.9,4.5
