,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
0,USGS,02195520,2016-09-30,14.66,13.35,15.90
1,USGS,02195520,2016-10-01,14.06,12.70,15.44
2,USGS,02195520,2016-10-02,14.09,13.18,15.57
3,USGS,02195520,2016-10-03,14.09,12.96,15.43
4,USGS,02195520,2016-10-04,14.29,13.53,15.41
5,USGS,02195520,2016-10-05,14.00,12.89,15.22
6,USGS,02195520,2016-10-06,13.94,12.60,15.22
7,USGS,02195520,2016-10-07,14.07,13.29,15.26
8,USGS,02195520,2016-10-08,13.85,12.97,15.09
9,USGS,02195520,2016-10-09,13.88,12.66,15.42
10,USGS,02195520,2016-10-10,13.98,12.97,15.84
11,USGS,02195520,2016-10-11,14.21,13.10,15.65
12,USGS,02195520,2016-10-12,14.18,13.21,15.57
13,USGS,02195520,2016-10-13,14.29,13.26,15.40
14,USGS,02195520,2016-10-14,14.19,13.10,15.57
15,USGS,02195520,2016-10-15,14.71,14.41,15.16
16,USGS,02195520,2016-10-16,14.34,13.53,15.26
17,USGS,02195520,2016-10-17,14.26,13.53,15.15
18,USGS,02195520,2016-10-18,14.16,13.07,15.36
19,USGS,02195520,2016-10-19,14.03,12.79,15.52
20,USGS,02195520,2016-10-20,14.45,13.40,15.70
21,USGS,02195520,2016-10-21,14.41,13.32,15.55
22,USGS,02195520,2016-10-22,14.94,14.46,15.58
23,USGS,02195520,2016-10-23,14.43,13.65,15.83
24,USGS,02195520,2016-10-24,14.65,14.12,15.58
25,USGS,02195520,2016-10-25,14.50,13.64,15.74
26,USGS,02195520,2016-10-26,14.67,14.04,15.56
27,USGS,02195520,2016-10-27,14.66,13.93,15.75
28,USGS,02195520,2016-10-28,14.86,14.35,15.88
29,USGS,02195520,2016-10-29,14.70,14.01,15.58
30,USGS,02195520,2016-10-30,14.13,13.01,15.51
31,USGS,02195520,2016-10-31,14.25,13.20,15.39
32,USGS,02195520,2016-11-01,14.37,13.56,15.50
33,USGS,02195520,2016-11-02,14.40,13.63,15.54
34,USGS,02195520,2016-11-03,14.45,13.59,15.63
35,USGS,02195520,2016-11-04,14.78,14.18,15.49
36,USGS,02195520,2016-11-05,14.61,13.55,15.76
37,USGS,02195520,2016-11-06,14.46,13.72,15.31
38,USGS,02195520,2016-11-07,14.27,13.65,15.43
39,USGS,02195520,2016-11-08,14.65,14.18,15.33
40,USGS,02195520,2016-11-09,14.67,14.24,15.36
41,USGS,02195520,2016-11-10,14.62,14.21,15.47
42,USGS,02195520,2016-11-11,14.76,14.22,15.40
43,USGS,02195520,2016-11-12,14.03,13.37,15.01
44,USGS,02195520,2016-11-13,14.77,13.95,16.04
45,USGS,02195520,2016-11-14,14.22,13.37,15.02
46,USGS,02195520,2016-11-15,14.40,13.33,15.51
47,USGS,02195520,2016-11-16,14.36,13.32,15.44
48,USGS,02195520,2016-11-17,14.36,13.28,15.99
49,USGS,02195520,2016-11-18,14.03,13.18,14.85
50,USGS,02195520,2016-11-19,13.55,12.62,14.16
51,USGS,02195520,2016-11-20,14.11,13.46,15.19
52,USGS,02195520,2016-11-21,14.72,13.99,15.58
53,USGS,02195520,2016-11-22,14.51,13.89,15.14
54,USGS,02195520,2016-11-23,14.41,13.66,15.11
55,USGS,02195520,2016-11-24,14.38,13.64,15.28
56,USGS,02195520,2016-11-25,14.41,13.59,15.22
57,USGS,02195520,2016-11-26,13.90,13.17,14.25
58,USGS,02195520,2016-11-27,14.51,13.65,15.65
59,USGS,02195520,2016-11-28,14.27,13.56,15.01
60,USGS,02195520,2016-11-29,13.76,13.38,15.09
61,USGS,02195520,2016-11-30,14.05,13.69,14.81
62,USGS,02195520,2016-12-01,14.23,13.58,15.31
63,USGS,02195520,2016-12-02,14.68,14.24,15.28
64,USGS,02195520,2016-12-03,14.48,13.44,15.90
65,USGS,02195520,2016-12-04,13.73,13.08,14.10
66,USGS,02195520,2016-12-05,13.69,13.00,14.56
67,USGS,02195520,2016-12-06,14.04,13.53,14.91
68,USGS,02195520,2016-12-07,14.31,13.76,14.82
69,USGS,02195520,2016-12-08,14.29,13.73,15.02
70,USGS,02195520,2016-12-09,14.20,13.74,14.88
71,USGS,02195520,2016-12-10,14.86,14.17,16.10
72,USGS,02195520,2016-12-11,14.63,13.60,16.11
73,USGS,02195520,2016-12-12,14.29,13.81,15.24
74,USGS,02195520,2016-12-13,13.96,13.38,14.90
75,USGS,02195520,2016-12-14,14.20,13.65,14.96
76,USGS,02195520,2016-12-15,14.59,14.08,15.15
77,USGS,02195520,2016-12-16,14.73,14.09,15.26
78,USGS,02195520,2016-12-17,14.86,14.11,16.14
79,USGS,02195520,2016-12-18,14.00,13.27,14.78
80,USGS,02195520,2016-12-19,14.27,13.77,15.07
81,USGS,02195520,2016-12-20,14.75,14.14,15.29
82,USGS,02195520,2016-12-21,14.84,14.01,15.75
83,USGS,02195520,2016-12-22,14.31,13.71,14.77
84,USGS,02195520,2016-12-23,14.40,13.75,14.98
85,USGS,02195520,2016-12-24,14.67,14.14,15.65
86,USGS,02195520,2016-12-25,14.30,13.28,15.51
87,USGS,02195520,2016-12-26,13.68,12.98,14.85
88,USGS,02195520,2016-12-27,14.38,13.82,15.07
89,USGS,02195520,2016-12-28,14.43,13.95,15.26
90,USGS,02195520,2016-12-29,14.75,14.10,15.24
91,USGS,02195520,2016-12-30,14.28,13.75,14.91
92,USGS,02195520,2016-12-31,15.06,14.50,15.85
93,USGS,02195520,2017-01-01,14.48,13.83,15.08
94,USGS,02195520,2017-01-02,15.52,14.54,16.49
95,USGS,02195520,2017-01-03,16.20,15.63,17.32
96,USGS,02195520,2017-01-04,16.14,15.32,16.83
97,USGS,02195520,2017-01-05,14.64,13.94,15.61
98,USGS,02195520,2017-01-06,14.52,13.81,15.47
99,USGS,02195520,2017-01-07,15.05,14.63,16.40
100,USGS,02195520,2017-01-08,15.78,15.18,16.45
101,USGS,02195520,2017-01-09,14.88,13.75,16.33
102,USGS,02195520,2017-01-10,14.30,13.23,14.80
103,USGS,02195520,2017-01-11,14.93,14.14,15.57
104,USGS,02195520,2017-01-12,14.32,13.81,15.17
105,USGS,02195520,2017-01-13,14.00,13.22,14.72
106,USGS,02195520,2017-01-14,14.02,13.30,14.89
107,USGS,02195520,2017-01-15,14.79,14.27,15.63
108,USGS,02195520,2017-01-16,14.14,13.69,15.20
109,USGS,02195520,2017-01-17,14.65,14.06,15.49
110,USGS,02195520,2017-01-18,14.76,13.95,16.12
111,USGS,02195520,2017-01-19,14.93,14.14,16.20
112,USGS,02195520,2017-01-20,15.20,14.70,15.68
113,USGS,02195520,2017-01-21,14.88,14.39,15.43
114,USGS,02195520,2017-01-22,14.96,14.39,16.27
115,USGS,02195520,2017-01-23,15.81,15.20,16.41
116,USGS,02195520,2017-01-24,14.95,14.00,15.89
117,USGS,02195520,2017-01-25,14.34,13.44,15.11
118,USGS,02195520,2017-01-26,14.08,13.36,14.99
119,USGS,02195520,2017-01-27,14.75,14.16,15.20
120,USGS,02195520,2017-01-28,14.98,14.18,16.03
121,USGS,02195520,2017-01-29,14.56,13.89,15.35
122,USGS,02195520,2017-01-30,14.34,13.73,14.94
123,USGS,02195520,2017-01-31,14.73,13.65,15.74
124,USGS,02195520,2017-02-01,14.72,13.69,15.99
125,USGS,02195520,2017-02-02,14.64,13.60,15.68
126,USGS,02195520,2017-02-03,14.93,13.89,16.03
127,USGS,02195520,2017-02-04,14.47,13.85,15.28
128,USGS,02195520,2017-02-05,15.16,14.22,16.55
129,USGS,02195520,2017-02-06,14.84,14.03,15.91
130,USGS,02195520,2017-02-07,14.31,13.64,15.11
131,USGS,02195520,2017-02-08,14.35,13.76,14.82
132,USGS,02195520,2017-02-09,14.08,13.54,14.93
133,USGS,02195520,2017-02-10,14.46,13.96,14.98
134,USGS,02195520,2017-02-11,14.72,14.09,15.79
135,USGS,02195520,2017-02-12,14.08,13.10,14.75
136,USGS,02195520,2017-02-13,14.12,13.34,14.76
137,USGS,02195520,2017-02-14,14.63,14.07,15.20
138,USGS,02195520,2017-02-15,14.39,13.87,15.25
