,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Max,Gage height_Min
0,USGS,021623950,2017-02-02,2.34,2.36,2.33
1,USGS,021623950,2017-02-03,2.33,2.34,2.32
2,USGS,021623950,2017-02-04,2.32,2.33,2.31
3,USGS,021623950,2017-02-05,2.32,2.33,2.31
4,USGS,021623950,2017-02-06,2.31,2.32,2.30
5,USGS,021623950,2017-02-07,2.32,2.35,2.30
6,USGS,021623950,2017-02-08,2.32,2.35,2.30
7,USGS,021623950,2017-02-09,2.32,2.34,2.30
8,USGS,021623950,2017-02-10,2.30,2.31,2.30
9,USGS,021623950,2017-02-11,2.30,2.31,2.30
10,USGS,021623950,2017-02-12,2.30,2.31,2.30
11,USGS,021623950,2017-02-13,2.30,2.31,2.29
12,USGS,021623950,2017-02-14,2.30,2.30,2.29
13,USGS,021623950,2017-02-15,2.33,2.37,2.29
14,USGS,021623950,2017-02-16,2.30,2.32,2.30
15,USGS,021623950,2017-02-17,2.30,2.31,2.30
16,USGS,021623950,2017-02-18,2.30,2.31,2.30
17,USGS,021623950,2017-02-19,2.30,2.31,2.29
18,USGS,021623950,2017-02-20,2.29,2.30,2.29
19,USGS,021623950,2017-02-21,2.29,2.30,2.29
20,USGS,021623950,2017-02-22,2.33,2.38,2.29
21,USGS,021623950,2017-02-23,2.30,2.32,2.30
22,USGS,021623950,2017-02-24,2.30,2.30,2.29
23,USGS,021623950,2017-02-25,2.29,2.30,2.28
24,USGS,021623950,2017-02-26,2.28,2.29,2.28
25,USGS,021623950,2017-02-27,2.29,2.29,2.28
26,USGS,021623950,2017-02-28,2.30,2.35,2.28
27,USGS,021623950,2017-03-01,2.32,2.38,2.30
28,USGS,021623950,2017-03-02,2.32,2.38,2.30
29,USGS,021623950,2017-03-03,2.30,2.31,2.29
30,USGS,021623950,2017-03-04,2.29,2.30,2.29
31,USGS,021623950,2017-03-05,2.29,2.30,2.28
32,USGS,021623950,2017-03-06,2.29,2.30,2.28
33,USGS,021623950,2017-03-07,2.29,2.30,2.28
34,USGS,021623950,2017-03-08,2.29,2.31,2.28
35,USGS,021623950,2017-03-09,2.28,2.29,2.27
36,USGS,021623950,2017-03-10,2.31,2.34,2.28
37,USGS,021623950,2017-03-11,2.29,2.29,2.28
38,USGS,021623950,2017-03-12,2.31,2.33,2.29
39,USGS,021623950,2017-03-13,2.31,2.34,2.29
40,USGS,021623950,2017-03-14,2.34,2.38,2.32
41,USGS,021623950,2017-03-15,2.31,2.33,2.30
42,USGS,021623950,2017-03-16,2.31,2.31,2.30
43,USGS,021623950,2017-03-17,2.31,2.31,2.30
44,USGS,021623950,2017-03-18,2.31,2.32,2.30
45,USGS,021623950,2017-03-19,2.30,2.31,2.30
46,USGS,021623950,2017-03-20,2.30,2.31,2.30
47,USGS,021623950,2017-03-21,2.35,2.63,2.29
48,USGS,021623950,2017-03-22,2.45,2.62,2.38
49,USGS,021623950,2017-03-23,2.36,2.39,2.35
50,USGS,021623950,2017-03-24,2.35,2.36,2.34
51,USGS,021623950,2017-03-25,2.34,2.35,2.33
52,USGS,021623950,2017-03-26,2.38,2.45,2.34
53,USGS,021623950,2017-03-27,2.36,2.38,2.35
54,USGS,021623950,2017-03-28,2.49,2.65,2.37
55,USGS,021623950,2017-03-29,2.42,2.44,2.39
56,USGS,021623950,2017-03-30,2.41,2.44,2.39
57,USGS,021623950,2017-03-31,2.55,2.68,2.41
58,USGS,021623950,2017-04-01,2.48,2.52,2.45
59,USGS,021623950,2017-04-02,2.45,2.47,2.43
60,USGS,021623950,2017-04-03,2.61,3.02,2.43
61,USGS,021623950,2017-04-04,2.63,2.71,2.57
62,USGS,021623950,2017-04-05,2.67,2.85,2.55
63,USGS,021623950,2017-04-06,2.74,2.85,2.65
64,USGS,021623950,2017-04-07,2.64,2.69,2.60
65,USGS,021623950,2017-04-08,2.59,2.63,2.57
66,USGS,021623950,2017-04-09,2.56,2.59,2.53
67,USGS,021623950,2017-04-10,2.53,2.55,2.51
68,USGS,021623950,2017-04-11,2.52,2.54,2.50
69,USGS,021623950,2017-04-12,2.50,2.52,2.49
70,USGS,021623950,2017-04-13,2.49,2.50,2.47
71,USGS,021623950,2017-04-14,2.48,2.49,2.46
72,USGS,021623950,2017-04-15,2.46,2.48,2.45
73,USGS,021623950,2017-04-16,2.46,2.47,2.45
74,USGS,021623950,2017-04-17,2.45,2.49,2.44
75,USGS,021623950,2017-04-18,2.46,2.49,2.44
76,USGS,021623950,2017-04-19,2.56,2.81,2.44
77,USGS,021623950,2017-04-20,2.52,2.61,2.46
78,USGS,021623950,2017-04-21,2.49,2.52,2.47
79,USGS,021623950,2017-04-22,2.48,2.50,2.46
80,USGS,021623950,2017-04-23,2.69,3.02,2.48
81,USGS,021623950,2017-04-24,2.99,3.19,2.87
82,USGS,021623950,2017-04-25,2.87,2.97,2.79
83,USGS,021623950,2017-04-26,2.75,2.80,2.69
84,USGS,021623950,2017-04-27,2.71,2.74,2.68
85,USGS,021623950,2017-04-28,2.67,2.70,2.63
86,USGS,021623950,2017-04-29,2.63,2.65,2.61
87,USGS,021623950,2017-04-30,2.61,2.63,2.58
88,USGS,021623950,2017-05-01,2.65,2.79,2.59
89,USGS,021623950,2017-05-02,2.61,2.65,2.58
90,USGS,021623950,2017-05-03,2.58,2.60,2.56
91,USGS,021623950,2017-05-04,2.62,2.88,2.55
92,USGS,021623950,2017-05-05,2.75,2.90,2.65
93,USGS,021623950,2017-05-06,2.65,2.70,2.60
94,USGS,021623950,2017-05-07,2.62,2.65,2.59
95,USGS,021623950,2017-05-08,2.59,2.62,2.57
96,USGS,021623950,2017-05-09,2.57,2.60,2.54
97,USGS,021623950,2017-05-10,2.55,2.58,2.52
98,USGS,021623950,2017-05-11,2.53,2.55,2.51
99,USGS,021623950,2017-05-12,2.54,2.72,2.50
100,USGS,021623950,2017-05-13,2.56,2.71,2.51
101,USGS,021623950,2017-05-14,2.51,2.54,2.48
102,USGS,021623950,2017-05-15,2.49,2.51,2.47
103,USGS,021623950,2017-05-16,2.48,2.50,2.46
104,USGS,021623950,2017-05-17,2.47,2.49,2.44
105,USGS,021623950,2017-05-18,2.46,2.48,2.45
106,USGS,021623950,2017-05-19,2.46,2.47,2.44
107,USGS,021623950,2017-05-20,2.45,2.47,2.42
108,USGS,021623950,2017-05-21,2.69,2.90,2.43
109,USGS,021623950,2017-05-22,2.59,2.70,2.53
110,USGS,021623950,2017-05-23,2.63,2.75,2.53
111,USGS,021623950,2017-05-24,2.64,2.75,2.58
112,USGS,021623950,2017-05-25,2.62,2.68,2.55
113,USGS,021623950,2017-05-26,2.57,2.60,2.52
114,USGS,021623950,2017-05-27,2.54,2.56,2.51
115,USGS,021623950,2017-05-28,2.52,2.54,2.48
116,USGS,021623950,2017-05-29,2.53,2.67,2.48
117,USGS,021623950,2017-05-30,2.51,2.56,2.46
118,USGS,021623950,2017-05-31,2.53,2.73,2.47
119,USGS,021623950,2017-06-01,2.51,2.54,2.47
120,USGS,021623950,2017-06-02,2.48,2.51,2.46
121,USGS,021623950,2017-06-03,2.47,2.49,2.44
122,USGS,021623950,2017-06-04,2.48,2.54,2.45
123,USGS,021623950,2017-06-05,2.50,2.56,2.46
124,USGS,021623950,2017-06-06,2.47,2.49,2.45
125,USGS,021623950,2017-06-07,2.45,2.47,2.43
126,USGS,021623950,2017-06-08,2.45,2.48,2.42
127,USGS,021623950,2017-06-09,2.43,2.45,2.41
128,USGS,021623950,2017-06-10,2.42,2.43,2.39
129,USGS,021623950,2017-06-11,2.41,2.42,2.39
130,USGS,021623950,2017-06-12,2.41,2.42,2.39
131,USGS,021623950,2017-06-13,2.40,2.42,2.39
132,USGS,021623950,2017-06-14,2.46,2.82,2.38
133,USGS,021623950,2017-06-15,2.42,2.44,2.40
134,USGS,021623950,2017-06-16,2.47,2.88,2.39
135,USGS,021623950,2017-06-17,2.46,2.56,2.42
136,USGS,021623950,2017-06-18,2.43,2.44,2.41
137,USGS,021623950,2017-06-19,2.45,2.52,2.41
138,USGS,021623950,2017-06-20,2.43,2.47,2.40
139,USGS,021623950,2017-06-21,2.41,2.42,2.40
140,USGS,021623950,2017-06-22,2.42,2.58,2.39
141,USGS,021623950,2017-06-23,2.67,3.00,2.50
142,USGS,021623950,2017-06-24,2.55,2.74,2.48
143,USGS,021623950,2017-06-25,2.52,2.56,2.48
144,USGS,021623950,2017-06-26,2.48,2.51,2.45
145,USGS,021623950,2017-06-27,2.45,2.48,2.43
146,USGS,021623950,2017-06-28,2.43,2.46,2.41
147,USGS,021623950,2017-06-29,2.43,2.51,2.40
148,USGS,021623950,2017-06-30,2.50,2.55,2.45
149,USGS,021623950,2017-07-01,2.46,2.54,2.42
150,USGS,021623950,2017-07-02,2.45,2.53,2.42
151,USGS,021623950,2017-07-03,2.44,2.56,2.42
152,USGS,021623950,2017-07-04,2.45,2.51,2.43
153,USGS,021623950,2017-07-05,2.45,2.53,2.41
154,USGS,021623950,2017-07-06,2.47,2.59,2.43
155,USGS,021623950,2017-07-07,2.44,2.47,2.41
156,USGS,021623950,2017-07-08,2.44,2.47,2.41
157,USGS,021623950,2017-07-09,2.42,2.44,2.39
158,USGS,021623950,2017-07-10,2.46,3.79,2.38
159,USGS,021623950,2017-07-11,2.70,3.21,2.55
