,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02158408,2016-09-30,3.20,3.18,3.16
1,USGS,02158408,2016-10-01,3.20,3.17,3.15
2,USGS,02158408,2016-10-02,3.19,3.16,3.14
3,USGS,02158408,2016-10-03,3.20,3.17,3.15
4,USGS,02158408,2016-10-04,3.19,3.17,3.15
5,USGS,02158408,2016-10-05,3.19,3.17,3.15
6,USGS,02158408,2016-10-06,3.18,3.16,3.13
7,USGS,02158408,2016-10-07,4.84,3.52,3.11
8,USGS,02158408,2016-10-08,4.03,3.43,3.30
9,USGS,02158408,2016-10-09,3.30,3.24,3.20
10,USGS,02158408,2016-10-10,3.27,3.21,3.16
11,USGS,02158408,2016-10-11,3.24,3.20,3.15
12,USGS,02158408,2016-10-12,3.23,3.20,3.17
13,USGS,02158408,2016-10-13,3.25,3.20,3.17
14,USGS,02158408,2016-10-14,3.21,3.19,3.17
15,USGS,02158408,2016-10-15,3.21,3.19,3.16
16,USGS,02158408,2016-10-16,3.21,3.18,3.16
17,USGS,02158408,2016-10-17,3.20,3.18,3.15
18,USGS,02158408,2016-10-18,3.19,3.18,3.15
19,USGS,02158408,2016-10-19,3.21,3.18,3.16
20,USGS,02158408,2016-10-20,3.21,3.19,3.16
21,USGS,02158408,2016-10-21,3.22,3.18,3.15
22,USGS,02158408,2016-10-22,3.24,3.19,3.16
23,USGS,02158408,2016-10-23,3.24,3.21,3.17
24,USGS,02158408,2016-10-24,3.24,3.22,3.19
25,USGS,02158408,2016-10-25,3.27,3.23,3.14
26,USGS,02158408,2016-10-26,3.36,3.26,3.19
27,USGS,02158408,2016-10-27,3.26,3.23,3.18
28,USGS,02158408,2016-10-28,3.26,3.23,3.18
29,USGS,02158408,2016-10-29,3.25,3.21,3.18
30,USGS,02158408,2016-10-30,3.27,3.21,3.18
31,USGS,02158408,2016-10-31,3.27,3.23,3.18
32,USGS,02158408,2016-11-01,3.25,3.22,3.19
33,USGS,02158408,2016-11-02,3.27,3.24,3.20
34,USGS,02158408,2016-11-03,3.28,3.24,3.20
35,USGS,02158408,2016-11-04,3.25,3.23,3.18
36,USGS,02158408,2016-11-05,3.26,3.23,3.20
37,USGS,02158408,2016-11-06,3.40,3.25,3.19
38,USGS,02158408,2016-11-07,3.36,3.25,3.20
39,USGS,02158408,2016-11-08,3.29,3.25,3.20
40,USGS,02158408,2016-11-09,3.27,3.25,3.20
41,USGS,02158408,2016-11-10,3.28,3.25,3.21
42,USGS,02158408,2016-11-11,3.32,3.27,3.20
43,USGS,02158408,2016-11-12,3.28,3.24,3.20
44,USGS,02158408,2016-11-13,3.30,3.26,3.24
45,USGS,02158408,2016-11-14,3.35,3.30,3.24
46,USGS,02158408,2016-11-15,3.36,3.33,3.29
47,USGS,02158408,2016-11-16,3.37,3.34,3.32
48,USGS,02158408,2016-11-17,3.39,3.36,3.33
49,USGS,02158408,2016-11-18,3.39,3.37,3.34
50,USGS,02158408,2016-11-19,3.35,3.33,3.30
51,USGS,02158408,2016-11-20,3.38,3.36,3.33
52,USGS,02158408,2016-11-21,3.44,3.36,3.30
53,USGS,02158408,2016-11-22,3.42,3.39,3.36
54,USGS,02158408,2016-11-23,3.43,3.39,3.35
