,agency_cd,site_no,datetime,Gage height_Mean,Gage height_Min,Gage height_Max
103,USGS,02130810,2017-05-31,47.68,47.16,48.33
104,USGS,02130810,2017-06-01,46.68,46.27,47.16
105,USGS,02130810,2017-06-02,45.51,44.65,46.27
106,USGS,02130810,2017-06-03,44.00,43.59,44.66
107,USGS,02130810,2017-06-04,42.83,41.55,43.60
108,USGS,02130810,2017-06-05,41.04,40.76,41.55
109,USGS,02130810,2017-06-06,42.60,41.51,43.87
110,USGS,02130810,2017-06-07,44.93,43.87,45.97
111,USGS,02130810,2017-06-08,46.02,45.86,46.13
112,USGS,02130810,2017-06-09,45.03,43.93,45.87
113,USGS,02130810,2017-06-10,42.05,39.97,43.93
114,USGS,02130810,2017-06-11,39.19,38.58,39.97
115,USGS,02130810,2017-06-12,38.18,38.03,38.58
116,USGS,02130810,2017-06-13,37.22,36.66,38.03
117,USGS,02130810,2017-06-14,37.42,36.75,37.97
118,USGS,02130810,2017-06-15,38.06,37.82,38.23
119,USGS,02130810,2017-06-16,37.34,36.25,37.82
120,USGS,02130810,2017-06-17,34.83,34.14,36.25
121,USGS,02130810,2017-06-18,35.55,34.30,36.36
122,USGS,02130810,2017-06-19,36.79,36.36,36.94
123,USGS,02130810,2017-06-20,37.16,36.92,37.32
124,USGS,02130810,2017-06-21,39.15,37.11,42.28
125,USGS,02130810,2017-06-22,44.49,42.28,45.99
126,USGS,02130810,2017-06-23,46.05,45.88,46.17
127,USGS,02130810,2017-06-24,45.30,44.48,45.89
128,USGS,02130810,2017-06-25,43.19,41.70,44.48
129,USGS,02130810,2017-06-26,40.69,40.07,41.70
130,USGS,02130810,2017-06-27,39.88,39.68,40.07
131,USGS,02130810,2017-06-28,39.27,38.59,39.68
132,USGS,02130810,2017-06-29,37.17,35.43,38.59
133,USGS,02130810,2017-06-30,34.03,33.16,35.43
134,USGS,02130810,2017-07-01,32.92,32.79,33.16
135,USGS,02130810,2017-07-02,33.01,32.84,33.55
136,USGS,02130810,2017-07-03,34.77,33.55,35.18
137,USGS,02130810,2017-07-04,35.87,34.84,37.48
138,USGS,02130810,2017-07-05,37.96,37.48,38.23
139,USGS,02130810,2017-07-06,36.67,36.28,37.52
140,USGS,02130810,2017-07-07,37.67,36.96,37.97
141,USGS,02130810,2017-07-08,36.68,36.17,37.71
142,USGS,02130810,2017-07-09,36.62,36.32,36.80
143,USGS,02130810,2017-07-10,35.65,35.30,36.32
144,USGS,02130810,2017-07-11,35.22,34.57,35.82
145,USGS,02130810,2017-07-12,35.23,34.55,36.05
146,USGS,02130810,2017-07-13,35.68,35.21,36.07
147,USGS,02130810,2017-07-14,34.86,34.54,35.43
148,USGS,02130810,2017-07-15,35.90,35.43,36.03
149,USGS,02130810,2017-07-16,35.38,34.75,36.02
150,USGS,02130810,2017-07-17,34.34,33.85,34.75
151,USGS,02130810,2017-07-18,34.01,33.34,34.91
152,USGS,02130810,2017-07-19,34.86,34.68,35.05
153,USGS,02130810,2017-07-20,34.58,34.38,34.77
154,USGS,02130810,2017-07-21,34.77,34.61,35.03
155,USGS,02130810,2017-07-22,35.09,34.92,35.38
156,USGS,02130810,2017-07-23,34.47,33.89,35.24
157,USGS,02130810,2017-07-24,33.40,33.10,33.89
158,USGS,02130810,2017-07-25,34.44,33.49,35.24
159,USGS,02130810,2017-07-26,34.58,34.29,35.08
160,USGS,02130810,2017-07-27,34.15,33.84,34.42
161,USGS,02130810,2017-07-28,34.11,33.67,34.93
162,USGS,02130810,2017-07-29,34.77,33.94,35.23
163,USGS,02130810,2017-07-30,33.05,32.47,33.94
164,USGS,02130810,2017-07-31,32.27,32.14,32.47
165,USGS,02130810,2017-08-01,32.06,31.96,32.14
166,USGS,02130810,2017-08-02,32.14,31.91,32.83
167,USGS,02130810,2017-08-03,32.62,32.15,32.93
168,USGS,02130810,2017-08-04,31.93,31.76,32.15
169,USGS,02130810,2017-08-05,31.76,31.66,31.83
170,USGS,02130810,2017-08-06,31.88,31.79,32.01
171,USGS,02130810,2017-08-07,31.90,31.72,32.00
172,USGS,02130810,2017-08-08,32.04,31.91,32.18
173,USGS,02130810,2017-08-09,32.20,32.18,32.25
174,USGS,02130810,2017-08-10,32.17,32.09,32.26
175,USGS,02130810,2017-08-11,32.05,31.90,32.09
176,USGS,02130810,2017-08-12,31.97,31.90,32.05
177,USGS,02130810,2017-08-13,31.93,31.90,31.98
178,USGS,02130810,2017-08-14,31.90,31.79,31.97
179,USGS,02130810,2017-08-15,32.03,31.86,32.46
180,USGS,02130810,2017-08-16,32.97,32.46,33.25
181,USGS,02130810,2017-08-17,34.07,33.24,35.54
182,USGS,02130810,2017-08-18,35.58,35.53,35.65
183,USGS,02130810,2017-08-19,35.92,35.55,36.19
184,USGS,02130810,2017-08-20,34.95,34.36,36.02
185,USGS,02130810,2017-08-21,34.05,33.60,34.55
186,USGS,02130810,2017-08-22,33.35,33.02,33.72
187,USGS,02130810,2017-08-23,33.11,32.79,33.41
188,USGS,02130810,2017-08-24,33.54,33.10,34.12
189,USGS,02130810,2017-08-25,33.99,33.31,34.27
190,USGS,02130810,2017-08-26,32.56,32.01,33.31
191,USGS,02130810,2017-08-27,31.79,31.68,32.01
192,USGS,02130810,2017-08-28,31.60,31.53,31.68
193,USGS,02130810,2017-08-29,31.56,31.48,31.64
194,USGS,02130810,2017-08-30,31.67,31.64,31.69
195,USGS,02130810,2017-08-31,31.71,31.64,31.86
196,USGS,02130810,2017-09-01,31.78,31.68,31.85
197,USGS,02130810,2017-09-02,31.85,31.76,31.89
198,USGS,02130810,2017-09-03,31.96,31.89,32.00
199,USGS,02130810,2017-09-04,31.97,31.93,32.00
200,USGS,02130810,2017-09-05,31.82,31.69,31.94
201,USGS,02130810,2017-09-06,32.07,31.77,32.94
202,USGS,02130810,2017-09-07,33.12,32.89,33.27
203,USGS,02130810,2017-09-08,32.85,32.64,33.52
204,USGS,02130810,2017-09-09,34.84,33.52,35.65
205,USGS,02130810,2017-09-10,35.47,34.99,35.72
206,USGS,02130810,2017-09-11,34.54,34.00,35.00
207,USGS,02130810,2017-09-12,33.81,33.64,34.02
208,USGS,02130810,2017-09-13,34.29,33.84,34.58
209,USGS,02130810,2017-09-14,33.96,33.50,34.50
210,USGS,02130810,2017-09-15,33.34,33.22,33.50
211,USGS,02130810,2017-09-16,33.03,32.85,33.22
212,USGS,02130810,2017-09-17,32.71,32.61,32.85
213,USGS,02130810,2017-09-18,32.55,32.48,32.61
214,USGS,02130810,2017-09-19,32.51,32.41,32.76
215,USGS,02130810,2017-09-20,33.02,32.76,33.15
216,USGS,02130810,2017-09-21,33.17,33.14,33.21
217,USGS,02130810,2017-09-22,33.36,33.18,33.68
218,USGS,02130810,2017-09-23,33.87,33.68,33.95
219,USGS,02130810,2017-09-24,33.33,32.49,33.91
220,USGS,02130810,2017-09-25,31.85,31.49,32.49
221,USGS,02130810,2017-09-26,31.63,31.39,32.19
222,USGS,02130810,2017-09-27,32.36,32.19,32.45
223,USGS,02130810,2017-09-28,32.57,32.45,32.63
224,USGS,02130810,2017-09-29,32.66,32.61,32.71
225,USGS,02130810,2017-09-30,32.87,32.70,33.41
