,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,021652801,2016-09-30,4.26,4.24,4.21
1,USGS,021652801,2016-10-01,4.22,4.21,4.19
2,USGS,021652801,2016-10-02,4.21,4.19,4.18
3,USGS,021652801,2016-10-03,4.21,4.19,4.17
4,USGS,021652801,2016-10-04,4.20,4.18,4.16
5,USGS,021652801,2016-10-05,4.19,4.17,4.15
6,USGS,021652801,2016-10-06,4.17,4.16,4.15
7,USGS,021652801,2016-10-07,4.21,4.18,4.15
8,USGS,021652801,2016-10-08,4.24,4.22,4.20
9,USGS,021652801,2016-10-09,4.22,4.20,4.16
10,USGS,021652801,2016-10-10,4.18,4.17,4.15
11,USGS,021652801,2016-10-11,4.17,4.16,4.15
12,USGS,021652801,2016-10-12,4.18,4.16,4.15
13,USGS,021652801,2016-10-13,4.18,4.17,4.15
14,USGS,021652801,2016-10-14,4.17,4.16,4.15
15,USGS,021652801,2016-10-15,4.25,4.17,4.15
16,USGS,021652801,2016-10-16,4.20,4.18,4.17
17,USGS,021652801,2016-10-17,4.18,4.17,4.16
18,USGS,021652801,2016-10-18,4.18,4.17,4.15
19,USGS,021652801,2016-10-19,4.20,4.16,4.13
20,USGS,021652801,2016-10-20,4.17,4.16,4.14
21,USGS,021652801,2016-10-21,4.18,4.14,4.11
22,USGS,021652801,2016-10-22,4.14,4.12,4.10
23,USGS,021652801,2016-10-23,4.15,4.13,4.11
24,USGS,021652801,2016-10-24,4.17,4.14,4.12
25,USGS,021652801,2016-10-25,4.17,4.15,4.12
26,USGS,021652801,2016-10-26,4.17,4.16,4.14
27,USGS,021652801,2016-10-27,4.18,4.17,4.16
28,USGS,021652801,2016-10-28,4.21,4.19,4.16
29,USGS,021652801,2016-10-29,4.22,4.20,4.17
30,USGS,021652801,2016-10-30,4.21,4.20,4.19
31,USGS,021652801,2016-10-31,4.21,4.19,4.17
32,USGS,021652801,2016-11-01,4.21,4.21,4.20
33,USGS,021652801,2016-11-02,4.24,4.22,4.20
34,USGS,021652801,2016-11-03,4.23,4.22,4.21
35,USGS,021652801,2016-11-04,4.24,4.22,4.21
36,USGS,021652801,2016-11-05,4.23,4.22,4.22
37,USGS,021652801,2016-11-06,4.24,4.23,4.22
38,USGS,021652801,2016-11-07,4.24,4.23,4.22
39,USGS,021652801,2016-11-08,4.24,4.23,4.22
40,USGS,021652801,2016-11-09,4.25,4.24,4.23
41,USGS,021652801,2016-11-10,4.25,4.24,4.23
42,USGS,021652801,2016-11-11,4.27,4.25,4.24
43,USGS,021652801,2016-11-12,4.26,4.25,4.24
44,USGS,021652801,2016-11-13,4.31,4.26,4.23
45,USGS,021652801,2016-11-14,4.35,4.32,4.30
46,USGS,021652801,2016-11-15,4.34,4.33,4.32
47,USGS,021652801,2016-11-16,4.33,4.31,4.30
48,USGS,021652801,2016-11-17,4.32,4.31,4.30
49,USGS,021652801,2016-11-18,4.31,4.31,4.29
50,USGS,021652801,2016-11-19,4.33,4.30,4.28
51,USGS,021652801,2016-11-20,4.31,4.29,4.28
52,USGS,021652801,2016-11-21,4.32,4.30,4.29
53,USGS,021652801,2016-11-22,4.32,4.31,4.30
54,USGS,021652801,2016-11-23,4.34,4.32,4.31
55,USGS,021652801,2016-11-24,4.35,4.33,4.31
56,USGS,021652801,2016-11-25,4.35,4.34,4.33
57,USGS,021652801,2016-11-26,4.35,4.34,4.33
58,USGS,021652801,2016-11-27,4.35,4.34,4.33
59,USGS,021652801,2016-11-28,4.36,4.34,4.33
60,USGS,021652801,2016-11-29,4.57,4.43,4.33
61,USGS,021652801,2016-11-30,4.64,4.60,4.56
62,USGS,021652801,2016-12-01,4.67,4.61,4.57
63,USGS,021652801,2016-12-02,4.57,4.50,4.45
64,USGS,021652801,2016-12-03,4.45,4.43,4.41
65,USGS,021652801,2016-12-04,4.53,4.45,4.41
66,USGS,021652801,2016-12-05,4.67,4.61,4.53
67,USGS,021652801,2016-12-06,4.71,4.68,4.65
68,USGS,021652801,2016-12-07,4.74,4.66,4.57
69,USGS,021652801,2016-12-08,4.57,4.52,4.47
70,USGS,021652801,2016-12-09,4.48,4.45,4.43
71,USGS,021652801,2016-12-10,4.44,4.42,4.41
72,USGS,021652801,2016-12-11,4.42,4.41,4.40
73,USGS,021652801,2016-12-12,4.42,4.42,4.41
74,USGS,021652801,2016-12-13,4.42,4.42,4.41
75,USGS,021652801,2016-12-14,4.42,4.42,4.41
76,USGS,021652801,2016-12-15,4.42,4.42,4.41
77,USGS,021652801,2016-12-16,4.41,4.40,4.39
78,USGS,021652801,2016-12-17,4.41,4.40,4.39
79,USGS,021652801,2016-12-18,4.42,4.41,4.39
80,USGS,021652801,2016-12-19,4.42,4.42,4.41
81,USGS,021652801,2016-12-20,4.41,4.41,4.40
82,USGS,021652801,2016-12-21,4.41,4.41,4.40
83,USGS,021652801,2016-12-22,4.41,4.40,4.40
