,agency_cd,site_no,datetime,Gage height_Max,Gage height_Mean,Gage height_Min
0,USGS,02175500,2016-09-30,2.59,2.57,2.53
1,USGS,02175500,2016-10-01,2.53,2.50,2.45
2,USGS,02175500,2016-10-02,2.45,2.43,2.39
3,USGS,02175500,2016-10-03,2.39,2.38,2.36
4,USGS,02175500,2016-10-04,2.37,2.36,2.33
5,USGS,02175500,2016-10-05,2.33,2.33,2.32
6,USGS,02175500,2016-10-06,,,
7,USGS,02175500,2016-10-07,3.06,2.42,2.31
8,USGS,02175500,2016-10-08,4.70,4.20,3.06
9,USGS,02175500,2016-10-09,5.12,5.01,4.70
10,USGS,02175500,2016-10-10,5.00,4.86,4.80
11,USGS,02175500,2016-10-11,4.88,4.84,4.78
12,USGS,02175500,2016-10-12,4.78,4.73,4.69
13,USGS,02175500,2016-10-13,4.69,4.65,4.57
14,USGS,02175500,2016-10-14,4.57,4.43,4.28
15,USGS,02175500,2016-10-15,4.28,4.13,3.99
16,USGS,02175500,2016-10-16,3.99,3.88,3.76
17,USGS,02175500,2016-10-17,3.76,3.68,3.60
18,USGS,02175500,2016-10-18,3.60,3.54,3.48
19,USGS,02175500,2016-10-19,3.48,3.43,3.38
20,USGS,02175500,2016-10-20,3.38,3.34,3.29
21,USGS,02175500,2016-10-21,3.29,3.25,3.20
22,USGS,02175500,2016-10-22,3.20,3.17,3.14
23,USGS,02175500,2016-10-23,3.14,3.11,3.07
24,USGS,02175500,2016-10-24,3.07,3.05,3.02
25,USGS,02175500,2016-10-25,3.02,3.00,2.99
26,USGS,02175500,2016-10-26,3.00,2.99,2.99
27,USGS,02175500,2016-10-27,3.01,3.00,2.99
28,USGS,02175500,2016-10-28,3.01,3.00,2.99
29,USGS,02175500,2016-10-29,3.00,2.99,2.99
30,USGS,02175500,2016-10-30,3.00,2.99,2.99
31,USGS,02175500,2016-10-31,3.01,2.99,2.98
32,USGS,02175500,2016-11-01,3.00,2.99,2.98
33,USGS,02175500,2016-11-02,3.01,3.00,2.99
34,USGS,02175500,2016-11-03,3.03,3.01,3.00
35,USGS,02175500,2016-11-04,3.03,3.02,3.01
36,USGS,02175500,2016-11-05,3.03,3.03,3.02
37,USGS,02175500,2016-11-06,3.03,3.03,3.02
38,USGS,02175500,2016-11-07,3.04,3.03,3.02
39,USGS,02175500,2016-11-08,3.03,3.03,3.02
40,USGS,02175500,2016-11-09,3.04,3.03,3.03
41,USGS,02175500,2016-11-10,3.03,3.03,3.02
42,USGS,02175500,2016-11-11,3.04,3.03,3.02
43,USGS,02175500,2016-11-12,3.03,3.02,3.01
44,USGS,02175500,2016-11-13,3.02,3.01,3.00
45,USGS,02175500,2016-11-14,3.01,3.00,3.00
46,USGS,02175500,2016-11-15,3.01,3.01,3.00
47,USGS,02175500,2016-11-16,3.02,3.01,3.01
48,USGS,02175500,2016-11-17,3.02,3.01,3.01
49,USGS,02175500,2016-11-18,3.04,3.02,3.01
50,USGS,02175500,2016-11-19,3.07,3.06,3.04
51,USGS,02175500,2016-11-20,3.09,3.09,3.07
52,USGS,02175500,2016-11-21,3.09,3.09,3.08
53,USGS,02175500,2016-11-22,3.08,3.06,3.05
54,USGS,02175500,2016-11-23,3.05,3.03,3.02
55,USGS,02175500,2016-11-24,3.02,3.01,3.00
56,USGS,02175500,2016-11-25,3.00,3.00,2.99
57,USGS,02175500,2016-11-26,3.00,2.99,2.99
58,USGS,02175500,2016-11-27,3.00,3.00,2.99
59,USGS,02175500,2016-11-28,3.01,3.00,3.00
60,USGS,02175500,2016-11-29,3.03,3.02,3.01
61,USGS,02175500,2016-11-30,3.11,3.05,3.02
62,USGS,02175500,2016-12-01,3.16,3.14,3.11
63,USGS,02175500,2016-12-02,3.14,3.12,3.11
64,USGS,02175500,2016-12-03,3.15,3.14,3.12
65,USGS,02175500,2016-12-04,3.17,3.16,3.15
66,USGS,02175500,2016-12-05,3.50,3.24,3.17
67,USGS,02175500,2016-12-06,4.06,3.92,3.50
68,USGS,02175500,2016-12-07,4.15,4.11,4.05
69,USGS,02175500,2016-12-08,4.26,4.14,4.10
70,USGS,02175500,2016-12-09,4.36,4.34,4.26
71,USGS,02175500,2016-12-10,4.33,4.27,4.20
72,USGS,02175500,2016-12-11,4.20,4.14,4.07
73,USGS,02175500,2016-12-12,4.07,3.99,3.91
74,USGS,02175500,2016-12-13,3.91,3.85,3.80
75,USGS,02175500,2016-12-14,3.81,3.77,3.74
76,USGS,02175500,2016-12-15,3.74,3.70,3.66
77,USGS,02175500,2016-12-16,3.67,3.65,3.62
78,USGS,02175500,2016-12-17,3.67,3.64,3.62
79,USGS,02175500,2016-12-18,3.77,3.72,3.66
80,USGS,02175500,2016-12-19,3.83,3.80,3.77
81,USGS,02175500,2016-12-20,3.84,3.83,3.82
82,USGS,02175500,2016-12-21,3.82,3.79,3.76
83,USGS,02175500,2016-12-22,3.76,3.74,3.73
84,USGS,02175500,2016-12-23,3.82,3.77,3.74
85,USGS,02175500,2016-12-24,3.85,3.84,3.82
86,USGS,02175500,2016-12-25,3.84,3.81,3.77
87,USGS,02175500,2016-12-26,3.77,3.72,3.67
88,USGS,02175500,2016-12-27,3.68,3.62,3.58
89,USGS,02175500,2016-12-28,3.58,3.54,3.50
90,USGS,02175500,2016-12-29,3.54,3.51,3.46
91,USGS,02175500,2016-12-30,3.53,3.50,3.48
92,USGS,02175500,2016-12-31,3.48,3.48,3.46
93,USGS,02175500,2017-01-01,3.48,3.47,3.46
94,USGS,02175500,2017-01-02,3.50,3.49,3.47
95,USGS,02175500,2017-01-03,3.73,3.62,3.50
96,USGS,02175500,2017-01-04,3.82,3.75,3.73
97,USGS,02175500,2017-01-05,4.08,3.95,3.82
98,USGS,02175500,2017-01-06,4.18,4.15,4.08
99,USGS,02175500,2017-01-07,4.24,4.22,4.18
100,USGS,02175500,2017-01-08,4.21,4.16,4.09
101,USGS,02175500,2017-01-09,4.10,4.03,3.97
102,USGS,02175500,2017-01-10,3.97,3.92,3.88
103,USGS,02175500,2017-01-11,3.88,3.84,3.81
104,USGS,02175500,2017-01-12,3.81,3.79,3.77
105,USGS,02175500,2017-01-13,3.78,3.75,3.72
106,USGS,02175500,2017-01-14,3.72,3.69,3.64
